speciesKey,scientificName,rank,taxonomicStatus,kingdom,includes
2078815,"Cydnus aterrimus (Forster, 1771)",SPECIES,ACCEPTED,Animalia,"2078815: Cydnus aterrimus (Forster, 1771)"
2078821,"Piezodorus lituratus (Fabricius, 1794)",SPECIES,ACCEPTED,Animalia,"2078821: Piezodorus lituratus (Fabricius, 1794)"
2078852,"Nezara viridula (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2078852: Nezara viridula (Linnaeus, 1758)"
2078942,"Zicrona caerulea (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2078942: Zicrona caerulea (Linnaeus, 1758)"
2078996,"Rhacognathus punctatus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2078996: Rhacognathus punctatus (Linnaeus, 1758) | 11049710: Asopus punctatus (Linnaeus, 1758)"
2079123,"Aelia acuminata (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2079123: Aelia acuminata (Linnaeus, 1758)"
2079190,"Holcostethus sphacelatus (Fabricius, 1794)",SPECIES,ACCEPTED,Animalia,"2079190: Holcostethus sphacelatus (Fabricius, 1794)"
2079253,"Sciocoris cursitans (Fabricius, 1794)",SPECIES,ACCEPTED,Animalia,"2079253: Sciocoris cursitans (Fabricius, 1794)"
2079261,"Elasmucha ferrugata (Fabricius, 1787)",SPECIES,ACCEPTED,Animalia,"2079261: Elasmucha ferrugata (Fabricius, 1787)"
2079270,"Elasmostethus interstinctus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2079270: Elasmostethus interstinctus (Linnaeus, 1758) | 11980158: Acanthosoma dentatum (De Geer, 1773)"
2080592,"Icerya purchasi Maskell, 1879",SPECIES,ACCEPTED,Animalia,"2080592: Icerya purchasi Maskell, 1879"
2091932,"Pulvinaria hydrangeae Steinweden, 1946",SPECIES,ACCEPTED,Animalia,"2091932: Pulvinaria hydrangeae Steinweden, 1946"
2092040,"Pulvinaria regalis Canard, 1968",SPECIES,ACCEPTED,Animalia,"2092040: Pulvinaria regalis Canard, 1968"
2095283,"Pseudococcus longispinus (Targioni Tozzetti, 1867)",SPECIES,ACCEPTED,Animalia,"2095283: Pseudococcus longispinus (Targioni Tozzetti, 1867)"
2097040,"Sisyra nigra (Retzius, 1783)",SPECIES,ACCEPTED,Animalia,"2097040: Sisyra nigra (Retzius, 1783)"
2097056,"Sisyra terminalis Curtis, 1854",SPECIES,ACCEPTED,Animalia,"2097056: Sisyra terminalis Curtis, 1854"
2097902,"Euroleon nostras (Geoffroy, 1785)",SPECIES,ACCEPTED,Animalia,"2097902: Euroleon nostras (Geoffroy, 1785)"
2100670,"Myrmeleon formicarius Linnaeus, 1767",SPECIES,ACCEPTED,Animalia,"2100670: Myrmeleon formicarius Linnaeus, 1767"
2101634,"Sympherobius pygmaeus (Rambur, 1842)",SPECIES,ACCEPTED,Animalia,"2101634: Sympherobius pygmaeus (Rambur, 1842)"
2101676,"Sympherobius klapaleki Zelený, 1963",SPECIES,ACCEPTED,Animalia,"2101676: Sympherobius klapaleki Zelený, 1963"
2101684,"Sympherobius fuscescens (Wallengren, 1863)",SPECIES,ACCEPTED,Animalia,"2101684: Sympherobius fuscescens (Wallengren, 1863)"
2101719,"Sympherobius elegans (Stephens, 1836)",SPECIES,ACCEPTED,Animalia,"2101719: Sympherobius elegans (Stephens, 1836)"
2101879,"Megalomus tortricoides Rambur, 1842",SPECIES,ACCEPTED,Animalia,"2101879: Megalomus tortricoides Rambur, 1842"
2101979,"Hemerobius marginatus Stephens, 1836",SPECIES,ACCEPTED,Animalia,"2101979: Hemerobius marginatus Stephens, 1836"
2101986,"Hemerobius stigma Stephens, 1836",SPECIES,ACCEPTED,Animalia,"2101986: Hemerobius stigma Stephens, 1836"
2102005,"Hemerobius pini Stephens, 1836",SPECIES,ACCEPTED,Animalia,"2102005: Hemerobius pini Stephens, 1836"
2102064,"Hemerobius micans Olivier, 1793",SPECIES,ACCEPTED,Animalia,"2102064: Hemerobius micans Olivier, 1793"
2102150,"Hemerobius humulinus Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"2102150: Hemerobius humulinus Linnaeus, 1758"
2102180,"Hemerobius nitidulus Fabricius, 1777",SPECIES,ACCEPTED,Animalia,"2102180: Hemerobius nitidulus Fabricius, 1777"
2102238,"Hemerobius lutescens Fabricius, 1793",SPECIES,ACCEPTED,Animalia,"2102238: Hemerobius lutescens Fabricius, 1793"
2102319,"Wesmaelius concinnus (Stephens, 1836)",SPECIES,ACCEPTED,Animalia,"2102319: Wesmaelius concinnus (Stephens, 1836)"
2102584,"Micromus variegatus (Fabricius, 1793)",SPECIES,ACCEPTED,Animalia,"2102584: Micromus variegatus (Fabricius, 1793)"
2102740,"Micromus angulatus (Stephens, 1836)",SPECIES,ACCEPTED,Animalia,"2102740: Micromus angulatus (Stephens, 1836)"
2102886,"Drepanepteryx phalaenoides (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2102886: Drepanepteryx phalaenoides (Linnaeus, 1758)"
2103836,"Ascalohybris obscura (van der Weele, 1909)",SPECIES,ACCEPTED,Animalia,"5165368: Hybris obscura van der Weele, 1909"
2103956,"Nothochrysa capitata (Fabricius, 1793)",SPECIES,ACCEPTED,Animalia,"2103956: Nothochrysa capitata (Fabricius, 1793)"
2103965,"Nothochrysa fulviceps (Stephens, 1836)",SPECIES,ACCEPTED,Animalia,"2103965: Nothochrysa fulviceps (Stephens, 1836)"
2104131,"Nineta flava (Scopoli, 1763)",SPECIES,ACCEPTED,Animalia,"2104131: Nineta flava (Scopoli, 1763)"
2104141,"Nineta pallida (Schneider, 1846)",SPECIES,ACCEPTED,Animalia,"2104141: Nineta pallida (Schneider, 1846)"
2104217,"Chrysopidia ciliata (Wesmael, 1841)",SPECIES,ACCEPTED,Animalia,"2104217: Chrysopidia ciliata (Wesmael, 1841)"
2104271,"Cunctochrysa albolineata (Killington, 1935)",SPECIES,ACCEPTED,Animalia,"2104271: Cunctochrysa albolineata (Killington, 1935)"
2105360,"Chrysoperla carnea (Stephens, 1836)",SPECIES,ACCEPTED,Animalia,"2105360: Chrysoperla carnea (Stephens, 1836)"
2105923,"Chrysopa phyllochroma Wesmael, 1841",SPECIES,ACCEPTED,Animalia,"2105923: Chrysopa phyllochroma Wesmael, 1841"
2105962,"Chrysopa perla (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2105962: Chrysopa perla (Linnaeus, 1758)"
2106036,"Chrysopa abbreviata Curtis, 1834",SPECIES,ACCEPTED,Animalia,"2106036: Chrysopa abbreviata Curtis, 1834"
2106111,"Chrysopa intima McLachlan, 1893",SPECIES,ACCEPTED,Animalia,"2106111: Chrysopa intima McLachlan, 1893"
2106928,"Pseudomallada prasinus (Burmeister, 1839)",SPECIES,ACCEPTED,Animalia,"2106928: Pseudomallada prasinus (Burmeister, 1839)"
2109176,"Conwentzia psociformis (Curtis, 1834)",SPECIES,ACCEPTED,Animalia,"2109176: Conwentzia psociformis (Curtis, 1834)"
2110943,"Tachidius discipes Giesbrecht, 1881",SPECIES,ACCEPTED,Animalia,"2110943: Tachidius discipes Giesbrecht, 1881"
2110951,"Microarthridion littorale (Poppe, 1881)",SPECIES,ACCEPTED,Animalia,"2110951: Microarthridion littorale (Poppe, 1881)"
2110995,"Eurycletodes latus (Scott T., 1892)",SPECIES,ACCEPTED,Animalia,"2110995: Eurycletodes latus (Scott T., 1892)"
2111259,"Ectinosoma melaniceps Boeck, 1865",SPECIES,ACCEPTED,Animalia,"2111259: Ectinosoma melaniceps Boeck, 1865"
2111270,"Ectinosoma dentatum Steuer, 1940",SPECIES,ACCEPTED,Animalia,"2111270: Ectinosoma dentatum Steuer, 1940"
2111274,"Microsetella norvegica (Boeck, 1865)",SPECIES,ACCEPTED,Animalia,"2111274: Microsetella norvegica (Boeck, 1865)"
2111295,"Pseudobradya pulchella Sars G.O., 1920",SPECIES,ACCEPTED,Animalia,"2111295: Pseudobradya pulchella Sars G.O., 1920"
2111308,"Pseudobradya beduina Monard, 1935",SPECIES,DOUBTFUL,Animalia,"2111308: Pseudobradya beduina Monard, 1935"
2111319,"Arenosetella germanica Kunz, 1937",SPECIES,DOUBTFUL,Animalia,"2111319: Arenosetella germanica Kunz, 1937"
2111342,"Cylindropsyllus laevis Brady, 1880",SPECIES,ACCEPTED,Animalia,"2111342: Cylindropsyllus laevis Brady, 1880"
2111343,"Cylindropsyllus remanei Kunz, 1949",SPECIES,ACCEPTED,Animalia,"2111343: Cylindropsyllus remanei Kunz, 1949"
2111369,"Arenocaris bifida Nicholls, 1935",SPECIES,ACCEPTED,Animalia,"2111369: Arenocaris bifida Nicholls, 1935"
2111673,"Ameira longipes Boeck, 1865",SPECIES,ACCEPTED,Animalia,"2111673: Ameira longipes Boeck, 1865"
2111688,"Ameira pusilla Scott T., 1903",SPECIES,ACCEPTED,Animalia,"2111688: Ameira pusilla Scott T., 1903"
2111691,"Ameira minuta Boeck, 1865",SPECIES,ACCEPTED,Animalia,"2111691: Ameira minuta Boeck, 1865"
2111694,"Ameira parvula (Claus, 1866)",SPECIES,ACCEPTED,Animalia,"2111694: Ameira parvula (Claus, 1866)"
2111768,"Sicameira leptoderma Klie, 1950",SPECIES,ACCEPTED,Animalia,"2111768: Sicameira leptoderma Klie, 1950"
2111778,"Sarsameira parva (Boeck, 1873)",SPECIES,ACCEPTED,Animalia,"2111778: Sarsameira parva (Boeck, 1873)"
2111792,"Ameiropsis mixta Sars G.O., 1907",SPECIES,ACCEPTED,Animalia,"2111792: Ameiropsis mixta Sars G.O., 1907"
2111800,"Ameiropsis brevicornis Sars G.O., 1907",SPECIES,ACCEPTED,Animalia,"2111800: Ameiropsis brevicornis Sars G.O., 1907"
2111904,"Proameira simplex (Norman & Scott T., 1905)",SPECIES,ACCEPTED,Animalia,"2111904: Proameira simplex (Norman & Scott T., 1905)"
2111906,"Proameira echinipes Soyer, 1975",SPECIES,ACCEPTED,Animalia,"2111906: Proameira echinipes Soyer, 1975"
2111907,"Proameira signata Por, 1964",SPECIES,ACCEPTED,Animalia,"2111907: Proameira signata Por, 1964"
2111908,"Proameira hiddensoensis (Schäfer, 1936)",SPECIES,ACCEPTED,Animalia,"2111908: Proameira hiddensoensis (Schäfer, 1936)"
2111916,"Pseudameira mixta G.O.Sars, 1920",SPECIES,DOUBTFUL,Animalia,"2111916: Pseudameira mixta G.O.Sars, 1920"
2111917,"Pseudameira perplexa Soyer, 1975",SPECIES,ACCEPTED,Animalia,"2111917: Pseudameira perplexa Soyer, 1975"
2111922,"Pseudameira crassicornis Sars G.O., 1911",SPECIES,ACCEPTED,Animalia,"2111922: Pseudameira crassicornis Sars G.O., 1911"
2111927,"Filexilia brevipes (Kunz, 1954)",SPECIES,ACCEPTED,Animalia,"2111929: Ameira brevipes Kunz, 1954"
2111933,"Filexilia attenuata (Thompson I.C., 1893)",SPECIES,ACCEPTED,Animalia,"2111935: Ameira tenella Sars G.O., 1907"
2111965,"Paraleptastacus holsaticus Kunz, 1937",SPECIES,ACCEPTED,Animalia,"2111965: Paraleptastacus holsaticus Kunz, 1937"
2111978,"Paraleptastacus espinulatus Nicholls, 1935",SPECIES,ACCEPTED,Animalia,"2111978: Paraleptastacus espinulatus Nicholls, 1935"
2111987,"Leptastacus laticaudatus Nicholls, 1935",SPECIES,ACCEPTED,Animalia,"2111987: Leptastacus laticaudatus Nicholls, 1935"
2112052,"Euterpina acutifrons (Dana, 1847)",SPECIES,ACCEPTED,Animalia,"2112052: Euterpina acutifrons (Dana, 1847)"
2112058,"Normanella mucronata Sars, 1909",SPECIES,DOUBTFUL,Animalia,"2112058: Normanella mucronata Sars, 1909"
2112067,"Normanella minuta (Boeck, 1872)",SPECIES,ACCEPTED,Animalia,"2112067: Normanella minuta (Boeck, 1872)"
2112103,"Thompsonula hyaenae (Thompson I.C., 1889)",SPECIES,ACCEPTED,Animalia,"2112103: Thompsonula hyaenae (Thompson I.C., 1889)"
2112180,"Cletodes pusillus Sars G.O., 1920",SPECIES,ACCEPTED,Animalia,"2112180: Cletodes pusillus Sars G.O., 1920"
2112184,"Cletodes tenuipes Scott T., 1897",SPECIES,ACCEPTED,Animalia,"2112184: Cletodes tenuipes Scott T., 1897"
2112194,"Cletodes longicaudatus (Boeck, 1872)",SPECIES,ACCEPTED,Animalia,"2112194: Cletodes longicaudatus (Boeck, 1872)"
2112195,"Cletodes limicola Brady, 1872",SPECIES,ACCEPTED,Animalia,"2112195: Cletodes limicola Brady, 1872"
2112211,"Stylicletodes longicaudatus (Brady & Robertson, 1876)",SPECIES,ACCEPTED,Animalia,"2112211: Stylicletodes longicaudatus (Brady & Robertson, 1876)"
2112505,"Attheyella trispinosa (Brady, 1880)",SPECIES,ACCEPTED,Animalia,"2112505: Attheyella trispinosa (Brady, 1880)"
2112558,Bryocamptus zschokkei,SPECIES,ACCEPTED,Animalia,"11012920: Bryocamptus zschokkei (Schmeil, 1893)"
2112561,"Bryocamptus echinatus (Mrázek, 1893)",SPECIES,ACCEPTED,Animalia,"2112561: Bryocamptus echinatus (Mrázek, 1893)"
2112563,"Bryocamptus typhlops (Mrázek, 1894)",SPECIES,ACCEPTED,Animalia,"2112563: Bryocamptus typhlops (Mrázek, 1894)"
2112578,"Stenocaris kliei Kunz, 1938",SPECIES,ACCEPTED,Animalia,"2112578: Stenocaris kliei Kunz, 1938"
2112583,"Stenocaris minor (Scott T., 1893)",SPECIES,ACCEPTED,Animalia,"2112583: Stenocaris minor (Scott T., 1893)"
2112638,"Evansula pygmaea (Scott T., 1903)",SPECIES,ACCEPTED,Animalia,"2112638: Evansula pygmaea (Scott T., 1903)"
2112664,"Rhizothrix curvata Brady, 1880",SPECIES,ACCEPTED,Animalia,"2112664: Rhizothrix curvata Brady, 1880"
2112747,"Psammis longisetosa Sars G.O., 1910",SPECIES,ACCEPTED,Animalia,"2112747: Psammis longisetosa Sars G.O., 1910"
2112770,"Leptopontia curvicauda Scott T., 1902",SPECIES,ACCEPTED,Animalia,"2112770: Leptopontia curvicauda Scott T., 1902"
2112807,"Alteutha interrupta (Goodsir, 1845)",SPECIES,ACCEPTED,Animalia,"2112807: Alteutha interrupta (Goodsir, 1845)"
2112939,"Paralaophonte congenera (Sars G.O., 1908)",SPECIES,ACCEPTED,Animalia,"2112939: Paralaophonte congenera (Sars G.O., 1908)"
2112949,"Paralaophonte brevirostris (Claus, 1863)",SPECIES,ACCEPTED,Animalia,"2112949: Paralaophonte brevirostris (Claus, 1863)"
2112965,"Paralaophonte macera (Sars G.O., 1908)",SPECIES,ACCEPTED,Animalia,"2112965: Paralaophonte macera (Sars G.O., 1908)"
2112973,"Pseudonychocamptus proximus (Sars G.O., 1908)",SPECIES,ACCEPTED,Animalia,"2112973: Pseudonychocamptus proximus (Sars G.O., 1908)"
2112975,"Pseudonychocamptus koreni (Boeck, 1873)",SPECIES,ACCEPTED,Animalia,"2112975: Pseudonychocamptus koreni (Boeck, 1873)"
2113095,"Laophonte inopinata Scott T., 1892",SPECIES,ACCEPTED,Animalia,"2113095: Laophonte inopinata Scott T., 1892"
2113097,"Laophonte longicaudata Boeck, 1865",SPECIES,DOUBTFUL,Animalia,"2113097: Laophonte longicaudata Boeck, 1865"
2113107,"Laophonte thoracica Boeck, 1865",SPECIES,ACCEPTED,Animalia,"2113107: Laophonte thoracica Boeck, 1865"
2113120,"Laophonte elongata Boeck, 1873",SPECIES,DOUBTFUL,Animalia,"2113120: Laophonte elongata Boeck, 1873"
2113129,"Laophonte inornata Scott A., 1902",SPECIES,ACCEPTED,Animalia,"2113129: Laophonte inornata Scott A., 1902"
2113153,"Remanea arenicola Klie, 1929",SPECIES,ACCEPTED,Animalia,"2113153: Remanea arenicola Klie, 1929"
2113159,"Diarthrodella secunda Kunz, 1954",SPECIES,DOUBTFUL,Animalia,"2113159: Diarthrodella secunda Kunz, 1954"
2113167,"Leptopsyllus elongatus Drzycimski, 1967",SPECIES,ACCEPTED,Animalia,"2113167: Leptopsyllus elongatus Drzycimski, 1967"
2113231,"Paramesochra helgolandica Kunz, 1937",SPECIES,DOUBTFUL,Animalia,"2113231: Paramesochra helgolandica Kunz, 1937"
2113233,"Paramesochra mielkei Huys, 1987",SPECIES,ACCEPTED,Animalia,"2113233: Paramesochra mielkei Huys, 1987"
2113237,"Paramesochra similis Kunz, 1936",SPECIES,ACCEPTED,Animalia,"2113237: Paramesochra similis Kunz, 1936"
2113245,"Protopsammotopa norvegica Geddes, 1968",SPECIES,ACCEPTED,Animalia,"2113245: Protopsammotopa norvegica Geddes, 1968"
2113271,"Typhlamphiascus confusus (Scott T., 1902)",SPECIES,ACCEPTED,Animalia,"2113271: Typhlamphiascus confusus (Scott T., 1902)"
2113311,"Paramphiascella vararensis (Scott T., 1903)",SPECIES,ACCEPTED,Animalia,"4320463: Paramphiascoides vararensis (Scott T., 1903)"
2113359,"Bulbamphiascus imus (Brady, 1872)",SPECIES,ACCEPTED,Animalia,"2113359: Bulbamphiascus imus (Brady, 1872)"
2113367,"Psammotopa phyllosetosa (Noodt, 1952)",SPECIES,ACCEPTED,Animalia,"2113367: Psammotopa phyllosetosa (Noodt, 1952)"
2113525,"Amphiascoides subdebilis (Willey, 1935)",SPECIES,ACCEPTED,Animalia,"2113525: Amphiascoides subdebilis (Willey, 1935)"
2113562,"Stenhelia gibba Boeck, 1865",SPECIES,ACCEPTED,Animalia,"2113562: Stenhelia gibba Boeck, 1865"
2113624,"Paramphiascopsis longirostris (Claus, 1863)",SPECIES,ACCEPTED,Animalia,"2113624: Paramphiascopsis longirostris (Claus, 1863)"
2113645,"Idyella exigua Sars G.O., 1905",SPECIES,ACCEPTED,Animalia,"2113645: Idyella exigua Sars G.O., 1905"
2113660,"Idyanthe pusilla (Sars G.O., 1905)",SPECIES,ACCEPTED,Animalia,"2113660: Idyanthe pusilla (Sars G.O., 1905)"
2113669,"Tachidiopsis cyclopoides Sars G.O., 1911",SPECIES,ACCEPTED,Animalia,"2113669: Tachidiopsis cyclopoides Sars G.O., 1911"
2113712,"Zosime typica Boeck, 1873",SPECIES,ACCEPTED,Animalia,"2113712: Zosime typica Boeck, 1873"
2113715,"Zosime incrassata G.O.Sars, 1910",SPECIES,DOUBTFUL,Animalia,"2113715: Zosime incrassata G.O.Sars, 1910"
2113745,"Tisbe furcata (Baird, 1837)",SPECIES,DOUBTFUL,Animalia,"2113745: Tisbe furcata (Baird, 1837)"
2114319,"Eurytemora affinis (Poppe, 1880)",SPECIES,DOUBTFUL,Animalia,"2114319: Eurytemora affinis (Poppe, 1880) | 10132128: BOLD:AAA4925"
2114445,"Acartia clausi Giesbrecht, 1889",SPECIES,ACCEPTED,Animalia,"2114445: Acartia clausi Giesbrecht, 1889"
2114723,"Centropages hamatus (Lilljeborg, 1853)",SPECIES,ACCEPTED,Animalia,"2114723: Centropages hamatus (Lilljeborg, 1853)"
2114921,"Pseudocalanus elongatus (Brady, 1865)",SPECIES,ACCEPTED,Animalia,"2114921: Pseudocalanus elongatus (Brady, 1865)"
2115659,"Verruca stroemia (O.F.Müller, 1776)",SPECIES,ACCEPTED,Animalia,"2115659: Verruca stroemia (O.F.Müller, 1776)"
2115701,"Balanus crenatus Bruguière, 1789",SPECIES,ACCEPTED,Animalia,"2115701: Balanus crenatus Bruguière, 1789"
2115706,"Balanus glandula Darwin, 1854",SPECIES,ACCEPTED,Animalia,"2115706: Balanus glandula Darwin, 1854"
2115719,"Balanus balanus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2115719: Balanus balanus (Linnaeus, 1758)"
2115769,"Austrominius modestus (Darwin, 1854)",SPECIES,ACCEPTED,Animalia,"2115741: Elminius modestus Darwin, 1854 | 2115769: Austrominius modestus (Darwin, 1854)"
2115784,"Semibalanus balanoides (Linnaeus, 1767)",SPECIES,ACCEPTED,Animalia,"2115784: Semibalanus balanoides (Linnaeus, 1767) | 2115785: Balanus balanoides (Linnaeus, 1767)"
2116079,"Caligus brevicaudatus Scott A., 1901",SPECIES,ACCEPTED,Animalia,"2116079: Caligus brevicaudatus Scott A., 1901"
2116771,"Acanthocyclops venustus (Norman & Scott, 1906)",SPECIES,DOUBTFUL,Animalia,"2116771: Acanthocyclops venustus (Norman & Scott, 1906)"
2116772,"Acanthocyclops robustus (G.O.Sars, 1863)",SPECIES,DOUBTFUL,Animalia,"2116772: Acanthocyclops robustus (G.O.Sars, 1863)"
2116777,"Acanthocyclops vernalis (Fischer, 1853)",SPECIES,DOUBTFUL,Animalia,"2116777: Acanthocyclops vernalis (Fischer, 1853)"
2116785,"Eucyclops speratus (Lilljeborg, 1901)",SPECIES,DOUBTFUL,Animalia,"2116785: Eucyclops speratus (Lilljeborg, 1901)"
2116796,"Eucyclops macruroides (Lilljeborg, 1901)",SPECIES,DOUBTFUL,Animalia,"2116796: Eucyclops macruroides (Lilljeborg, 1901)"
2116800,"Eucyclops serrulatus (Fischer, 1851)",SPECIES,DOUBTFUL,Animalia,"2116800: Eucyclops serrulatus (Fischer, 1851) | 4326074: Cyclops serrulatus Fischer, 1851"
2116814,"Cyclops vicinus Uljanin, 1875",SPECIES,DOUBTFUL,Animalia,"2116814: Cyclops vicinus Uljanin, 1875"
2116884,"Tropocyclops prasinus (Fischer, 1860)",SPECIES,DOUBTFUL,Animalia,"2116884: Tropocyclops prasinus (Fischer, 1860)"
2116908,"Megacyclops viridis Jurine, 1820",SPECIES,DOUBTFUL,Animalia,"2116908: Megacyclops viridis Jurine, 1820"
2116989,"Diacyclops bisetosus (Rehberg, 1880)",SPECIES,ACCEPTED,Animalia,"2116989: Diacyclops bisetosus (Rehberg, 1880)"
2117001,Diacyclops languidoides,SPECIES,ACCEPTED,Animalia,2117001: Diacyclops languidoides
2117007,"Diacyclops bicuspidatus (Claus, 1857)",SPECIES,DOUBTFUL,Animalia,"2117007: Diacyclops bicuspidatus (Claus, 1857)"
2117023,"Macrocyclops albidus (Jurine, 1820)",SPECIES,DOUBTFUL,Animalia,"2117023: Macrocyclops albidus (Jurine, 1820)"
2117331,"Anoplodactylus petiolatus (Krøyer, 1844)",SPECIES,ACCEPTED,Animalia,"2117331: Anoplodactylus petiolatus (Krøyer, 1844)"
2117779,"Nymphon gracile Leach, 1814",SPECIES,ACCEPTED,Animalia,"2117779: Nymphon gracile Leach, 1814"
2117804,"Nymphon hirtum (Fabricius, 1780)",SPECIES,ACCEPTED,Animalia,"2117804: Nymphon hirtum (Fabricius, 1780)"
2120313,"Proisotoma minuta (Tullberg, 1871)",SPECIES,ACCEPTED,Animalia,"2120313: Proisotoma minuta (Tullberg, 1871)"
2120343,"Isotomiella minor (Schäffer, 1896)",SPECIES,ACCEPTED,Animalia,"2120343: Isotomiella minor (Schäffer, 1896) | 10273845: BOLD:AAA9324 | 10654713: BOLD:AAA9319"
2120549,"Mesaphorura macrochaeta Rusek, 1976",SPECIES,ACCEPTED,Animalia,"2120549: Mesaphorura macrochaeta Rusek, 1976"
2120565,"Sminthurides malmgreni (T.Tullberg, 1877)",SPECIES,ACCEPTED,Animalia,"2120565: Sminthurides malmgreni (T.Tullberg, 1877)"
2120605,"Sphaeridia pumilis (Krausbauer, 1898)",SPECIES,ACCEPTED,Animalia,"2120605: Sphaeridia pumilis (Krausbauer, 1898)"
2120754,"Entomobrya multifasciata (Tullberg, 1871) Brook, 1884",SPECIES,ACCEPTED,Animalia,"2120754: Entomobrya multifasciata (Tullberg, 1871) Brook, 1884"
2120833,"Willowsia platani (H.Nicolet, 1842)",SPECIES,ACCEPTED,Animalia,"2120833: Willowsia platani (H.Nicolet, 1842)"
2120911,"Lepidocyrtus lignorum (Fabricius, 1793) Fabricius, 1793",SPECIES,ACCEPTED,Animalia,"2120911: Lepidocyrtus lignorum (Fabricius, 1793) Fabricius, 1793"
2120964,"Orchesella cincta (C.Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"2120964: Orchesella cincta (C.Linnaeus, 1758)"
2120979,Orchesella villosa,SPECIES,ACCEPTED,Animalia,2120979: Orchesella villosa
2121271,"Ceratophysella denticulata (Bagnall, 1941)",SPECIES,ACCEPTED,Animalia,"2121271: Ceratophysella denticulata (Bagnall, 1941)"
2121891,"Tomocerus minor (J.Lubbock, 1862)",SPECIES,ACCEPTED,Animalia,"2121891: Tomocerus minor (J.Lubbock, 1862)"
2122079,"Neanura muscorum (R.Templeton, 1836)",SPECIES,ACCEPTED,Animalia,"2122079: Neanura muscorum (R.Templeton, 1836)"
2122146,"Podura aquatica C.Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"2122146: Podura aquatica C.Linnaeus, 1758"
2122151,"Megalothorax minimus V.Willem, 1900",SPECIES,ACCEPTED,Animalia,"2122151: Megalothorax minimus V.Willem, 1900 | 10335117: BOLD:AAC0897"
2128084,"Phytoptus avellanae Nalepa, 1889",SPECIES,ACCEPTED,Animalia,"2128084: Phytoptus avellanae Nalepa, 1889"
2128482,"Colomerus vitis (Pagenstecher, 1857)",SPECIES,ACCEPTED,Animalia,"2128482: Colomerus vitis (Pagenstecher, 1857)"
2128502,"Aceria erinea (Nalepa, 1891)",SPECIES,ACCEPTED,Animalia,"2128502: Aceria erinea (Nalepa, 1891)"
2128559,"Acalitus essigi (Hassan, 1928)",SPECIES,ACCEPTED,Animalia,"2128559: Acalitus essigi (Hassan, 1928)"
2128684,"Labidostomma luteum Kramer, 1879",SPECIES,ACCEPTED,Animalia,"2128684: Labidostomma luteum Kramer, 1879"
2130459,"Oligonychus ununguis (Jacobi, 1905)",SPECIES,ACCEPTED,Animalia,"2130459: Oligonychus ununguis (Jacobi, 1905)"
2132150,"Drassodes lapidosus (Walckenaer, 1802)",SPECIES,ACCEPTED,Animalia,"2132150: Drassodes lapidosus (Walckenaer, 1802)"
2132216,"Drassodes pubescens (Thorell, 1856)",SPECIES,ACCEPTED,Animalia,"2132216: Drassodes pubescens (Thorell, 1856)"
2132317,"Drassodes cupreus (Blackwall, 1834)",SPECIES,ACCEPTED,Animalia,"2132317: Drassodes cupreus (Blackwall, 1834)"
2132389,"Zelotes subterraneus (C.L.Koch, 1833)",SPECIES,ACCEPTED,Animalia,"2132389: Zelotes subterraneus (C.L.Koch, 1833)"
2132428,"Zelotes electus (C.L.Koch, 1839)",SPECIES,ACCEPTED,Animalia,"2132428: Zelotes electus (C.L.Koch, 1839)"
2132448,"Zelotes petrensis (C.L.Koch, 1839)",SPECIES,ACCEPTED,Animalia,"2132448: Zelotes petrensis (C.L.Koch, 1839)"
2132469,"Zelotes latreillei (Simon, 1878)",SPECIES,ACCEPTED,Animalia,"2132469: Zelotes latreillei (Simon, 1878)"
2132541,"Zelotes gallicus Simon, 1914",SPECIES,ACCEPTED,Animalia,"4660247: Zelotes pseudoclivicola Grimm, 1982"
2132585,"Zelotes aeneus (Simon, 1878)",SPECIES,ACCEPTED,Animalia,"2132585: Zelotes aeneus (Simon, 1878)"
2132639,"Zelotes erebeus (Thorell, 1871)",SPECIES,ACCEPTED,Animalia,"2132639: Zelotes erebeus (Thorell, 1871)"
2132668,"Zelotes apricorum (L.Koch, 1876)",SPECIES,ACCEPTED,Animalia,"2132668: Zelotes apricorum (L.Koch, 1876)"
2132676,"Zelotes longipes (L.Koch, 1866)",SPECIES,ACCEPTED,Animalia,"2132676: Zelotes longipes (L.Koch, 1866)"
2133019,"Drassyllus praeficus (L.Koch, 1866)",SPECIES,ACCEPTED,Animalia,"10088019: Zelotes praeficus (L.Koch, 1866)"
2133021,"Drassyllus lutetianus (L.Koch, 1866)",SPECIES,ACCEPTED,Animalia,"7719720: Zelotes lutetianus (L.Koch, 1866)"
2133027,"Drassyllus pumilus (C.L.Koch, 1839)",SPECIES,ACCEPTED,Animalia,"10483800: Zelotes pumilus (C.L.Koch, 1839)"
