speciesKey,scientificName,rank,taxonomicStatus,kingdom,includes
1000106,"Methanobacterium alcaliphilum Worakit et al., 1986",SPECIES,ACCEPTED,Archaea,"1000106: Methanobacterium alcaliphilum Worakit et al., 1986"
1001487,"Lepadella ovalis (Müller, 1786)",SPECIES,ACCEPTED,Animalia,"1001487: Lepadella ovalis (Müller, 1786)"
1001548,"Lepadella deridderae Segers, De Smet & Bonte, 1996",SPECIES,ACCEPTED,Animalia,6155426: Lepadella deridderae deridderae
1001728,"Paradicranophorus sinus De Smet, 2003",SPECIES,ACCEPTED,Animalia,"1001728: Paradicranophorus sinus De Smet, 2003"
1001810,"Encentrum tenuidigitatum De Smet, 2000",SPECIES,ACCEPTED,Animalia,"1001810: Encentrum tenuidigitatum De Smet, 2000"
1002126,"Mytilina mucronata (Müller, 1773)",SPECIES,ACCEPTED,Animalia,"1002126: Mytilina mucronata (Müller, 1773)"
1002550,"Euchlanis dilatata Ehrenberg, 1832",SPECIES,ACCEPTED,Animalia,"1002550: Euchlanis dilatata Ehrenberg, 1832"
1002567,"Cotylegaleata perplexa De Smet, 2007",SPECIES,ACCEPTED,Animalia,"1002567: Cotylegaleata perplexa De Smet, 2007"
1002577,"Platyias quadricornis (Ehrenberg, 1832)",SPECIES,ACCEPTED,Animalia,"1002577: Platyias quadricornis (Ehrenberg, 1832)"
1002614,"Keratella testudo (Ehrenberg, 1832)",SPECIES,ACCEPTED,Animalia,"1002614: Keratella testudo (Ehrenberg, 1832)"
1002648,"Keratella quadrata (Müller, 1786)",SPECIES,ACCEPTED,Animalia,"1002648: Keratella quadrata (Müller, 1786)"
1002944,"Proales christinae De Smet, 1994",SPECIES,ACCEPTED,Animalia,"1002944: Proales christinae De Smet, 1994"
1003112,"Polyarthra vulgaris Carlin, 1943",SPECIES,ACCEPTED,Animalia,"1003112: Polyarthra vulgaris Carlin, 1943"
1003113,"Polyarthra dolichoptera Idelson, 1925",SPECIES,ACCEPTED,Animalia,"1003113: Polyarthra dolichoptera Idelson, 1925"
1003399,"Cephalodella segersi De Smet, 1998",SPECIES,ACCEPTED,Animalia,"1003399: Cephalodella segersi De Smet, 1998"
1003567,"Pectinatella magnifica (Leidy, 1851)",SPECIES,ACCEPTED,Animalia,"1003567: Pectinatella magnifica (Leidy, 1851)"
1003588,"Plumatella casmiana Oka, 1907",SPECIES,ACCEPTED,Animalia,"1003588: Plumatella casmiana Oka, 1907"
1003652,"Cristatella mucedo Cuvier, 1798",SPECIES,ACCEPTED,Animalia,"1003652: Cristatella mucedo Cuvier, 1798"
1004063,"Stomatoporina incurvata (Hincks, 1860)",SPECIES,ACCEPTED,Animalia,"1004063: Stomatoporina incurvata (Hincks, 1860)"
1004151,"Plagioecia patina (Lamarck, 1816)",SPECIES,ACCEPTED,Animalia,"1004151: Plagioecia patina (Lamarck, 1816)"
1004241,"Disporella hispida (Fleming, 1828)",SPECIES,ACCEPTED,Animalia,"1004241: Disporella hispida (Fleming, 1828)"
1004851,"Hagiosynodos latus (Busk, 1856)",SPECIES,ACCEPTED,Animalia,"1004851: Hagiosynodos latus (Busk, 1856)"
1005709,"Escharoides bishopi De Blauwe, 2006",SPECIES,ACCEPTED,Animalia,"1005709: Escharoides bishopi De Blauwe, 2006"
1005827,"Setosella vulnerata (Busk, 1860)",SPECIES,ACCEPTED,Animalia,"1005827: Setosella vulnerata (Busk, 1860)"
1005875,"Trypostega venusta (Norman, 1864)",SPECIES,ACCEPTED,Animalia,"1005875: Trypostega venusta (Norman, 1864)"
1005964,"Hippothoa flagellum Manzoni, 1870",SPECIES,ACCEPTED,Animalia,"1005964: Hippothoa flagellum Manzoni, 1870"
1005979,"Hippothoa divaricata Lamouroux, 1821",SPECIES,ACCEPTED,Animalia,"1005979: Hippothoa divaricata Lamouroux, 1821"
1006372,"Chorizopora brongniartii (Audouin, 1826)",SPECIES,ACCEPTED,Animalia,"1006372: Chorizopora brongniartii (Audouin, 1826)"
1006459,"Aspidelectra melolontha (Landsborough, 1852)",SPECIES,ACCEPTED,Animalia,"1006459: Aspidelectra melolontha (Landsborough, 1852)"
1006474,"Securiflustra securifrons (Pallas, 1766)",SPECIES,ACCEPTED,Animalia,"1006474: Securiflustra securifrons (Pallas, 1766)"
1006487,"Flustra foliacea (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"1006487: Flustra foliacea (Linnaeus, 1758)"
1006700,"Parasmittina trispinosa (Johnston, 1838)",SPECIES,ACCEPTED,Animalia,"1006700: Parasmittina trispinosa (Johnston, 1838)"
1007094,"Crassimarginatella solidula (Hincks, 1860)",SPECIES,ACCEPTED,Animalia,"1007094: Crassimarginatella solidula (Hincks, 1860)"
1007312,"Callopora discreta (Hincks, 1862)",SPECIES,ACCEPTED,Animalia,"1007312: Callopora discreta (Hincks, 1862)"
1007316,"Callopora dumerilii (Audouin, 1826)",SPECIES,ACCEPTED,Animalia,"1007316: Callopora dumerilii (Audouin, 1826)"
1007569,"Herentia hyndmanni (Johnston, 1847)",SPECIES,ACCEPTED,Animalia,"1007552: Escharina hyndmanni (Johnston, 1847)"
1007745,"Conopeum reticulum (Linnaeus, 1767)",SPECIES,ACCEPTED,Animalia,"1007745: Conopeum reticulum (Linnaeus, 1767)"
1008192,"Cribrilina punctata (Hassall, 1841)",SPECIES,ACCEPTED,Animalia,"1008192: Cribrilina punctata (Hassall, 1841)"
1008243,"Collarina balzaci (Audouin, 1826)",SPECIES,ACCEPTED,Animalia,"1008243: Collarina balzaci (Audouin, 1826)"
1008297,"Puellina bifida (d'Hondt, 1970)",SPECIES,ACCEPTED,Animalia,"1008297: Puellina bifida (d'Hondt, 1970)"
1008334,"Puellina praecox Bishop & Househam, 1987",SPECIES,ACCEPTED,Animalia,"1008334: Puellina praecox Bishop & Househam, 1987"
1008593,"Cryptosula pallasiana (Moll, 1803)",SPECIES,ACCEPTED,Animalia,"1008593: Cryptosula pallasiana (Moll, 1803)"
1008812,"Neolagenipora collaris (Norman, 1867)",SPECIES,ACCEPTED,Animalia,"1008812: Neolagenipora collaris (Norman, 1867)"
1008943,"Fenestrulina malusii (Audouin, 1826)",SPECIES,ACCEPTED,Animalia,"1008943: Fenestrulina malusii (Audouin, 1826)"
1008955,"Fenestrulina delicia Winston, Hayward & Craig, 2000",SPECIES,ACCEPTED,Animalia,"1008955: Fenestrulina delicia Winston, Hayward & Craig, 2000"
1009018,"Microporella ciliata (Pallas, 1766)",SPECIES,ACCEPTED,Animalia,"1009018: Microporella ciliata (Pallas, 1766)"
1009341,"Hippoporina pertusa (Esper, 1796)",SPECIES,ACCEPTED,Animalia,"1009341: Hippoporina pertusa (Esper, 1796)"
1009401,"Schizomavella linearis (Hassall, 1841)",SPECIES,ACCEPTED,Animalia,"1009401: Schizomavella linearis (Hassall, 1841)"
1009775,"Turbicellepora avicularis (Hincks, 1860)",SPECIES,ACCEPTED,Animalia,"1009775: Turbicellepora avicularis (Hincks, 1860)"
1009806,"Cellepora pumicosa (Pallas, 1766)",SPECIES,ACCEPTED,Animalia,"1009806: Cellepora pumicosa (Pallas, 1766)"
1009964,"Reptadeonella violacea (Johnston, 1847)",SPECIES,ACCEPTED,Animalia,"1009964: Reptadeonella violacea (Johnston, 1847)"
1010597,"Penetrantia concharum Silén, 1946",SPECIES,ACCEPTED,Animalia,"1010597: Penetrantia concharum Silén, 1946"
1012292,"Ommatoiulus sabulosus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"1012292: Ommatoiulus sabulosus (Linnaeus, 1758)"
1013263,"Allajulus nitidus (Verhoeff, 1891)",SPECIES,ACCEPTED,Animalia,"1013263: Allajulus nitidus (Verhoeff, 1891)"
1013335,"Tachypodoiulus niger (Leach, 1814)",SPECIES,ACCEPTED,Animalia,"1013335: Tachypodoiulus niger (Leach, 1814)"
1013578,"Cylindroiulus caeruleocinctus (Wood, 1864)",SPECIES,ACCEPTED,Animalia,"1013578: Cylindroiulus caeruleocinctus (Wood, 1864)"
1013597,"Cylindroiulus truncorum (Silvestri, 1896)",SPECIES,ACCEPTED,Animalia,"1013597: Cylindroiulus truncorum (Silvestri, 1896)"
1013651,"Cylindroiulus punctatus (Leach, 1815)",SPECIES,ACCEPTED,Animalia,"1013651: Cylindroiulus punctatus (Leach, 1815)"
1014565,"Amphitomeus attemsi (Schubart, 1934)",SPECIES,ACCEPTED,Animalia,"1014565: Amphitomeus attemsi (Schubart, 1934)"
1016841,"Orthomorpha coarctata (Saussure, 1860)",SPECIES,ACCEPTED,Animalia,"1016841: Orthomorpha coarctata (Saussure, 1860)"
1017419,"Oxidus gracilis (C.L.Koch, 1847)",SPECIES,ACCEPTED,Animalia,"1017419: Oxidus gracilis (C.L.Koch, 1847)"
1020607,"Polydesmus angustus Latzel, 1884",SPECIES,ACCEPTED,Animalia,"1020607: Polydesmus angustus Latzel, 1884"
1020740,"Polydesmus denticulatus Koch C.L., 1847",SPECIES,ACCEPTED,Animalia,"1020740: Polydesmus denticulatus Koch C.L., 1847"
1020944,"Brachydesmus superus Latzel, 1884",SPECIES,ACCEPTED,Animalia,"1020944: Brachydesmus superus Latzel, 1884"
1028151,"Glomeris intermedia Latzel, 1884",SPECIES,ACCEPTED,Animalia,"1028151: Glomeris intermedia Latzel, 1884"
1028923,"Darwinula stevensoni (Brady & Robertson, 1870)",SPECIES,ACCEPTED,Animalia,"1028923: Darwinula stevensoni (Brady & Robertson, 1870)"
1029011,"Potamocypris zschokkei (Kaufmann, 1900)",SPECIES,ACCEPTED,Animalia,"1029011: Potamocypris zschokkei (Kaufmann, 1900)"
1029089,"Prionocypris zenkeri (Chyzer & Toth, 1858)",SPECIES,ACCEPTED,Animalia,"1029089: Prionocypris zenkeri (Chyzer & Toth, 1858)"
1029096,"Sarscypridopsis aculeata (Costa, 1847)",SPECIES,ACCEPTED,Animalia,"1029096: Sarscypridopsis aculeata (Costa, 1847)"
1029114,"Heterocypris incongruens (Ramdohr, 1808)",SPECIES,ACCEPTED,Animalia,"1029114: Heterocypris incongruens (Ramdohr, 1808)"
1029125,"Heterocypris salina (Brady, 1868)",SPECIES,ACCEPTED,Animalia,"1029125: Heterocypris salina (Brady, 1868)"
1029154,"Cypris pubera O.F.Müller, 1776",SPECIES,ACCEPTED,Animalia,"1029154: Cypris pubera O.F.Müller, 1776"
1029180,"Cypria ophtalmica (Jurine, 1820)",SPECIES,ACCEPTED,Animalia,"1029180: Cypria ophtalmica (Jurine, 1820)"
1029186,"Cypria exsculpta Fischer, 1855",SPECIES,ACCEPTED,Animalia,"1029186: Cypria exsculpta Fischer, 1855"
1029199,"Eucypris pigra (Fischer, 1851)",SPECIES,ACCEPTED,Animalia,"1029199: Eucypris pigra (Fischer, 1851)"
1029200,"Eucypris virens (Jurine, 1820)",SPECIES,ACCEPTED,Animalia,"1029200: Eucypris virens (Jurine, 1820)"
1029290,"Notodromas monacha (O.F.Müller, 1776)",SPECIES,ACCEPTED,Animalia,"1029290: Notodromas monacha (O.F.Müller, 1776)"
1029392,"Fabaeformiscandona caudata (Kaufmann, 1900)",SPECIES,ACCEPTED,Animalia,"1029392: Fabaeformiscandona caudata (Kaufmann, 1900)"
1029456,"Xestoleberis depressa Sars, 1866",SPECIES,ACCEPTED,Animalia,"1029456: Xestoleberis depressa Sars, 1866"
1029515,"Cyprideis torosa (Jones, 1850)",SPECIES,ACCEPTED,Animalia,"1029515: Cyprideis torosa (Jones, 1850)"
1029616,"Limnocythere inopinata (Baird, 1843)",SPECIES,ACCEPTED,Animalia,"1029616: Limnocythere inopinata (Baird, 1843)"
1029660,"Hemicytherura clathrata (Sars, 1866)",SPECIES,ACCEPTED,Animalia,"1029660: Hemicytherura clathrata (Sars, 1866)"
1029667,"Hemicytherura cellulosa (Norman, 1865)",SPECIES,ACCEPTED,Animalia,"1029667: Hemicytherura cellulosa (Norman, 1865)"
1029757,"Cytheropteron latissimum (Norman, 1865)",SPECIES,ACCEPTED,Animalia,"1029757: Cytheropteron latissimum (Norman, 1865)"
1029825,"Paradoxostoma angliorum Horne & Whittaker, 1985",SPECIES,ACCEPTED,Animalia,"1029825: Paradoxostoma angliorum Horne & Whittaker, 1985"
1029879,"Loxoconcha elliptica Brady, 1868",SPECIES,ACCEPTED,Animalia,"1029879: Loxoconcha elliptica Brady, 1868"
1029883,"Loxoconcha rhomboidea (Fischer, 1855)",SPECIES,ACCEPTED,Animalia,"1029883: Loxoconcha rhomboidea (Fischer, 1855)"
1030156,"Cushmanidea elongata (Brady, 1868) Puri, 1958",SPECIES,ACCEPTED,Animalia,"1030155: Pontocythere elongata (Brady, 1868) Oertli, 1956"
1030194,"Hemicythere villosa (Sars, 1866)",SPECIES,ACCEPTED,Animalia,"1030194: Hemicythere villosa (Sars, 1866)"
1030214,"Finmarchinella angulata (Sars, 1866)",SPECIES,ACCEPTED,Animalia,"1030214: Finmarchinella angulata (Sars, 1866)"
1031394,"Ectopsocus petersi Smithers, 1978",SPECIES,ACCEPTED,Animalia,"1031394: Ectopsocus petersi Smithers, 1978"
1031400,"Ectopsocus briggsi McLachlan, 1899",SPECIES,ACCEPTED,Animalia,"1031400: Ectopsocus briggsi McLachlan, 1899"
1031437,"Amphigerontia bifasciata (Latreille, 1799)",SPECIES,ACCEPTED,Animalia,"1031437: Amphigerontia bifasciata (Latreille, 1799)"
1031438,"Amphigerontia contaminata (Stephens, 1836)",SPECIES,ACCEPTED,Animalia,"1031438: Amphigerontia contaminata (Stephens, 1836)"
1031470,"Loensia fasciata (Fabricius, 1787)",SPECIES,ACCEPTED,Animalia,"1031470: Loensia fasciata (Fabricius, 1787)"
1031573,"Peripsocus alboguttatus (Dalman, 1823)",SPECIES,ACCEPTED,Animalia,"1031573: Peripsocus alboguttatus (Dalman, 1823)"
1031582,"Peripsocus milleri (Tillyard, 1923)",SPECIES,ACCEPTED,Animalia,"1031582: Peripsocus milleri (Tillyard, 1923)"
1031652,"Elipsocus abdominalis Reuter, 1904",SPECIES,ACCEPTED,Animalia,"1031652: Elipsocus abdominalis Reuter, 1904"
1031653,"Elipsocus hyalinus (Stephens, 1836)",SPECIES,ACCEPTED,Animalia,"1031653: Elipsocus hyalinus (Stephens, 1836)"
1031667,"Cuneopalpus cyanops (Rostock, 1876)",SPECIES,ACCEPTED,Animalia,"1031667: Cuneopalpus cyanops (Rostock, 1876)"
1031679,"Cerobasis guestfalica (Kolbe, 1880)",SPECIES,ACCEPTED,Animalia,"1031679: Cerobasis guestfalica (Kolbe, 1880)"
1031684,"Lepinotus patruelis Pearman, 1931",SPECIES,ACCEPTED,Animalia,"1031684: Lepinotus patruelis Pearman, 1931"
1031692,"Graphopsocus cruciatus (Linnaeus, 1768)",SPECIES,ACCEPTED,Animalia,"1031692: Graphopsocus cruciatus (Linnaeus, 1768)"
1031710,"Valenzuela flavidus (Stephens, 1836)",SPECIES,ACCEPTED,Animalia,"1031710: Valenzuela flavidus (Stephens, 1836)"
1031724,"Valenzuela burmeisteri (Brauer, 1876)",SPECIES,ACCEPTED,Animalia,"1031724: Valenzuela burmeisteri (Brauer, 1876)"
1031737,"Psyllipsocus ramburii Selys-Longchamps, 1872",SPECIES,ACCEPTED,Animalia,"1031737: Psyllipsocus ramburii Selys-Longchamps, 1872"
1031742,"Dorypteryx domestica (Smithers, 1958)",SPECIES,ACCEPTED,Animalia,"1031742: Dorypteryx domestica (Smithers, 1958)"
1031796,"Pteroxanium kelloggi (Ribaga, 1905)",SPECIES,ACCEPTED,Animalia,"1031796: Pteroxanium kelloggi (Ribaga, 1905)"
1032092,"Saemundssonia lari (Fabricius, 1780)",SPECIES,ACCEPTED,Animalia,"1032092: Saemundssonia lari (Fabricius, 1780)"
1032839,"Menacanthus stramineus (Nitzsch, 1818)",SPECIES,ACCEPTED,Animalia,"4422680: Eomenacanthus stramineus (Nitzsch, 1818)"
1033452,"Dryops luridus (Erichson, 1847)",SPECIES,ACCEPTED,Animalia,"1033452: Dryops luridus (Erichson, 1847)"
1033746,"Simplocaria semistriata (Fabricius, 1794)",SPECIES,ACCEPTED,Animalia,"1033746: Simplocaria semistriata (Fabricius, 1794)"
1033938,"Helophorus aquaticus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"1033938: Helophorus aquaticus (Linnaeus, 1758)"
1033951,"Helophorus grandis (Illiger, 1798)",SPECIES,ACCEPTED,Animalia,"1033951: Helophorus grandis (Illiger, 1798)"
1033958,"Helophorus brevipalpis Bedel, 1881",SPECIES,ACCEPTED,Animalia,"1033958: Helophorus brevipalpis Bedel, 1881"
1033999,"Enochrus melanocephalus (A.G.Olivier, 1793)",SPECIES,ACCEPTED,Animalia,"1033999: Enochrus melanocephalus (A.G.Olivier, 1793)"
1034063,"Anacaena globula (Paykull, 1798)",SPECIES,ACCEPTED,Animalia,"1034063: Anacaena globula (Paykull, 1798)"
1034064,"Anacaena limbata (Fabricius, 1792)",SPECIES,ACCEPTED,Animalia,"1034064: Anacaena limbata (Fabricius, 1792)"
1034067,"Anacaena bipustulata (Marsham, 1802)",SPECIES,ACCEPTED,Animalia,"1034067: Anacaena bipustulata (Marsham, 1802)"
1034074,"Anacaena lutescens (Stephens, 1829)",SPECIES,ACCEPTED,Animalia,"1034074: Anacaena lutescens (Stephens, 1829)"
1034244,"Cryptopleurum subtile Sharp, 1884",SPECIES,ACCEPTED,Animalia,"1034244: Cryptopleurum subtile Sharp, 1884 | 10514108: BOLD:ABW4289"
1034329,"Sphaeridium scarabaeoides (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"1034329: Sphaeridium scarabaeoides (Linnaeus, 1758)"
1034330,"Sphaeridium bipustulatum Fabricius, 1781",SPECIES,ACCEPTED,Animalia,"1034330: Sphaeridium bipustulatum Fabricius, 1781"
1034331,"Sphaeridium marginatum Fabricius, 1787",SPECIES,ACCEPTED,Animalia,"1034331: Sphaeridium marginatum Fabricius, 1787"
1034332,"Sphaeridium lunatum Fabricius, 1792",SPECIES,ACCEPTED,Animalia,"1034332: Sphaeridium lunatum Fabricius, 1792"
1034338,"Megasternum concinnum (Marsham, 1802)",SPECIES,ACCEPTED,Animalia,"11281564: Megasternum obscurum (Marsham, 1802)"
1034421,"Cercyon melanocephalus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"1034421: Cercyon melanocephalus (Linnaeus, 1758)"
1034424,"Cercyon quisquilius (Linnaeus, 1760)",SPECIES,ACCEPTED,Animalia,"1034424: Cercyon quisquilius (Linnaeus, 1760)"
1034425,"Cercyon tristis (Illiger, 1801)",SPECIES,ACCEPTED,Animalia,"1034425: Cercyon tristis (Illiger, 1801)"
1034428,"Cercyon marinus C.G.Thomson, 1853",SPECIES,ACCEPTED,Animalia,"1034428: Cercyon marinus C.G.Thomson, 1853"
1034431,"Cercyon littoralis (Gyllenhal, 1808)",SPECIES,ACCEPTED,Animalia,"1034431: Cercyon littoralis (Gyllenhal, 1808)"
1034441,"Cercyon convexiusculus Stephens, 1829",SPECIES,ACCEPTED,Animalia,"1034441: Cercyon convexiusculus Stephens, 1829"
1034449,"Cercyon ustulatus (Preyssler, 1790)",SPECIES,ACCEPTED,Animalia,"1034449: Cercyon ustulatus (Preyssler, 1790)"
1034452,"Cercyon unipunctatus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"1034452: Cercyon unipunctatus (Linnaeus, 1758)"
1034454,"Cercyon lateralis (Marsham, 1802)",SPECIES,ACCEPTED,Animalia,"1034454: Cercyon lateralis (Marsham, 1802)"
1034462,"Cercyon terminatus (Marsham, 1802)",SPECIES,ACCEPTED,Animalia,"1034462: Cercyon terminatus (Marsham, 1802)"
1034472,"Cercyon analis (Paykull, 1798)",SPECIES,ACCEPTED,Animalia,"1034472: Cercyon analis (Paykull, 1798) | 10074286: BOLD:AAM0572"
1034609,"Hylecoetus dermestoides (Linnaeus, 1861)",SPECIES,ACCEPTED,Animalia,"1034608: Elateroides dermestoides (Linnaeus, 1760) | 1034609: Hylecoetus dermestoides (Linnaeus, 1861)"
1035167,"Amara lunicollis Schiödte, 1837",SPECIES,ACCEPTED,Animalia,"1035167: Amara lunicollis Schiödte, 1837"
1035185,"Amara aenea (DeGeer, 1774)",SPECIES,ACCEPTED,Animalia,"1035185: Amara aenea (DeGeer, 1774)"
1035194,"Amara aulica (Panzer, 1796)",SPECIES,ACCEPTED,Animalia,"1035194: Amara aulica (Panzer, 1796)"
1035195,"Amara familiaris (Duftschmid, 1812)",SPECIES,ACCEPTED,Animalia,"1035195: Amara familiaris (Duftschmid, 1812)"
1035204,"Amara anthobia A. & G.B.Villa, 1833",SPECIES,ACCEPTED,Animalia,"1035204: Amara anthobia A. & G.B.Villa, 1833"
1035208,"Amara bifrons (Gyllenhal, 1810)",SPECIES,ACCEPTED,Animalia,"1035208: Amara bifrons (Gyllenhal, 1810)"
1035231,"Amara apricaria (Paykull, 1790)",SPECIES,ACCEPTED,Animalia,"1035231: Amara apricaria (Paykull, 1790) | 10582403: BOLD:AAH2780"
1035290,"Loricera pilicornis (Fabricius, 1775)",SPECIES,ACCEPTED,Animalia,"1035290: Loricera pilicornis (Fabricius, 1775)"
1035434,"Bradycellus harpalinus (Audinet-Serville, 1821)",SPECIES,ACCEPTED,Animalia,"1035434: Bradycellus harpalinus (Audinet-Serville, 1821) | 10169302: BOLD:AAW7082"
1035551,"Elaphrus riparius (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"1035551: Elaphrus riparius (Linnaeus, 1758)"
1035556,"Tachyta nana (Gyllenhal, 1810)",SPECIES,ACCEPTED,Animalia,"1035556: Tachyta nana (Gyllenhal, 1810)"
1035578,"Nebria brevicollis (Fabricius, 1792)",SPECIES,ACCEPTED,Animalia,"1035578: Nebria brevicollis (Fabricius, 1792) | 10508037: BOLD:AAH0297"
1035929,"Bembidion testaceum (Duftschmid, 1812)",SPECIES,ACCEPTED,Animalia,"1035929: Bembidion testaceum (Duftschmid, 1812)"
1035931,"Bembidion tetracolum Say, 1823",SPECIES,ACCEPTED,Animalia,"1035931: Bembidion tetracolum Say, 1823"
1036066,"Bembidion semipunctatum (Donovan, 1806)",SPECIES,ACCEPTED,Animalia,"1036066: Bembidion semipunctatum (Donovan, 1806)"
1036128,"Bembidion quadrimaculatum (Linnaeus, 1760)",SPECIES,ACCEPTED,Animalia,"1036128: Bembidion quadrimaculatum (Linnaeus, 1760)"
1036154,"Bembidion guttula (Fabricius, 1792)",SPECIES,ACCEPTED,Animalia,"1036154: Bembidion guttula (Fabricius, 1792)"
1036192,"Bembidion obtusum Audinet-Serville, 1821",SPECIES,ACCEPTED,Animalia,"1036192: Bembidion obtusum Audinet-Serville, 1821"
1036203,"Bembidion properans (Stephens, 1828)",SPECIES,ACCEPTED,Animalia,"1036203: Bembidion properans (Stephens, 1828)"
1036216,"Bembidion lampros (Herbst, 1784)",SPECIES,ACCEPTED,Animalia,"1036216: Bembidion lampros (Herbst, 1784)"
1036255,"Bembidion bruxellense Wesmael, 1835",SPECIES,ACCEPTED,Animalia,"1036255: Bembidion bruxellense Wesmael, 1835"
1036779,"Carabus auratus Linnaeus, 1760",SPECIES,ACCEPTED,Animalia,"1036779: Carabus auratus Linnaeus, 1760 | 7343578: Carabus auratus auratus"
1036789,"Carabus granulatus Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"1036789: Carabus granulatus Linnaeus, 1758"
1036796,"Asaphidion flavipes (Linnaeus, 1760)",SPECIES,ACCEPTED,Animalia,"1036796: Asaphidion flavipes (Linnaeus, 1760) | 9342386: Tachypus flavipes (Linnaeus, 1760)"
1036893,"Clivina fossor (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"1036893: Clivina fossor (Linnaeus, 1758)"
1036899,"Clivina collaris (Herbst, 1784)",SPECIES,ACCEPTED,Animalia,"1036899: Clivina collaris (Herbst, 1784)"
1036917,"Anisodactylus binotatus (Fabricius, 1787)",SPECIES,ACCEPTED,Animalia,"1036917: Anisodactylus binotatus (Fabricius, 1787)"
1037319,"Trechus obtusus Erichson, 1837",SPECIES,ACCEPTED,Animalia,"1037319: Trechus obtusus Erichson, 1837 | 10034248: BOLD:ACC4145"
1037633,"Acupalpus meridianus (Linnaeus, 1760)",SPECIES,ACCEPTED,Animalia,"1037633: Acupalpus meridianus (Linnaeus, 1760)"
1037890,"Hydrovatus cuspidatus (Kunze, 1818)",SPECIES,ACCEPTED,Animalia,"1037890: Hydrovatus cuspidatus (Kunze, 1818)"
1037897,"Nebrioporus depressus (Fabricius, 1775)",SPECIES,ACCEPTED,Animalia,"1037897: Nebrioporus depressus (Fabricius, 1775) | 7597730: Potamonectes depressus (Fabricius, 1775)"
1037908,"Graphoderus cinereus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"1037908: Graphoderus cinereus (Linnaeus, 1758) | 9880888: Graphoderes cinereus (Linnaeus, 1758)"
1037974,"Agabus undulatus (Schrank, 1776)",SPECIES,ACCEPTED,Animalia,"1037974: Agabus undulatus (Schrank, 1776)"
1037977,"Agabus affinis (Paykull, 1798)",SPECIES,ACCEPTED,Animalia,"1037977: Agabus affinis (Paykull, 1798)"
1037986,"Agabus congener (Thunberg, 1794)",SPECIES,ACCEPTED,Animalia,"1037986: Agabus congener (Thunberg, 1794)"
1038059,"Dytiscus circumcinctus Ahrens, 1811",SPECIES,ACCEPTED,Animalia,"1038059: Dytiscus circumcinctus Ahrens, 1811"
1038064,"Dytiscus marginalis Linnaeus, 1758",SPECIES,ACCEPTED,Animalia,"1038064: Dytiscus marginalis Linnaeus, 1758 | 6277497: Dytiscus marginalis marginalis"
1038153,"Bidessus unistriatus (Schrank, 1781)",SPECIES,ACCEPTED,Animalia,"1038153: Bidessus unistriatus (Schrank, 1781) | 11283976: Bidessus unistriatus (Goeze, 1777)"
1038207,"Hydroporus striola (Gyllenhal, 1826)",SPECIES,ACCEPTED,Animalia,"1038207: Hydroporus striola (Gyllenhal, 1826)"
1038214,"Hydroporus longicornis Sharp, 1871",SPECIES,ACCEPTED,Animalia,"1038214: Hydroporus longicornis Sharp, 1871"
1038219,"Hydroporus tristis (Paykull, 1798)",SPECIES,ACCEPTED,Animalia,"1038219: Hydroporus tristis (Paykull, 1798)"
1038224,"Hydroporus morio Aubé, 1838",SPECIES,ACCEPTED,Animalia,"1038224: Hydroporus morio Aubé, 1838"
1038248,"Hydroporus obscurus Sturm, 1835",SPECIES,ACCEPTED,Animalia,"1038248: Hydroporus obscurus Sturm, 1835"
1038313,"Laccophilus minutus (Linnaeus, 1758)",SPECIES,ACCEPTED,Animalia,"1038313: Laccophilus minutus (Linnaeus, 1758) | 7358380: Laccophilus obscurus (Panzer, 1795)"
1038508,"Laccornis oblongus (Stephens, 1835)",SPECIES,ACCEPTED,Animalia,"1038508: Laccornis oblongus (Stephens, 1835)"
1038561,"Hygrotus novemlineatus (Stephens, 1829)",SPECIES,ACCEPTED,Animalia,11200820: Hygrotus novemlineatus novemlineatus
1038574,"Hygrotus impressopunctatus (Schaller, 1783)",SPECIES,ACCEPTED,Animalia,"1038574: Hygrotus impressopunctatus (Schaller, 1783) | 6097305: Coelambus impressopunctatus (Schaller, 1783)"
1038776,"Ilybius ater (De Geer, 1774)",SPECIES,ACCEPTED,Animalia,"1038776: Ilybius ater (De Geer, 1774)"
1038778,"Ilybius fuliginosus (Fabricius, 1792)",SPECIES,ACCEPTED,Animalia,"1038778: Ilybius fuliginosus (Fabricius, 1792) | 7199558: Ilybius fuliginosus fuliginosus"
1038781,"Ilybius fenestratus (Fabricius, 1781)",SPECIES,ACCEPTED,Animalia,"1038781: Ilybius fenestratus (Fabricius, 1781)"
1038994,"Nicrophorus vestigator (Herschel, 1807)",SPECIES,ACCEPTED,Animalia,"6097306: Necrophorus vestigator Herschel, 1807"
