occurrenceId;verbatimScientificName;scientificName;key;matchType;confidence;status;rank;kingdom;phylum;class;order;family;genus;species;canonicalName;authorship
;Eupeodes latifasciatus;Eupeodes latifasciatus (Macquart, 1829);1540691;EXACT;99;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Diptera;Syrphidae;Eupeodes;Eupeodes latifasciatus;Eupeodes latifasciatus;(Macquart, 1829) 
;Sphaerophoria scripta;Sphaerophoria scripta (Linnaeus, 1758);1539177;EXACT;99;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Diptera;Syrphidae;Sphaerophoria;Sphaerophoria scripta;Sphaerophoria scripta;(Linnaeus, 1758) 
;Scaeva pyrastri;Scaeva pyrastri (Linnaeus, 1758);1537719;EXACT;99;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Diptera;Syrphidae;Scaeva;Scaeva pyrastri;Scaeva pyrastri;(Linnaeus, 1758) 
;Syrphus ribesii;Syrphus ribesii (Linnaeus, 1758);1537266;EXACT;99;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Diptera;Syrphidae;Syrphus;Syrphus ribesii;Syrphus ribesii;(Linnaeus, 1758) 
;Meliscaeva auricollis;Meliscaeva auricollis (Meigen, 1822);1535529;EXACT;99;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Diptera;Syrphidae;Meliscaeva;Meliscaeva auricollis;Meliscaeva auricollis;(Meigen, 1822) 
;Pipizella viduata;Pipizella viduata (Linnaeus, 1758);1532982;EXACT;97;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Diptera;Syrphidae;Pipizella;Pipizella viduata;Pipizella viduata;(Linnaeus, 1758) 
;Emberiza cirlus;Emberiza cirlus Linnaeus, 1766;7626513;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Passeriformes;Emberizidae;Emberiza;Emberiza cirlus;Emberiza cirlus;Linnaeus, 1766
;Polistes dominula;Polistes dominula (Christ, 1791);5871389;EXACT;99;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Hymenoptera;Eumenidae;Polistes;Polistes dominula;Polistes dominula;(Christ, 1791) 
;Pyrus communis;Pyrus communis L.;5362573;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Pyrus;Pyrus communis;Pyrus communis;L.
;Phaonia valida;Phaonia valida (Harris, 1780);5068131;EXACT;99;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Diptera;Muscidae;Phaonia;Phaonia valida;Phaonia valida;(Harris, 1780) 
;Aphrophora salicina;Aphrophora salicina (Goeze, 1778);4482772;EXACT;99;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Hemiptera;Aphrophoridae;Aphrophora;Aphrophora salicina;Aphrophora salicina;(Goeze, 1778) 
;Apodemus flavicollis;Apodemus flavicollis (Melchior, 1834);2437756;EXACT;99;ACCEPTED;SPECIES;Animalia;Chordata;Mammalia;Rodentia;Muridae;Apodemus;Apodemus flavicollis;Apodemus flavicollis;(Melchior, 1834) 
;Noctua fimbriata;Noctua fimbriata Schreber, 1759;1789745;EXACT;99;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Lepidoptera;Noctuidae;Noctua;Noctua fimbriata;Noctua fimbriata;Schreber, 1759
;Stomorhina lunata;Stomorhina lunata (Fabricius, 1805);1567939;EXACT;99;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Diptera;Rhiniidae;Stomorhina;Stomorhina lunata;Stomorhina lunata;(Fabricius, 1805) 
;Graphomya maculata;Graphomya maculata (Scopoli, 1763);1524265;EXACT;97;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Diptera;Muscidae;Graphomya;Graphomya maculata;Graphomya maculata;(Scopoli, 1763) 
;Tipula paludosa;Tipula paludosa Meigen, 1830;1505543;EXACT;97;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Diptera;Tipulidae;Tipula;Tipula paludosa;Tipula paludosa;Meigen, 1830
;Phasia aurigera;Phasia aurigera (Egger, 1860);1464726;EXACT;99;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Diptera;Tachinidae;Phasia;Phasia aurigera;Phasia aurigera;(Egger, 1860) 
;Volinus sticticus;Volinus sticticus (Panzer, 1798);1070518;EXACT;99;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Volinus;Volinus sticticus;Volinus sticticus;(Panzer, 1798) 
;Rubus fruticosus;Rubus fruticosus L.;8436459;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Rubus;Rubus fruticosus;Rubus fruticosus;L.
;Pittosporum tobira;Pittosporum tobira (Murray) Aiton fil.;8677924;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Apiales;Pittosporaceae;Pittosporum;Pittosporum tobira;Pittosporum tobira;(Murray) Aiton fil.
;Oxalis corniculata;Oxalis corniculata L.;8427624;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Oxalidales;Oxalidaceae;Oxalis;Oxalis corniculata;Oxalis corniculata;L.
;Caryopteris incana;Caryopteris incana (Thunb. ex Houtt.) Miq.;7308640;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Caryopteris;Caryopteris incana;Caryopteris incana;(Thunb. ex Houtt.) Miq.
;Angelica sylvestris;Angelica sylvestris L.;5371818;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Angelica;Angelica sylvestris;Angelica sylvestris;L.
;Oenothera lindheimeri;Oenothera lindheimeri (Engelm. & A.Gray) W.L.Wagner & Hoch;3664589;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Myrtales;Onagraceae;Oenothera;Oenothera lindheimeri;Oenothera lindheimeri;(Engelm. & A.Gray) W.L.Wagner & Hoch
;Oenothera glazioviana;Oenothera glazioviana Micheli;3188894;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Myrtales;Onagraceae;Oenothera;Oenothera glazioviana;Oenothera glazioviana;Micheli
;Euphorbia characias;Euphorbia characias L.;3067353;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Euphorbia;Euphorbia characias;Euphorbia characias;L.
;Elaeagnus multiflora;Elaeagnus multiflora Thunb.;3039272;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Rosales;Elaeagnaceae;Elaeagnus;Elaeagnus multiflora;Elaeagnus multiflora;Thunb.
;Fatsia japonica;Fatsia japonica (Thunb.) Decne. & Planch.;3039046;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Apiales;Araliaceae;Fatsia;Fatsia japonica;Fatsia japonica;(Thunb.) Decne. & Planch.
;Aralia elata;Aralia elata (Miq.) Seem.;3036892;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Apiales;Araliaceae;Aralia;Aralia elata;Aralia elata;(Miq.) Seem.
;Mentha suaveolens;Mentha suaveolens Ehrh.;2927190;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Mentha;Mentha suaveolens;Mentha suaveolens;Ehrh.
;Lantana camara;Lantana camara L.;2925303;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Verbenaceae;Lantana;Lantana camara;Lantana camara;L.
;Fagopyrum esculentum;Fagopyrum esculentum Moench;2889373;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Polygonaceae;Fagopyrum;Fagopyrum esculentum;Fagopyrum esculentum;Moench
