"","speciesName_globi","canonicalName_GBIF.canonicalName","canonicalName_GBIF.scientificName","kingdom.kingdom","kingdom.matchType","usageKey"
"345","Agapanthia suturalis",Agapanthia suturalis,NA,Animalia,NA, 8181318
"346","Agapanthia villosoviridescens",Agapanthia villosoviridescens,NA,Animalia,NA, 8546826
"347","Agapanthus africanus",Agapanthus africanus,NA,Plantae,NA, 2854740
"348","Agapanthus praecox",Agapanthus praecox,NA,Plantae,NA, 2854755
"349","Agapostemon melliventris",Agapostemon melliventris,NA,Animalia,NA, 5042878
"350","Agapostemon nasutus",Agapostemon nasutus,NA,Animalia,NA, 5042881
"351","Agapostemon splendens",Agapostemon splendens,NA,Animalia,NA, 5042888
"352","Agapostemon virescens",Agapostemon virescens,NA,Animalia,NA, 5042879
"353","Agaricus abruptibulbus",Agaricus abruptibulbus,NA,Fungi,NA, 5455910
"354","Agarista salicifolia",Agarista salicifolia,NA,Plantae,NA, 5684694
"355","Agastache foeniculum",Agastache foeniculum,NA,Plantae,NA, 2926406
"356","Agastache nepetoides",Agastache nepetoides,NA,Plantae,NA, 2926408
"357","Agastache scrophulariifolia",Agastache scrophulariifolia,NA,Plantae,NA, 2926394
"358","Agathidium concinnum",Agathidium concinnum,NA,Animalia,NA, 7518289
"359","Agathidium laevigatum",Agathidium laevigatum,NA,Animalia,NA, 5747885
"360","Agave americana",Agave americana,NA,Plantae,NA, 2767031
"361","Agelaioides badius",Agelaioides badius,NA,Animalia,NA, 2484481
"362","Agelastica alni",Agelastica alni,NA,Animalia,NA, 1047936
"363","Agelastica coerulea",Agelastica coerulea,NA,Animalia,NA,10557552
"364","Agelena labyrinthica",Agelena labyrinthica,NA,Animalia,NA, 2139576
"365","Ageniaspis fuscicollis",Ageniaspis fuscicollis,NA,Animalia,NA, 1377774
"366","Ageniaspis testaceipes",Ageniaspis testaceipes,NA,Animalia,NA, 1377768
"367","Ageratina adenophora",Ageratina adenophora,NA,Plantae,NA, 5400613
"368","Ageratina altissima",Ageratina altissima,NA,Plantae,NA, 5400552
"369","Ageratina ampla",Ageratina ampla,NA,Plantae,NA, 5400813
"370","Ageratina angustifolia",Ageratina angustifolia,NA,Plantae,NA, 5400722
"371","Ageratina aromatica",Ageratina aromatica,NA,Plantae,NA, 5400300
"372","Ageratina asclepiadea",Ageratina asclepiadea,NA,Plantae,NA, 5400468
"373","Ageratina havanensis",Ageratina havanensis,NA,Plantae,NA, 5400768
"374","Ageratina pichinchensis",Ageratina pichinchensis,NA,Plantae,NA, 5400249
"375","Ageratina popayanensis",Ageratina popayanensis,NA,Plantae,NA, 5400619
"376","Ageratina pseudochilca",Ageratina pseudochilca,NA,Plantae,NA, 5400431
"377","Ageratina tinifolia",Ageratina tinifolia,NA,Plantae,NA, 5400672
"378","Ageratum conyzoides",Ageratum conyzoides,NA,Plantae,NA, 5401673
"379","Ageratum houstonianum",Ageratum houstonianum,NA,Plantae,NA, 5401760
"380","Aglais io",Aglais io,NA,Animalia,NA, 4535827
"381","Aglais urticae",Aglais urticae,NA,Animalia,NA, 1894840
"382","Aglaopus glareola",Aglaopus glareola,NA,Animalia,NA, 1992921
"383","Aglaospora",NA,Aglaospora De Not.,NA,EXACT, 7252737
"384","Aglaospora profusa",NA,Aglaospora profusa (Fr.) De Not.,NA,EXACT, 9225839
"385","Aglia tau",Aglia tau,NA,Animalia,NA, 5124911
"386","Aglossa dimidiatus",Aglossa dimidiatus,NA,Animalia,NA, 1877989
"387","Agonopterix angelicella",NA,Agonopterix angelicella Hübner, 1813,NA,EXACT, 1840345
"388","Agonopterix robiniella",Agonopterix robiniella,NA,Animalia,NA, 1840441
"389","Agonum muelleri",Agonum muelleri,NA,Animalia,NA, 4988484
"390","Agraulis vanillae",NA,Agraulis vanillae (Linnaeus, 1758),NA,EXACT, 1907711
"391","Agrilus anxius",Agrilus anxius,NA,Animalia,NA, 6003913
"392","Agrilus convexicollis",Agrilus convexicollis,NA,Animalia,NA, 4432608
"393","Agrilus cyanescens",Agrilus cyanescens,NA,Animalia,NA, 4432773
"394","Agrilus derasofasciatus",Agrilus derasofasciatus,NA,Animalia,NA, 4432672
"395","Agrilus difficilis",Agrilus difficilis,NA,Animalia,NA, 6004142
"396","Agrilus egenus",Agrilus egenus,NA,Animalia,NA, 6004122
"397","Agrilus fallax",Agrilus fallax,NA,Animalia,NA, 6004132
"398","Agrilus olivicolor",Agrilus olivicolor,NA,Animalia,NA, 4432745
"399","Agrilus planipennis",Agrilus planipennis,NA,Animalia,NA, 5878492
"400","Agrilus politus",Agrilus politus,NA,Animalia,NA, 4432658
"401","Agrilus pseudofallax",Agrilus pseudofallax,NA,Animalia,NA, 6003928
"402","Agrilus ruficollis",Agrilus ruficollis,NA,Animalia,NA, 6004139
"403","Agrilus sinuatus",Agrilus sinuatus,NA,Animalia,NA, 4432736
"404","Agrilus viridis",Agrilus viridis,NA,Animalia,NA, 4432616
"405","Agrilus vittaticollis",Agrilus vittaticollis,NA,Animalia,NA, 6004086
"406","Agrimonia eupatoria",Agrimonia eupatoria,NA,Plantae,NA, 3001956
"407","Agrimonia pilosa",Agrimonia pilosa,NA,Plantae,NA, 3002003
"408","Agriopis aurantiaria",Agriopis aurantiaria,NA,Animalia,NA, 5769072
"409","Agriopis leucophaearia",Agriopis leucophaearia,NA,Animalia,NA, 5769062
"410","Agriopis marginaria",Agriopis marginaria,NA,Animalia,NA, 5769068
"411","Agriostomum vrijburgi",Agriostomum,NA,Animalia,NA, 4630661
"412","Agriotes mancus",Agriotes mancus,NA,Animalia,NA, 5007575
"413","Agriotes obscurus",Agriotes obscurus,NA,Animalia,NA, 5878773
"414","Agriotes sputator",Agriotes sputator,NA,Animalia,NA, 5878766
"415","Agrobacterium pseudotsugae",Agrobacterium,NA,Bacteria,NA, 3220724
"416","Agrobacterium radiobacter",Agrobacterium radiobacter,NA,Bacteria,NA, 3220735
"417","Agrobacterium tumefaciens",Agrobacterium tumefaciens,NA,Bacteria,NA,11609548
"418","Agrobacterium vitis",NA,Agrobacterium vitis Ophel & Kerr, 1990,NA,EXACT, 3220743
"419","Agrochola circellaris",Agrochola circellaris,NA,Animalia,NA, 1790160
"420","Agrocybe",Agrocybe,NA,Fungi,NA, 2527828
"421","Agrocybe cylindracea",NA,Agrocybe cylindracea (DC.) Maire,NA,EXACT, 2533193
"422","Agrocybe erebia",NA,Agrocybe erebia (Fr.) Kühner,NA,EXACT, 7549831
"423","Agrocybe pediades",Agrocybe pediades,NA,Fungi,NA, 9050242
"424","Agrocybe rivulosa",Agrocybe rivulosa,NA,Fungi,NA, 2533217
"425","Agromyza alnivora",Agromyza alnivora,NA,Animalia,NA, 1554833
"426","Agromyza idaeiana",Agromyza idaeiana,NA,Animalia,NA, 4517358
"427","Agromyza soka",Agromyza soka,NA,Animalia,NA,10522631
"428","Agromyza vockerothi",Agromyza vockerothi,NA,Animalia,NA, 1554986
"429","Agrostemma githago",Agrostemma githago,NA,Plantae,NA, 3085368
"430","Agrostis clavata",Agrostis clavata,NA,Plantae,NA, 2706467
"431","Agrostis tolucensis",Agrostis tolucensis,NA,Plantae,NA, 4115072
"432","Agrotis exclamationis",Agrotis exclamationis,NA,Animalia,NA, 1771214
"433","Agrotis ipsilon",Agrotis ipsilon,NA,Animalia,NA, 1771245
"434","Agrotis segetum",Agrotis segetum,NA,Animalia,NA, 1771040
"435","Agrypnus murinus",Agrypnus murinus,NA,Animalia,NA, 4428942
"436","Aguna asander",Aguna asander,NA,Animalia,NA, 1944574
"437","Agyriella nitida",Agyriella nitida,NA,Fungi,NA, 5517442
"438","Ahasverus advena",Ahasverus advena,NA,Animalia,NA, 1043858
"439","Ahtiana pallidula",Ahtiana pallidula,NA,Fungi,NA, 2605888
"440","Aichivirus A",Aichivirus A,NA,incertae sedis,NA,10306524
"441","Aichivirus B",Aichivirus B,NA,incertae sedis,NA, 9981689
"442","Aichivirus D",Aichivirus D,NA,incertae sedis,NA, 9912000
"443","Ailanthus altissima",Ailanthus altissima,NA,Plantae,NA, 3190653
"444","Aino orthobunyavirus",Aino orthobunyavirus,NA,incertae sedis,NA,10767502
"445","Aithaloderma clavatisporum",Aithaloderma clavatisporum,NA,Fungi,NA, 2619957
"446","Ajania pacifica",Ajania pacifica,NA,Plantae,NA, 3112282
"447","Ajuga reptans",Ajuga reptans,NA,Plantae,NA, 2927078
"448","Akabane orthobunyavirus",Akabane orthobunyavirus,NA,incertae sedis,NA,10627254
"449","Akanthomyces sabanensis",Akanthomyces sabanensis,NA,Fungi,NA,10780862
"450","Akhmeta virus",Akhmeta virus,NA,incertae sedis,NA,10747162
"451","Alagoas vesiculovirus",Alagoas vesiculovirus,NA,incertae sedis,NA,10371488
"452","Alamella flava",Alamella flava,NA,Animalia,NA, 1379471
"453","Alaptus minimus",Alaptus minimus,NA,Animalia,NA, 1367458
"454","Albatrellus ovinus",Albatrellus ovinus,NA,Fungi,NA, 2551823
"455","Albizia julibrissin",Albizia julibrissin,NA,Plantae,NA, 2972983
"456","Albuna fraxini",Albuna fraxini,NA,Animalia,NA, 1939962
"457","Alcaligenes faecalis",Alcaligenes faecalis,NA,Bacteria,NA, 8908890
"458","Alcaligenes xylosoxidans",NA,Alcaligenes xylosoxidans (Yabuuchi & Yano, 1981) Kiredjian et al., 1986,NA,EXACT, 3219794
"459","Alcea rosea",Alcea rosea,NA,Plantae,NA, 5406789
"460","Alcelaphine gammaherpesvirus 1",Alcelaphine gammaherpesvirus 1,NA,incertae sedis,NA,10071914
"461","Alcelaphine gammaherpesvirus 2",Alcelaphine gammaherpesvirus 2,NA,incertae sedis,NA,10612355
"462","Alces alces",Alces alces,NA,Animalia,NA, 2440940
"463","Alchisme bos",Alchisme bos,NA,Animalia,NA, 2024111
"464","Alchisme grossa",Alchisme grossa,NA,Animalia,NA, 2024114
"465","Alcis repandata",Alcis repandata,NA,Animalia,NA, 5143380
"466","Alebra wahlbergi",Alebra wahlbergi,NA,Animalia,NA, 2029493
"467","Alectoria imshaugii",Alectoria imshaugii,NA,Fungi,NA, 5261193
"468","Alectoria sarmentosa",Alectoria sarmentosa,NA,Fungi,NA, 5261194
"469","Alectoria vancouverensis",Alectoria vancouverensis,NA,Fungi,NA, 5261196
"470","Alectoris rufa",Alectoris rufa,NA,Animalia,NA, 2474051
"471","Aleochara bipustulata",Aleochara bipustulata,NA,Animalia,NA, 1040779
"472","Aleochara curtula",Aleochara curtula,NA,Animalia,NA, 1040748
"473","Aletes acaulis",Aletes acaulis,NA,Plantae,NA, 5371842
"474","Aleurochiton aceris",Aleurochiton aceris,NA,Animalia,NA, 4484234
"475","Aleurodicus dugesii",Aleurodicus dugesii,NA,Animalia,NA, 7741971
"476","Aleurodiscus",Aleurodiscus,NA,Fungi,NA, 2523258
"477","Aleurodiscus amorphus",Aleurodiscus amorphus,NA,Fungi,NA, 9200548
"478","Aleurodiscus aurantius",Aleurodiscus aurantius,NA,Fungi,NA, 2552845
"479","Aleurodiscus botryosus",Aleurodiscus botryosus,NA,Fungi,NA, 2552978
"480","Aleurodiscus canadensis",Aleurodiscus canadensis,NA,Fungi,NA, 7424762
"481","Aleurodiscus croceus",Aleurodiscus croceus,NA,Fungi,NA, 2552836
"482","Aleurodiscus grantii",Aleurodiscus grantii,NA,Fungi,NA, 2552923
"483","Aleurodiscus lividocaeruleus",Aleurodiscus lividocaeruleus,NA,Fungi,NA, 2553146
"484","Aleurodiscus oakesii",NA,Aleurodiscus oakesii (Berk. & M.A.Curtis) Cooke,NA,EXACT, 2552942
"485","Aleurodiscus penicillatus",NA,Aleurodiscus penicillatus Burt,NA,EXACT, 2552827
"486","Aleurodiscus spiniger",Aleurodiscus spiniger,NA,Fungi,NA, 2552970
"487","Aleurodiscus tsugae",NA,Aleurodiscus tsugae Yasuda,NA,EXACT, 2552990
"488","Aleurodiscus weirii",NA,Aleurodiscus weirii Burt,NA,EXACT, 2552921
"489","Aleuropteryx vulgaris",Aleuropteryx vulgaris,NA,Animalia,NA, 2109145
"490","Alevonota gracilenta",Alevonota gracilenta,NA,Animalia,NA, 8362314
"491","Alfalfa mosaic virus",Alfalfa mosaic virus,NA,incertae sedis,NA, 9871107
"492","Alioides tuberculatus",Alioides tuberculatus,NA,Animalia,NA, 2083087
"493","Alisma plantago-aquatica",Alisma plantago-aquatica,NA,Plantae,NA, 2865100
"494","Alisterus scapularis",Alisterus scapularis,NA,Animalia,NA, 2479925
"495","Alitta virens",Alitta virens,NA,Animalia,NA, 2315395
"496","Allacrotelsa spinulata",Allacrotelsa spinulata,NA,Animalia,NA, 1421113
"497","Allantophomopsiella pseudotsugae",Allantophomopsiella pseudotsugae,NA,Fungi,NA, 7556848
"498","Allecula rhenana",Allecula rhenana,NA,Animalia,NA, 4454943
"499","Alliaria petiolata",Alliaria petiolata,NA,Plantae,NA, 5376075
"500","Allionia incarnata",Allionia incarnata,NA,Plantae,NA, 5384861
"501","Allisonella histaminiformans",Allisonella histaminiformans,NA,Bacteria,NA, 3226356
"502","Allium aflatunense",Allium aflatunense,NA,Plantae,NA, 2857779
"503","Allium ampeloprasum",Allium ampeloprasum,NA,Plantae,NA, 2856037
"504","Allium amplectens",Allium amplectens,NA,Plantae,NA, 2857894
"505","Allium canadense",Allium canadense,NA,Plantae,NA, 2855611
"506","Allium cepa",Allium cepa,NA,Plantae,NA, 2857697
"507","Allium cernuum",Allium cernuum,NA,Plantae,NA, 2856745
"508","Allium drummondii",Allium drummondii,NA,Plantae,NA, 2856855
"509","Allium fistulosum",Allium fistulosum,NA,Plantae,NA, 2856504
"510","Allium giganteum",Allium giganteum,NA,Plantae,NA, 2857111
"511","Allium karataviense",Allium karataviense,NA,Plantae,NA, 2856891
"512","Allium roseum",Allium roseum,NA,Plantae,NA, 2855893
"513","Allium sativum",Allium sativum,NA,Plantae,NA, 2856681
"514","Allium schoenoprasum",Allium schoenoprasum,NA,Plantae,NA, 2855860
"515","Allium sphaerocephalon",Allium sphaerocephalon,NA,Plantae,NA, 2857616
"516","Allium thunbergii",Allium thunbergii,NA,Plantae,NA, 2857811
"517","Allium tricoccum",Allium tricoccum,NA,Plantae,NA, 2856301
"518","Allium triquetrum",Allium triquetrum,NA,Plantae,NA, 2856457
"519","Allium tuberosum",Allium tuberosum,NA,Plantae,NA, 2856297
"520","Allium unifolium",Allium unifolium,NA,Plantae,NA, 2857829
"521","Allium ursinum",Allium ursinum,NA,Plantae,NA, 2857601
"522","Allium vineale",Allium vineale,NA,Plantae,NA, 7792960
"523","Allium sphaerocephalon",Allium,NA,Plantae,NA, 9624496
"524","Allocasuarina littoralis",Allocasuarina littoralis,NA,Plantae,NA, 2891918
"525","Allograpta aenea",Allograpta,NA,Animalia,NA, 1540899
"526","Allograpta annulipes",Allograpta annulipes,NA,Animalia,NA, 1540921
"527","Allograpta argentipila",Allograpta,NA,Animalia,NA, 1540899
"528","Allograpta exotica",Allograpta exotica,NA,Animalia,NA, 1540979
"529","Allograpta macquarti",Allograpta,NA,Animalia,NA, 1540899
"530","Allograpta neotropica",Allograpta neotropica,NA,Animalia,NA, 1540997
"531","Allograpta obliqua",Allograpta obliqua,NA,Animalia,NA, 1540915
"532","Alloispermum caracasanum",Alloispermum caracasanum,NA,Plantae,NA, 3101285
"533","Allolobophora chlorotica",Allolobophora chlorotica,NA,Animalia,NA, 4410938
"534","Allophyes oxyacanthae",Allophyes oxyacanthae,NA,Animalia,NA, 4534719
"535","Allophyes oxycanthae",Allophyes oxycanthae,NA,Animalia,NA, 1775936
"536","Allophylus myrianthus",Allophylus myrianthus,NA,Plantae,NA, 5577197
"537","Allorhynchium chinense",Allorhynchium chinense,NA,Animalia,NA, 1330136
"538","Almpiwar sripuvirus",Almpiwar sripuvirus,NA,incertae sedis,NA, 9960963
"539","Alnecium auctum",Alnecium auctum,NA,Fungi,NA, 8096124
"540","Alnus acuminata",Alnus acuminata,NA,Plantae,NA, 2876131
"541","Alnus glutinosa",Alnus glutinosa,NA,Plantae,NA, 2876213
"542","Alnus incana",Alnus incana,NA,Plantae,NA, 9148577
"543","Alnus rubra",Alnus rubra,NA,Plantae,NA, 2876176
"544","Aloconota gregaria",Aloconota gregaria,NA,Animalia,NA, 5874734
"545","Aloe arborescens",Aloe arborescens,NA,Plantae,NA, 2777537
"546","Aloe maculata",Aloe maculata,NA,Plantae,NA, 2777430
"547","Aloe vera",Aloe vera,NA,Plantae,NA, 2777724
"548","Alonsoa meridionalis",Alonsoa meridionalis,NA,Plantae,NA, 7869713
"549","Alopecurus pratensis",Alopecurus pratensis,NA,Plantae,NA, 5290081
"550","Alophoixus pallidus",Alophoixus pallidus,NA,Animalia,NA, 2486192
"551","Alophus triguttatus",Alophus triguttatus,NA,Animalia,NA, 8401334
"552","Alosterna tabacicolor",Alosterna tabacicolor,NA,Animalia,NA, 4458870
"553","Alouatta guariba",Alouatta guariba,NA,Animalia,NA, 7262055
"554","Aloysia gratissima",Aloysia gratissima,NA,Plantae,NA, 5341161
"555","Aloysia virgata",Aloysia virgata,NA,Plantae,NA, 7297208
"556","Aloysia wrightii",Aloysia wrightii,NA,Plantae,NA, 5341160
"557","Alpaida variabilis",Alpaida variabilis,NA,Animalia,NA, 2159297
"558","Alpheus glaber",Alpheus glaber,NA,Animalia,NA, 2226188
"559","Alphitobius diaperinus",Alphitobius diaperinus,NA,Animalia,NA, 1045875
"560","Alsophila aescularia",Alsophila aescularia,NA,Animalia,NA, 5143947
"561","Alsophila pometaria",Alsophila pometaria,NA,Animalia,NA, 5143952
"562","Alstonia macrophylla",Alstonia macrophylla,NA,Plantae,NA, 5414411
"563","Alstroemeria aurea",Alstroemeria aurea,NA,Plantae,NA, 2753786
"564","Alstroemeria caryophyllaea",Alstroemeria caryophyllaea,NA,Plantae,NA, 2753717
"565","Alternanthera ficoidea",Alternanthera ficoidea,NA,Plantae,NA, 8160803
"566","Alternaria alternata",Alternaria alternata,NA,Fungi,NA, 2616163
"567","Alternaria cerasidanica",Alternaria cerasidanica,NA,Fungi,NA, 8195361
"568","Alternaria dauci",Alternaria dauci,NA,Fungi,NA, 2616356
"569","Alternaria geophila",Alternaria geophila,NA,Fungi,NA, 2616317
"570","Alternaria humuli",Alternaria humuli,NA,Fungi,NA, 3531130
"571","Alternaria panax",Alternaria panax,NA,Fungi,NA, 2616200
"572","Alternaria pellucida",Alternaria pellucida,NA,Fungi,NA, 2616124
"573","Alternaria porri",Alternaria porri,NA,Fungi,NA, 2616325
"574","Alternaria tenuissima",Alternaria tenuissima,NA,Fungi,NA, 2616214
"575","Altha lacteola",Altha lacteola,NA,Animalia,NA, 5105255
"576","Altha nivea",Altha nivea,NA,Animalia,NA, 5105256
"577","Althaea officinalis",Althaea officinalis,NA,Plantae,NA, 3152520
"578","Alydus calcaratus",Alydus calcaratus,NA,Animalia,NA, 2050173
"579","Alypia octomaculata",Alypia octomaculata,NA,Animalia,NA, 1776476
"580","Alysia manducator",Alysia manducator,NA,Animalia,NA, 5023730
"581","Amalaraeus arvicolae",Amalaraeus arvicolae,NA,Animalia,NA, 1416928
"582","Amalaraeus penicilliger",Amalaraeus penicilliger,NA,Animalia,NA, 9770335
"583","Amanita aprica",Amanita aprica,NA,Fungi,NA, 5452296
"584","Amanita muscaria",Amanita muscaria,NA,Fungi,NA, 8168319
"585","Amanita phalloides",Amanita phalloides,NA,Fungi,NA, 5240325
"586","Amanita rubescens",Amanita rubescens,NA,Fungi,NA, 7496350
"587","Amanita sinicoflava",Amanita sinicoflava,NA,Fungi,NA, 5452097
"588","Amanita virosa",Amanita virosa,NA,Fungi,NA, 5240323
"589","Amara aenea",Amara aenea,NA,Animalia,NA, 1035185
"590","Amara aulica",Amara aulica,NA,Animalia,NA, 1035194
"591","Amara bifrons",Amara bifrons,NA,Animalia,NA, 1035208
"592","Amara communis",Amara communis,NA,Animalia,NA, 4472849
"593","Amara congrua",Amara congrua,NA,Animalia,NA, 6131153
"594","Amara consularis",Amara consularis,NA,Animalia,NA, 4473127
"595","Amara convexior",Amara convexior,NA,Animalia,NA, 4472897
"596","Amara equestris",Amara equestris,NA,Animalia,NA, 4472993
"597","Amara eurynota",Amara eurynota,NA,Animalia,NA, 4472858
"598","Amara familiaris",Amara familiaris,NA,Animalia,NA, 1035195
"599","Amara lunicollis",Amara lunicollis,NA,Animalia,NA, 1035167
"600","Amara montivaga",Amara montivaga,NA,Animalia,NA, 4472906
"601","Amara ovata",Amara ovata,NA,Animalia,NA, 4472866
"602","Amara plebeja",Amara plebeja,NA,Animalia,NA, 4472828
"603","Amara quenseli",Amara quenseli,NA,Animalia,NA, 1035239
"604","Amara similata",Amara similata,NA,Animalia,NA, 4472913
"605","Amara sinuosa",Amara sinuosa,NA,Animalia,NA, 1035198
"606","Amaranthus albus",Amaranthus albus,NA,Plantae,NA, 7905507
"607","Amaranthus cruentus",Amaranthus cruentus,NA,Plantae,NA, 5384390
"608","Amaranthus hybridus",Amaranthus hybridus,NA,Plantae,NA, 5384364
"609","Amaranthus spinosus",Amaranthus spinosus,NA,Plantae,NA, 5384401
"610","Amaryllis belladonna",Amaryllis belladonna,NA,Plantae,NA, 5325855
"611","Amata phegea",Amata phegea,NA,Animalia,NA, 1808450
"612","Amaurodon viridis",Amaurodon viridis,NA,Fungi,NA, 2522804
"613","Amauropelta rudis",Amauropelta rudis,NA,Plantae,NA, 4080795
"614","Amazilia tzacatl",Amazilia tzacatl,NA,Animalia,NA, 2476441
"615","Amazona finschi",Amazona finschi,NA,Animalia,NA, 2479669
"616","Amblycerus robiniae",Amblycerus robiniae,NA,Animalia,NA, 6721299
"617","Amblyomma americanum",Amblyomma americanum,NA,Animalia,NA, 2184301
"618","Amblyomma annulatus australis",Amblyomma,NA,Animalia,NA, 7967293
"619","Amblyomma australis",Amblyomma,NA,Animalia,NA, 7967293
"620","Amblyomma cajennense",Amblyomma cajennense,NA,Animalia,NA, 2184178
"621","Amblyomma gemma",Amblyomma gemma,NA,Animalia,NA, 2184193
"622","Amblyomma hebraeum",Amblyomma hebraeum,NA,Animalia,NA, 2184111
"623","Amblyomma imitator",Amblyomma imitator,NA,Animalia,NA, 2184222
"624","Amblyomma maculatum",Amblyomma maculatum,NA,Animalia,NA, 2183996
"625","Amblyomma oblongoguttatum",Amblyomma oblongoguttatum,NA,Animalia,NA, 2183952
"626","Amblyomma parvum",Amblyomma parvum,NA,Animalia,NA, 2184219
"627","Amblyomma testudinarium",Amblyomma testudinarium,NA,Animalia,NA, 2184224
"628","Amblyomma triguttatum",Amblyomma triguttatum,NA,Animalia,NA, 2184214
"629","Amblyomma tuberculatum",Amblyomma tuberculatum,NA,Animalia,NA, 2184046
"630","Amblyomma unipunctata",NA,Amblyomma unipunctatum Thurow, 1891,NA,FUZZY, 2184313
"631","Amblyomma variegatum",Amblyomma variegatum,NA,Animalia,NA, 2183986
"632","Amblyscirtes fluonia",NA,Amblyscirtes fluonia Godman, 1900,NA,EXACT, 8998366
"633","Amblyscirtes oslari",NA,Amblyscirtes oslari (Skinner, 1899),NA,EXACT, 4301800
