"","sourceSpeciesName","sourcePhylum","sourceKingdom","interactionType","targetSpeciesName","targetPhylum","targetKingdom"
"48465","Fomes fomentarius","Basidiomycota","Fungi","hasHost","Pyrus communis","Tracheophyta","Plantae"
"48466","Fomes fomentarius","Basidiomycota","Fungi","hasHost","Prunus domestica","Tracheophyta","Plantae"
"48467","Encoelia furfuracea","Ascomycota","Fungi","hasHost","Alnus glutinosa","Charophyta","Plantae"
"48468","Ustilago bullata","Basidiomycota","Fungi","parasiteOf","Bromus catharticus","Tracheophyta","Plantae"
"48469","Schizophyllum commune","Basidiomycota","Fungi","interactsWith","Acer pseudoplatanus","Tracheophyta","Plantae"
"48470","Schizophyllum commune","Basidiomycota","Fungi","interactsWith","Bos taurus","Chordata","Animalia"
"48471","Schizophyllum commune","Basidiomycota","Fungi","interactsWith","Prunus avium","Tracheophyta","Plantae"
"48472","Schizophyllum commune","Basidiomycota","Fungi","hasHost","Castanea sativa","Tracheophyta","Plantae"
"48473","Schizophyllum commune","Basidiomycota","Fungi","hasHost","Fraxinus excelsior","Tracheophyta","Plantae"
"48474","Schizophyllum commune","Basidiomycota","Fungi","hasHost","Morus alba","Tracheophyta","Plantae"
"48475","Schizophyllum commune","Basidiomycota","Fungi","hasHost","Ficus carica","Tracheophyta","Plantae"
"48476","Schizophyllum commune","Basidiomycota","Fungi","hasHost","Acer pseudoplatanus","Tracheophyta","Plantae"
"48477","Schizophyllum commune","Basidiomycota","Fungi","hasHost","Pyrus communis","Tracheophyta","Plantae"
"48478","Schizophyllum commune","Basidiomycota","Fungi","hasHost","Thuja occidentalis","Tracheophyta","Plantae"
"48479","Hygrophorus chrysodon","Basidiomycota","Fungi","interactsWith","Quercus robur","Tracheophyta","Plantae"
"48480","Russula nigricans","Basidiomycota","Fungi","hasHost","Pseudotsuga menziesii","Charophyta","Plantae"
"48481","Aspergillus fumigatus","Ascomycota","Fungi","interactsWith","Apis mellifera","Arthropoda","Animalia"
"48482","Melampsorella caryophyllacearum","Basidiomycota","Fungi","hasHost","Pseudotsuga menziesii","Tracheophyta","Plantae"
"48483","Microthyrium microscopicum","Ascomycota","Fungi","interactsWith","Castanea sativa","Tracheophyta","Plantae"
"48484","Microthyrium microscopicum","Ascomycota","Fungi","interactsWith","Quercus robur","Tracheophyta","Plantae"
"48485","Cortinarius armillatus","Basidiomycota","Fungi","interactsWith","Betula pendula","Tracheophyta","Plantae"
"48486","Tremella aurantia","Basidiomycota","Fungi","adjacentTo","Alnus glutinosa","Charophyta","Plantae"
"48487","Hymenogaster griseus","Basidiomycota","Fungi","hasHost","Castanea sativa","Tracheophyta","Plantae"
"48488","Hymenogaster griseus","Basidiomycota","Fungi","hasHost","Quercus robur","Tracheophyta","Plantae"
"48489","Xylaria hypoxylon","Ascomycota","Fungi","hasHost","Betula pendula","Tracheophyta","Plantae"
"48490","Xylaria hypoxylon","Ascomycota","Fungi","hasHost","Alnus glutinosa","Tracheophyta","Plantae"
"48491","Xylaria hypoxylon","Ascomycota","Fungi","hasHost","Morus alba","Tracheophyta","Plantae"
"48492","Xylaria hypoxylon","Ascomycota","Fungi","hasHost","Pseudotsuga menziesii","Charophyta","Plantae"
"48493","Xylaria hypoxylon","Ascomycota","Fungi","hasHost","Carpinus betulus","Charophyta","Plantae"
"48494","Cladosporium herbarum","Ascomycota","Fungi","pathogenOf","Vitis vinifera","Tracheophyta","Plantae"
"48495","Cladosporium herbarum","Ascomycota","Fungi","pathogenOf","Pyrus communis","Tracheophyta","Plantae"
"48496","Cladosporium herbarum","Ascomycota","Fungi","pathogenOf","Prunus cerasus","Tracheophyta","Plantae"
"48497","Cladosporium herbarum","Ascomycota","Fungi","hasHost","Castanea sativa","Tracheophyta","Plantae"
"48498","Cladosporium herbarum","Ascomycota","Fungi","hasHost","Farfugium japonicum","Tracheophyta","Plantae"
"48499","Cladosporium herbarum","Ascomycota","Fungi","hasHost","Hedera helix","Tracheophyta","Plantae"
"48500","Cladosporium herbarum","Ascomycota","Fungi","hasHost","Ficus carica","Tracheophyta","Plantae"
"48501","Cladosporium herbarum","Ascomycota","Fungi","hasHost","Prunus avium","Tracheophyta","Plantae"
"48502","Cladosporium herbarum","Ascomycota","Fungi","hasHost","Allium fistulosum","Tracheophyta","Plantae"
"48503","Plectania melastoma","Ascomycota","Fungi","hasHost","Rubus fruticosus","Tracheophyta","Plantae"
"48504","Ustilago striiformis","Basidiomycota","Fungi","parasiteOf","Holcus lanatus","Tracheophyta","Plantae"
"48505","Cytospora salicis","Ascomycota","Fungi","interactsWith","Salix alba","Tracheophyta","Plantae"
"48506","Cytospora salicis","Ascomycota","Fungi","hasHost","Salix alba","Tracheophyta","Plantae"
"48507","Pezicula acericola","Ascomycota","Fungi","hasHost","Acer platanoides","Tracheophyta","Plantae"
"48508","Trametes hirsuta","Basidiomycota","Fungi","hasHost","Betula pendula","Tracheophyta","Plantae"
"48509","Trametes hirsuta","Basidiomycota","Fungi","hasHost","Gleditsia triacanthos","Tracheophyta","Plantae"
"48510","Leucostoma kunzei","Ascomycota","Fungi","hasHost","Pseudotsuga menziesii","Tracheophyta","Plantae"
"48511","Bombardioidea bombardioides","Ascomycota","Fungi","interactsWith","Oryctolagus cuniculus","Chordata","Animalia"
"48512","Oliveonia pauxilla","Basidiomycota","Fungi","interactsWith","Rubus fruticosus","Tracheophyta","Plantae"
"48513","Pestalotiopsis neglecta","Ascomycota","Fungi","interactsWith","Euonymus japonicus","Tracheophyta","Plantae"
"48514","Pyrenopeziza adenostylidis","Ascomycota","Fungi","interactsWith","Heracleum sphondylium","Tracheophyta","Plantae"
"48515","Cylindrocladium lanceolatum","Ascomycota","Fungi","pathogenOf","Camellia sinensis","Tracheophyta","Plantae"
"48516","Ditiola peziziformis","Basidiomycota","Fungi","hasHost","Alnus glutinosa","Charophyta","Plantae"
"48517","Lactarius tabidus","Basidiomycota","Fungi","hasHost","Alnus glutinosa","Charophyta","Plantae"
"48518","Hyphodermella corrugata","Basidiomycota","Fungi","interactsWith","Rubus fruticosus","Tracheophyta","Plantae"
"48519","Hyphodermella corrugata","Basidiomycota","Fungi","interactsWith","Acer pseudoplatanus","Tracheophyta","Plantae"
"48520","Hyphodontia spathulata","Basidiomycota","Fungi","hasHost","Thuja occidentalis","Tracheophyta","Plantae"
"48521","Lanzia luteovirescens","Ascomycota","Fungi","interactsWith","Acer pseudoplatanus","Tracheophyta","Plantae"
"48522","Peniophora laeta","Basidiomycota","Fungi","interactsWith","Carpinus betulus","Tracheophyta","Plantae"
"48523","Calocera viscosa","Basidiomycota","Fungi","interactsWith","Hedera helix","Tracheophyta","Plantae"
"48524","Hohenbuehelia fluxilis","Basidiomycota","Fungi","interactsWith","Prunus avium","Tracheophyta","Plantae"
"48525","Hericium erinaceus","Basidiomycota","Fungi","interactsWith","Carpinus betulus","Tracheophyta","Plantae"
"48526","Podoscypha multizonata","Basidiomycota","Fungi","interactsWith","Quercus robur","Tracheophyta","Plantae"
"48527","Collybia cookei","Basidiomycota","Fungi","hasHost","Pseudotsuga menziesii","Tracheophyta","Plantae"
"48528","Ophiostoma piceae","Ascomycota","Fungi","pathogenOf","Betula pendula","Tracheophyta","Plantae"
"48529","Bionectria ochroleuca","Ascomycota","Fungi","hasHost","Thuja occidentalis","Tracheophyta","Plantae"
"48530","Caloscypha fulgens","Ascomycota","Fungi","hasHost","Pseudotsuga menziesii","Tracheophyta","Plantae"
"48531","Coleophoma cylindrospora","Ascomycota","Fungi","interactsWith","Pyrus communis","Tracheophyta","Plantae"
"48532","Prionus coriarius","Arthropoda","Animalia","interactsWith","Sarcophaga aratrix","Arthropoda","Animalia"
"48533","Cryptovalsa protracta","Ascomycota","Fungi","hasHost","Vitis vinifera","Tracheophyta","Plantae"
"48534","Polygonatum pubescens","Tracheophyta","Plantae","interactsWith","Apis mellifera","Arthropoda","Animalia"
"48535","Rhytisma acerinum","Ascomycota","Fungi","hasHost","Acer pseudoplatanus","Charophyta","Plantae"
"48536","Rhytisma acerinum","Ascomycota","Fungi","hasHost","Acer platanoides","Charophyta","Plantae"
"48537","Pinus lambertiana","Tracheophyta","Plantae","interactsWith","Pseudotsuga menziesii","Tracheophyta","Plantae"
"48538","Monodictys castaneae","Ascomycota","Fungi","hasHost","Robinia pseudoacacia","Tracheophyta","Plantae"
"48539","Chalara aurea","Ascomycota","Fungi","interactsWith","Castanea sativa","Tracheophyta","Plantae"
"48540","Dictyosporium toruloides","Ascomycota","Fungi","interactsWith","Castanea sativa","Tracheophyta","Plantae"
"48541","Dictyosporium toruloides","Ascomycota","Fungi","interactsWith","Carpinus betulus","Tracheophyta","Plantae"
"48542","Dictyosporium toruloides","Ascomycota","Fungi","interactsWith","Angelica sylvestris","Tracheophyta","Plantae"
"48543","Dictyosporium toruloides","Ascomycota","Fungi","interactsWith","Heracleum sphondylium","Tracheophyta","Plantae"
"48544","Chalara kendrickii","Ascomycota","Fungi","interactsWith","Rubus fruticosus","Tracheophyta","Plantae"
"48545","Rhabdospora acantophila","Ascomycota","Fungi","interactsWith","Castanea sativa","Tracheophyta","Plantae"
"48546","Sporidesmiella parva","Ascomycota","Fungi","interactsWith","Rubus fruticosus","Tracheophyta","Plantae"
"48547","Rhodotorula mucilaginosa","Basidiomycota","Fungi","hasHost","Aquilaria sinensis","Tracheophyta","Plantae"
"48548","Septofusidium herbarum","Ascomycota","Fungi","interactsWith","Heracleum sphondylium","Tracheophyta","Plantae"
"48549","Periconia minutissima","Ascomycota","Fungi","hasHost","Morus alba","Tracheophyta","Plantae"
"48550","Periconia cambrensis","Ascomycota","Fungi","hasHost","Fraxinus excelsior","Tracheophyta","Plantae"
"48551","Tsukamurella tyrosinosolvens","Actinobacteria","Bacteria","hasHost","Apis cerana","Arthropoda","Animalia"
"48552","Monilinia laxa","Ascomycota","Fungi","pathogenOf","Prunus cerasus","Tracheophyta","Plantae"
"48553","Monilinia laxa","Ascomycota","Fungi","interactsWith","Pyrus communis","Tracheophyta","Plantae"
"48554","Monilinia laxa","Ascomycota","Fungi","interactsWith","Prunus avium","Tracheophyta","Plantae"
"48555","Cladonia coniocraea","Ascomycota","Fungi","hasHost","Pseudotsuga menziesii","Tracheophyta","Plantae"
"48556","Tylopilus felleus","Basidiomycota","Fungi","interactsWith","Castanea sativa","Tracheophyta","Plantae"
"48557","Batkoa gigantea","Zygomycota","Fungi","pathogenOf","Tipula paludosa","Arthropoda","Animalia"
"48558","Furia pieris","Zygomycota","Fungi","pathogenOf","Musca domestica","Arthropoda","Animalia"
"48559","Entomophaga aulicae","Zygomycota","Fungi","pathogenOf","Autographa gamma","Arthropoda","Animalia"
"48560","Chrysolina varians","Arthropoda","Animalia","interactsWith","Macquartia tenebricosa","Arthropoda","Animalia"
"48561","Nemania confluens","Ascomycota","Fungi","interactsWith","Castanea sativa","Tracheophyta","Plantae"
"48562","Kretzschmaria zonata","Ascomycota","Fungi","pathogenOf","Camellia sinensis","Tracheophyta","Plantae"
"48563","Hypoxylon macrosporum","Ascomycota","Fungi","hasHost","Salix alba","Tracheophyta","Plantae"
"48564","Hypoxylon howeanum","Ascomycota","Fungi","interactsWith","Castanea sativa","Tracheophyta","Plantae"
"48565","Hypoxylon howeanum","Ascomycota","Fungi","interactsWith","Acer pseudoplatanus","Tracheophyta","Plantae"
"48566","Hypoxylon howeanum","Ascomycota","Fungi","hasHost","Fraxinus excelsior","Tracheophyta","Plantae"
"48567","Podospora setosa","Ascomycota","Fungi","hasHost","Rubus idaeus","Tracheophyta","Plantae"
"48568","Gloniopsis praelonga","Ascomycota","Fungi","interactsWith","Rubus fruticosus","Tracheophyta","Plantae"
"48569","Gloniopsis praelonga","Ascomycota","Fungi","hasHost","Robinia pseudoacacia","Tracheophyta","Plantae"
"48570","Mollisia amenticola","Ascomycota","Fungi","hasHost","Alnus glutinosa","Tracheophyta","Plantae"
"48571","Cytospora ceratophora","Ascomycota","Fungi","interactsWith","Castanea sativa","Tracheophyta","Plantae"
"48572","Cytospora ceratophora","Ascomycota","Fungi","eats","Castanea sativa","Tracheophyta","Plantae"
"48573","Diaporthe carpini","Ascomycota","Fungi","interactsWith","Carpinus betulus","Tracheophyta","Plantae"
"48574","Hygrophorus lucorum","Basidiomycota","Fungi","interactsWith","Pseudotsuga menziesii","Tracheophyta","Plantae"
"48575","Russula delica","Basidiomycota","Fungi","interactsWith","Pseudotsuga menziesii","Tracheophyta","Plantae"
"48576","Diaporthe beckhausii","Ascomycota","Fungi","hasHost","Rubus idaeus","Tracheophyta","Plantae"
"48577","Heterosphaeria patella","Ascomycota","Fungi","interactsWith","Foeniculum vulgare","Tracheophyta","Plantae"
"48578","Heterosphaeria patella","Ascomycota","Fungi","interactsWith","Angelica sylvestris","Tracheophyta","Plantae"
"48579","Heterosphaeria patella","Ascomycota","Fungi","hasHost","Angelica sylvestris","Streptophyta","Viridiplantae"
"48580","Heterosphaeria patella","Ascomycota","Fungi","hasHost","Angelica sylvestris","Tracheophyta","Plantae"
"48581","Heterosphaeria patella","Ascomycota","Fungi","hasHost","Foeniculum vulgare","Tracheophyta","Plantae"
"48582","Heterosphaeria patella","Ascomycota","Fungi","hasHost","Heracleum sphondylium","Tracheophyta","Plantae"
"48583","Melanopsamma pomiformis","Ascomycota","Fungi","interactsWith","Carpinus betulus","Tracheophyta","Plantae"
"48584","Ciboria americana","Ascomycota","Fungi","interactsWith","Castanea sativa","Tracheophyta","Plantae"
"48585","Aspergillus candidus","Ascomycota","Fungi","hasHost","Foeniculum vulgare","Tracheophyta","Plantae"
"48586","Lasiosphaeria ovina","Ascomycota","Fungi","hasHost","Alnus glutinosa","Tracheophyta","Plantae"
"48587","Corticium confine","Basidiomycota","Fungi","hasHost","Quercus robur","Tracheophyta","Plantae"
"48588","Hyalopeziza ciliata","Ascomycota","Fungi","interactsWith","Carpinus betulus","Tracheophyta","Plantae"
"48589","Hyalopeziza ciliata","Ascomycota","Fungi","interactsWith","Acer pseudoplatanus","Tracheophyta","Plantae"
"48590","Plasmopara nivea","Oomycota","Chromista","interactsWith","Angelica sylvestris","Tracheophyta","Plantae"
"48591","Plasmopara nivea","Oomycota","Chromista","interactsWith","Heracleum sphondylium","Tracheophyta","Plantae"
"48592","Plasmopara nivea","Oomycota","Chromista","hasHost","Heracleum sphondylium","Tracheophyta","Plantae"
"48593","Taphrina pruni","Ascomycota","Fungi","hasHost","Prunus avium","Tracheophyta","Plantae"
"48594","Diatrypella quercina","Ascomycota","Fungi","hasHost","Quercus robur","Charophyta","Plantae"
"48595","Physalacria stilboidea","Basidiomycota","Fungi","interactsWith","Hedera helix","Tracheophyta","Plantae"
"48596","Lactarius circellatus","Basidiomycota","Fungi","interactsWith","Carpinus betulus","Tracheophyta","Plantae"
"48597","Eurotium herbariorum","Ascomycota","Fungi","interactsWith","Vitis vinifera","Tracheophyta","Plantae"
"48598","Eurotium herbariorum","Ascomycota","Fungi","hasHost","Morus alba","Tracheophyta","Plantae"
"48599","Eurotium herbariorum","Ascomycota","Fungi","hasHost","Campsis radicans","Tracheophyta","Plantae"
"48600","Eurotium herbariorum","Ascomycota","Fungi","hasHost","Vitis vinifera","Charophyta","Plantae"
"48601","Peronospora polygoni","Oomycota","Chromista","hasHost","Fallopia dumetorum","Tracheophyta","Plantae"
"48602","Pestalotia pezizoides","Ascomycota","Fungi","interactsWith","Vitis vinifera","Tracheophyta","Plantae"
"48603","Russula aquosa","Basidiomycota","Fungi","hasHost","Alnus glutinosa","Charophyta","Plantae"
"48604","Phellodon niger","Basidiomycota","Fungi","interactsWith","Castanea sativa","Tracheophyta","Plantae"
"48605","Cistella acuum","Ascomycota","Fungi","hasHost","Picea abies","Tracheophyta","Plantae"
"48606","Pseudotomentella mucidula","Basidiomycota","Fungi","interactsWith","Castanea sativa","Tracheophyta","Plantae"
"48607","Thanatephorus cucumeris","Basidiomycota","Fungi","parasiteOf","Dianthus caryophyllus","Tracheophyta","Plantae"
"48608","Thanatephorus cucumeris","Basidiomycota","Fungi","parasiteOf","Beta vulgaris","Tracheophyta","Plantae"
"48609","Thanatephorus cucumeris","Basidiomycota","Fungi","parasiteOf","Solanum tuberosum","Tracheophyta","Plantae"
"48610","Thanatephorus cucumeris","Basidiomycota","Fungi","hasHost","Robinia pseudoacacia","Tracheophyta","Plantae"
"48611","Thanatephorus cucumeris","Basidiomycota","Fungi","eats","Gardenia jasminoides","Tracheophyta","Plantae"
"48612","Perichaena chrysosperma","Mycetozoa","Protozoa","interactsWith","Acer pseudoplatanus","Tracheophyta","Plantae"
"48613","Brevicellicium exile","Basidiomycota","Fungi","interactsWith","Acer pseudoplatanus","Tracheophyta","Plantae"
"48614","Granulobasidium","Basidiomycota","Fungi","interactsWith","Acer pseudoplatanus","Tracheophyta","Plantae"
"48615","Triphragmium ulmariae","Basidiomycota","Fungi","hasHost","Filipendula ulmaria","Tracheophyta","Plantae"
"48616","Rhamphoria bevanii","Ascomycota","Fungi","interactsWith","Acer pseudoplatanus","Tracheophyta","Plantae"
"48617","Hyalopeziza millepunctata","Ascomycota","Fungi","interactsWith","Rubus idaeus","Tracheophyta","Plantae"
"48618","Incrupila melatheja","Ascomycota","Fungi","interactsWith","Rubus fruticosus","Tracheophyta","Plantae"
"48619","Byssomerulius corium","Basidiomycota","Fungi","interactsWith","Acer pseudoplatanus","Tracheophyta","Plantae"
"48620","Byssomerulius corium","Basidiomycota","Fungi","hasHost","Fraxinus excelsior","Charophyta","Plantae"
"48621","Tubulicium vermiferum","Basidiomycota","Fungi","interactsWith","Acer pseudoplatanus","Tracheophyta","Plantae"
"48622","Phaeohelotium flexuosum","Ascomycota","Fungi","interactsWith","Castanea sativa","Tracheophyta","Plantae"
"48623","Phaeohelotium italicum","Ascomycota","Fungi","interactsWith","Carpinus betulus","Tracheophyta","Plantae"
"48624","Phaeohelotium italicum","Ascomycota","Fungi","hasHost","Quercus robur","Tracheophyta","Plantae"
