"","usageKey","scientificName","canonicalName","rank","status","confidence","matchType","kingdom","species","kingdomKey","speciesKey","species_name_network","king_network"
"1",9917490,"Avian coronavirus","Avian coronavirus","SPECIES","ACCEPTED",100,"EXACT","Viruses","Avian coronavirus",8,9917490,"Avian coronavirus",""
"2",1311477,"Vespa velutina Lepeletier, 1836","Vespa velutina","SPECIES","ACCEPTED",100,"EXACT","Animalia","Vespa velutina",1,1311477,"Vespa velutina","Animalia"
"3",2560612,"Beauveria bassiana (Bals.-Criv.) Vuill.","Beauveria bassiana","SPECIES","ACCEPTED",100,"EXACT","Fungi","Beauveria bassiana",5,2560612,"Beauveria bassiana","Fungi"
"4",11286021,"Escherichia coli_E","Escherichia coli","SPECIES","ACCEPTED",98,"EXACT","Bacteria","Escherichia coli",3,11286021,"Escherichia coli",""
"5",10308782,"Influenza A virus","Influenza A virus","SPECIES","ACCEPTED",100,"EXACT","Viruses","Influenza A virus",8,10308782,"Influenza A virus","Viruses"
"6",3226046,"Mycoplasma gallisepticum Edward & Kanarek, 1960","Mycoplasma gallisepticum","SPECIES","ACCEPTED",100,"EXACT","Bacteria","Mycoplasma gallisepticum",3,3226046,"Mycoplasma gallisepticum","Bacteria"
"7",11286021,"Escherichia coli_E","Escherichia coli","SPECIES","ACCEPTED",99,"EXACT","Bacteria","Escherichia coli",3,11286021,"Escherichia coli","Bacteria"
"8",10467769,"Infectious bursal disease virus","Infectious bursal disease virus","SPECIES","ACCEPTED",100,"EXACT","Viruses","Infectious bursal disease virus",8,10467769,"Infectious bursal disease virus","Viruses"
"9",3223337,"Campylobacter jejuni (Jones et al., 1931) Veron & Chatelain, 1973","Campylobacter jejuni","SPECIES","ACCEPTED",100,"EXACT","Bacteria","Campylobacter jejuni",3,3223337,"Campylobacter jejuni","Bacteria"
"10",10479424,"Chicken anemia virus","Chicken anemia virus","SPECIES","ACCEPTED",100,"EXACT","Viruses","Chicken anemia virus",8,10479424,"Chicken anemia virus","Viruses"
"11",10404336,"Avian leukosis virus","Avian leukosis virus","SPECIES","ACCEPTED",100,"EXACT","Viruses","Avian leukosis virus",8,10404336,"Avian leukosis virus","Viruses"
"12",3223358,"Campylobacter coli (Doyle, 1948) Veron & Chatelain, 1973","Campylobacter coli","SPECIES","ACCEPTED",100,"EXACT","Bacteria","Campylobacter coli",3,3223358,"Campylobacter coli","Bacteria"
"13",9701185,"Salmonella enterica","Salmonella enterica","SPECIES","ACCEPTED",99,"EXACT","Bacteria","Salmonella enterica",3,9701185,"Salmonella enterica",""
"14",9701185,"Salmonella enterica","Salmonella enterica","SPECIES","ACCEPTED",100,"EXACT","Bacteria","Salmonella enterica",3,9701185,"Salmonella enterica","Bacteria"
"15",8595406,"Eimeria tenella (Railliet & Lucet, 1891) Fantham, 1909","Eimeria tenella","SPECIES","ACCEPTED",99,"EXACT","Chromista","Eimeria tenella",4,8595406,"Eimeria tenella",""
"16",3226529,"Clostridium perfringens (Veillon & Zuber, 1898) Hauduroy et al., 1937","Clostridium perfringens","SPECIES","ACCEPTED",100,"EXACT","Bacteria","Clostridium perfringens",3,3226529,"Clostridium perfringens","Bacteria"
"17",2284266,"Heterakis vesicularis (Frolich, 1791)","Heterakis vesicularis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Heterakis vesicularis",1,2284266,"Heterakis vesicularis","Animalia"
"18",10012929,"Reticuloendotheliosis virus","Reticuloendotheliosis virus","SPECIES","ACCEPTED",100,"EXACT","Viruses","Reticuloendotheliosis virus",8,10012929,"Reticuloendotheliosis virus","Viruses"
"19",10570401,"Avian metapneumovirus","Avian metapneumovirus","SPECIES","ACCEPTED",100,"EXACT","Viruses","Avian metapneumovirus",8,10570401,"Avian metapneumovirus","Viruses"
"20",9931542,"Avian orthoreovirus","Avian orthoreovirus","SPECIES","ACCEPTED",100,"EXACT","Viruses","Avian orthoreovirus",8,9931542,"Avian orthoreovirus","Viruses"
"21",8014281,"Toxoplasma gondii (Nicolle & Manceaux, 1908)","Toxoplasma gondii","SPECIES","ACCEPTED",100,"EXACT","Chromista","Toxoplasma gondii",4,8014281,"Toxoplasma gondii","Chromista"
"22",10372238,"Rous sarcoma virus","Rous sarcoma virus","SPECIES","ACCEPTED",100,"EXACT","Viruses","Rous sarcoma virus",8,10372238,"Rous sarcoma virus","Viruses"
"23",8470749,"Eimeria acervulina Tyzzer, 1929","Eimeria acervulina","SPECIES","ACCEPTED",99,"EXACT","Chromista","Eimeria acervulina",4,8470749,"Eimeria acervulina",""
"24",3226661,"Clostridium septicum (Mace, 1889) Ford, 1927","Clostridium septicum","SPECIES","ACCEPTED",100,"EXACT","Bacteria","Clostridium septicum",3,3226661,"Clostridium septicum","Bacteria"
"25",3227657,"Staphylococcus aureus Rosenbach, 1884","Staphylococcus aureus","SPECIES","ACCEPTED",100,"EXACT","Bacteria","Staphylococcus aureus",3,3227657,"Staphylococcus aureus","Bacteria"
"26",3227340,"Lactobacillus reuteri Kandler et al., 1982","Lactobacillus reuteri","SPECIES","ACCEPTED",100,"EXACT","Bacteria","Lactobacillus reuteri",3,3227340,"Lactobacillus reuteri","Bacteria"
"27",9916264,"Avian myeloblastosis virus","Avian myeloblastosis virus","SPECIES","ACCEPTED",100,"EXACT","Viruses","Avian myeloblastosis virus",8,9916264,"Avian myeloblastosis virus","Viruses"
"28",7440012,"Saccharomyces cerevisiae (Desm.) Meyen","Saccharomyces cerevisiae","SPECIES","ACCEPTED",99,"EXACT","Fungi","Saccharomyces cerevisiae",5,7440012,"Saccharomyces cerevisiae","Fungi"
"29",10214233,"Fowlpox virus","Fowlpox virus","SPECIES","ACCEPTED",100,"EXACT","Viruses","Fowlpox virus",8,10214233,"Fowlpox virus","Viruses"
"30",3226560,"Clostridium novyi (Migula, 1894) Bergey et al., 1923","Clostridium novyi","SPECIES","ACCEPTED",100,"EXACT","Bacteria","Clostridium novyi",3,3226560,"Clostridium novyi","Bacteria"
"31",5427571,"Escherichia fergusonii Farmer et al., 1985","Escherichia fergusonii","SPECIES","ACCEPTED",100,"EXACT","Bacteria","Escherichia fergusonii",3,5427571,"Escherichia fergusonii","Bacteria"
"32",3225986,"Mycoplasma synoviae Olson et al., 1964","Mycoplasma synoviae","SPECIES","ACCEPTED",100,"EXACT","Bacteria","Mycoplasma synoviae",3,3225986,"Mycoplasma synoviae","Bacteria"
"33",10945569,"Pasteurella multocida_A","Pasteurella multocida","SPECIES","ACCEPTED",99,"EXACT","Bacteria","Pasteurella multocida",3,10945569,"Pasteurella multocida","Bacteria"
"34",2284346,"Ascaridia galli (Schrank, 1788)","Ascaridia galli","SPECIES","ACCEPTED",100,"EXACT","Animalia","Ascaridia galli",1,2284346,"Ascaridia galli","Animalia"
"35",7033785,"Syngamus trachealis Siebold, 1836","Syngamus trachealis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Syngamus trachealis",1,7033785,"Syngamus trachealis","Animalia"
"36",10197103,"Rotavirus D","Rotavirus D","SPECIES","ACCEPTED",100,"EXACT","Viruses","Rotavirus D",8,10197103,"Rotavirus D","Viruses"
"37",8488120,"Eimeria maxima Tyzzer, 1929","Eimeria maxima","SPECIES","ACCEPTED",99,"EXACT","Chromista","Eimeria maxima",4,8488120,"Eimeria maxima",""
"38",3222196,"Avibacterium paragallinarum (Biberstein & White, 1969) Blackall et al., 2005","Avibacterium paragallinarum","SPECIES","ACCEPTED",100,"EXACT","Bacteria","Avibacterium paragallinarum",3,3222196,"Avibacterium paragallinarum","Bacteria"
"39",3227413,"Enterococcus faecium (Orla-Jensen, 1919) Schleifer & Kilpper-Bälz, 1984","Enterococcus faecium","SPECIES","ACCEPTED",100,"EXACT","Bacteria","Enterococcus faecium",3,3227413,"Enterococcus faecium","Bacteria"
"40",8048554,"Cryptosporidium baileyi Current, Upton & Haynes, 1986","Cryptosporidium baileyi","SPECIES","ACCEPTED",100,"EXACT","Chromista","Cryptosporidium baileyi",4,8048554,"Cryptosporidium baileyi","Chromista"
"41",10593431,"Rotavirus A","Rotavirus A","SPECIES","ACCEPTED",100,"EXACT","Viruses","Rotavirus A",8,10593431,"Rotavirus A","Viruses"
"42",7027574,"Cheilospirura hamulosa (Diesing, 1851)","Cheilospirura hamulosa","SPECIES","ACCEPTED",100,"EXACT","Animalia","Cheilospirura hamulosa",1,7027574,"Cheilospirura hamulosa","Animalia"
"43",3222256,"Gallibacterium anatis (Mutters et al., 1985) Christensen et al., 2003","Gallibacterium anatis","SPECIES","ACCEPTED",100,"EXACT","Bacteria","Gallibacterium anatis",3,3222256,"Gallibacterium anatis","Bacteria"
"44",1032773,"Menopon gallinae (Linnaeus, 1758)","Menopon gallinae","SPECIES","ACCEPTED",100,"EXACT","Animalia","Menopon gallinae",1,1032773,"Menopon gallinae","Animalia"
"45",3227408,"Enterococcus faecalis (Andrewes & Horder, 1906) Schleifer & Kilpper-Bälz, 1984","Enterococcus faecalis","SPECIES","ACCEPTED",100,"EXACT","Bacteria","Enterococcus faecalis",3,3227408,"Enterococcus faecalis","Bacteria"
"46",2505999,"Raillietina cesticillus (Molin, 1858)","Raillietina cesticillus","SPECIES","SYNONYM",100,"EXACT","Animalia","Skrjabinia cesticillus",1,4412576,"Raillietina cesticillus","Animalia"
"47",10070245,"West Nile virus","West Nile virus","SPECIES","ACCEPTED",100,"EXACT","Viruses","West Nile virus",8,10070245,"West Nile virus","Viruses"
"48",4558667,"Ascaridia lineata (Schrank, 1866)","Ascaridia lineata","SPECIES","ACCEPTED",100,"EXACT","Animalia","Ascaridia lineata",1,4558667,"Ascaridia lineata","Animalia"
"49",2506003,"Davainea proglottina (Davaine, 1860) Blanchard, 1891","Davainea proglottina","SPECIES","ACCEPTED",100,"EXACT","Animalia","Davainea proglottina",1,2506003,"Davainea proglottina","Animalia"
"50",4412633,"Raillietina echinobothrida (Megnin, 1881)","Raillietina echinobothrida","SPECIES","ACCEPTED",100,"EXACT","Animalia","Raillietina echinobothrida",1,4412633,"Raillietina echinobothrida","Animalia"
"51",3226529,"Clostridium perfringens (Veillon & Zuber, 1898) Hauduroy et al., 1937","Clostridium perfringens","SPECIES","ACCEPTED",99,"EXACT","Bacteria","Clostridium perfringens",3,3226529,"Clostridium perfringens",""
"52",4412627,"Raillietina tetragona (Molin, 1858)","Raillietina tetragona","SPECIES","ACCEPTED",100,"EXACT","Animalia","Raillietina tetragona",1,4412627,"Raillietina tetragona","Animalia"
"53",2503626,"Posthodiplostomum minimum (MacCallum, 1921) Dubois, 1936","Posthodiplostomum minimum","SPECIES","ACCEPTED",100,"EXACT","Animalia","Posthodiplostomum minimum",1,2503626,"Posthodiplostomum minimum","Animalia"
"54",5798259,"Capillaria annulata (Molin, 1858) Cram, 1926","Capillaria annulata","SPECIES","ACCEPTED",100,"EXACT","Animalia","Capillaria annulata",1,5798259,"Capillaria annulata","Animalia"
"55",2284269,"Heterakis gallinarum (Schrank, 1788) Madsen, 1949","Heterakis gallinarum","SPECIES","ACCEPTED",95,"FUZZY","Animalia","Heterakis gallinarum",1,2284269,"Heterakis gallinae","Animalia"
"56",3228679,"Ornithobacterium rhinotracheale_A","Ornithobacterium rhinotracheale","SPECIES","ACCEPTED",99,"EXACT","Bacteria","Ornithobacterium rhinotracheale",3,3228679,"Ornithobacterium rhinotracheale","Bacteria"
"57",3223337,"Campylobacter jejuni (Jones et al., 1931) Veron & Chatelain, 1973","Campylobacter jejuni","SPECIES","ACCEPTED",99,"EXACT","Bacteria","Campylobacter jejuni",3,3223337,"Campylobacter jejuni",""
"58",8205154,"Trypanosoma cruzi Chagas, 1909","Trypanosoma cruzi","SPECIES","ACCEPTED",99,"EXACT","Protozoa","Trypanosoma cruzi",7,8205154,"Trypanosoma cruzi",""
"59",2284269,"Heterakis gallinarum (Schrank, 1788) Madsen, 1949","Heterakis gallinarum","SPECIES","ACCEPTED",100,"EXACT","Animalia","Heterakis gallinarum",1,2284269,"Heterakis gallinarum","Animalia"
"60",3226046,"Mycoplasma gallisepticum Edward & Kanarek, 1960","Mycoplasma gallisepticum","SPECIES","ACCEPTED",99,"EXACT","Bacteria","Mycoplasma gallisepticum",3,3226046,"Mycoplasma gallisepticum",""
"61",9953490,"Rotavirus F","Rotavirus F","SPECIES","ACCEPTED",100,"EXACT","Viruses","Rotavirus F",8,9953490,"Rotavirus F",""
"62",4558665,"Ascaridia perspicillum (Rudolphi, 1803)","Ascaridia perspicillum","SPECIES","ACCEPTED",100,"EXACT","Animalia","Ascaridia perspicillum",1,4558665,"Ascaridia perspicillum","Animalia"
"63",5959118,"Bubo virginianus (J.F.Gmelin, 1788)","Bubo virginianus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Bubo virginianus",1,5959118,"Bubo virginianus","Animalia"
"64",3227229,"Lactobacillus salivarius Rogosa et al., 1953","Lactobacillus salivarius","SPECIES","ACCEPTED",100,"EXACT","Bacteria","Lactobacillus salivarius",3,3227229,"Lactobacillus salivarius","Bacteria"
"65",4557028,"Oxyspirura mansoni (Cobbold, 1879)","Oxyspirura mansoni","SPECIES","ACCEPTED",100,"EXACT","Animalia","Oxyspirura mansoni",1,4557028,"Oxyspirura mansoni","Animalia"
"66",2506053,"Choanotaenia infundibulum (Bloch, 1779)","Choanotaenia infundibulum","SPECIES","ACCEPTED",100,"EXACT","Animalia","Choanotaenia infundibulum",1,2506053,"Choanotaenia infundibulum","Animalia"
"67",1047536,"Leptinotarsa decemlineata (Say, 1824)","Leptinotarsa decemlineata","SPECIES","ACCEPTED",100,"EXACT","Animalia","Leptinotarsa decemlineata",1,1047536,"Leptinotarsa decemlineata","Animalia"
"68",10894522,"Pseudomonas aeruginosa_A","Pseudomonas aeruginosa","SPECIES","ACCEPTED",99,"EXACT","Bacteria","Pseudomonas aeruginosa",3,10894522,"Pseudomonas aeruginosa","Bacteria"
"69",8614692,"Eimeria necatrix Johnson, 1930","Eimeria necatrix","SPECIES","ACCEPTED",99,"EXACT","Chromista","Eimeria necatrix",4,8614692,"Eimeria necatrix",""
"70",3227402,"Enterococcus hirae Farrow & Collins, 1985","Enterococcus hirae","SPECIES","ACCEPTED",100,"EXACT","Bacteria","Enterococcus hirae",3,3227402,"Enterococcus hirae","Bacteria"
"71",3221855,"Shigella boydii Ewing, 1949","Shigella boydii","SPECIES","ACCEPTED",100,"EXACT","Bacteria","Shigella boydii",3,3221855,"Shigella boydii","Bacteria"
"72",2599597,"Candida albicans (C.P.Robin) Berkhout","Candida albicans","SPECIES","ACCEPTED",100,"EXACT","Fungi","Candida albicans",5,2599597,"Candida albicans","Fungi"
"73",9669710,"Enterococcus durans","Enterococcus durans","SPECIES","ACCEPTED",100,"EXACT","Bacteria","Enterococcus durans",3,9669710,"Enterococcus durans","Bacteria"
"74",8494502,"Eimeria brunetti Levine, 1942","Eimeria brunetti","SPECIES","ACCEPTED",99,"EXACT","Chromista","Eimeria brunetti",4,8494502,"Eimeria brunetti",""
"75",7032130,"Tetrameres americana Cram, 1927","Tetrameres americana","SPECIES","ACCEPTED",100,"EXACT","Animalia","Tetrameres americana",1,7032130,"Tetrameres americana","Animalia"
"76",1032057,"Lipeurus caponis (Linnaeus, 1758)","Lipeurus caponis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Lipeurus caponis",1,1032057,"Lipeurus caponis","Animalia"
"77",2188260,"Dermanyssus gallinae (De Geer, 1778)","Dermanyssus gallinae","SPECIES","ACCEPTED",99,"EXACT","Animalia","Dermanyssus gallinae",1,2188260,"Dermanyssus gallinae","Animalia"
"78",1032838,"Menacanthus pallidulus (Neumann, 1912)","Menacanthus pallidulus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Menacanthus pallidulus",1,1032838,"Menacanthus pallidulus","Animalia"
"79",8505481,"Eimeria mitis Tyzzer, 1929","Eimeria mitis","SPECIES","ACCEPTED",99,"EXACT","Chromista","Eimeria mitis",4,8505481,"Eimeria mitis",""
"80",2505715,"Echinostoma revolutum (Fröhlich, 1802) Looss, 1899","Echinostoma revolutum","SPECIES","ACCEPTED",99,"EXACT","Animalia","Echinostoma revolutum",1,2505715,"Echinostoma revolutum","Animalia"
"81",4557394,"Gongylonema ingluvicola Ransom, 1904","Gongylonema ingluvicola","SPECIES","ACCEPTED",100,"EXACT","Animalia","Gongylonema ingluvicola",1,4557394,"Gongylonema ingluvicola","Animalia"
"82",4412921,"Choanotaenia infundibuliformis (Goeze, 1782)","Choanotaenia infundibuliformis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Choanotaenia infundibuliformis",1,4412921,"Choanotaenia infundibuliformis","Animalia"
"83",3222194,"Avibacterium gallinarum (Hall et al., 1955) Blackall et al., 2005","Avibacterium gallinarum","SPECIES","ACCEPTED",100,"EXACT","Bacteria","Avibacterium gallinarum",3,3222194,"Avibacterium gallinarum","Bacteria"
"84",5428180,"Brachyspira innocens (Kinyon & Harris, 1979) Ochiai et al., 1998","Brachyspira innocens","SPECIES","ACCEPTED",100,"EXACT","Bacteria","Brachyspira innocens",3,5428180,"Brachyspira innocens","Bacteria"
"85",7020171,"Capillaria columbae Rudolphi, 1819","Capillaria columbae","SPECIES","ACCEPTED",100,"EXACT","Animalia","Capillaria columbae",1,7020171,"Capillaria columbae","Animalia"
"86",3226082,"Erysipelothrix rhusiopathiae (Migula, 1900) Buchanan, 1918","Erysipelothrix rhusiopathiae","SPECIES","ACCEPTED",100,"EXACT","Bacteria","Erysipelothrix rhusiopathiae",3,3226082,"Erysipelothrix rhusiopathiae","Bacteria"
"87",10772598,"Brachyspira intermedia (Stanton et al., 1997) L.","Brachyspira intermedia","SPECIES","ACCEPTED",99,"EXACT","Bacteria","Brachyspira intermedia",3,10772598,"Brachyspira intermedia","Bacteria"
"88",8634059,"Eimeria praecox Johnson, 1930","Eimeria praecox","SPECIES","ACCEPTED",99,"EXACT","Chromista","Eimeria praecox",4,8634059,"Eimeria praecox",""
"89",7887262,"Cryptosporidium meleagridis Slavin, 1955","Cryptosporidium meleagridis","SPECIES","ACCEPTED",100,"EXACT","Chromista","Cryptosporidium meleagridis",4,7887262,"Cryptosporidium meleagridis","Chromista"
"90",3221854,"Shigella flexneri Castellani & Chalmers, 1919","Shigella flexneri","SPECIES","ACCEPTED",100,"EXACT","Bacteria","Shigella flexneri",3,3221854,"Shigella flexneri","Bacteria"
"91",7575823,"Cryptosporidium parvum Tyzzer, 1912","Cryptosporidium parvum","SPECIES","ACCEPTED",96,"EXACT","Chromista","Cryptosporidium parvum",4,7575823,"Cryptosporidium parvum","Protozoa"
"92",3221874,"Klebsiella pneumoniae (Schroeter, 1886) Trevisan, 1887","Klebsiella pneumoniae","SPECIES","ACCEPTED",99,"EXACT","Bacteria","Klebsiella pneumoniae",3,3221874,"Klebsiella pneumoniae","Bacteria"
"93",8557829,"Neospora caninum Dubey et al., 1988","Neospora caninum","SPECIES","ACCEPTED",99,"EXACT","Chromista","Neospora caninum",4,8557829,"Neospora caninum",""
"94",4558538,"Strongyloides avium Cram, 1929","Strongyloides avium","SPECIES","ACCEPTED",100,"EXACT","Animalia","Strongyloides avium",1,4558538,"Strongyloides avium","Animalia"
"95",4557259,"Dispharynx spiralis Molin, 1858","Dispharynx spiralis","SPECIES","SYNONYM",98,"EXACT","Animalia","Acuaria spiralis",1,7027550,"Dispharynx spiralis",""
"96",3227271,"Lactobacillus crispatus (Brygoo & Aladame, 1953) Moore & Holdeman, 1970","Lactobacillus crispatus","SPECIES","ACCEPTED",100,"EXACT","Bacteria","Lactobacillus crispatus",3,3227271,"Lactobacillus crispatus","Bacteria"
"97",1000115,"Methanobrevibacter woesei Miller & Lin, 2002","Methanobrevibacter woesei","SPECIES","ACCEPTED",100,"EXACT","Archaea","Methanobrevibacter woesei",2,1000115,"Methanobrevibacter woesei","Archaea"
"98",1032054,"Goniocotes gallinae (de Geer, 1778)","Goniocotes gallinae","SPECIES","ACCEPTED",100,"EXACT","Animalia","Goniocotes gallinae",1,1032054,"Goniocotes gallinae","Animalia"
"99",5428183,"Brachyspira pilosicoli A","Brachyspira pilosicoli","SPECIES","ACCEPTED",100,"EXACT","Bacteria","Brachyspira pilosicoli",3,5428183,"Brachyspira pilosicoli","Bacteria"
"100",1032839,"Menacanthus stramineus (Nitzsch, 1818)","Menacanthus stramineus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Menacanthus stramineus",1,1032839,"Menacanthus stramineus","Animalia"
"101",7027098,"Heterakis beramporia","Heterakis beramporia","SPECIES","ACCEPTED",100,"EXACT","Animalia","Heterakis beramporia",1,7027098,"Heterakis beramporia","Animalia"
"102",4412536,"Metroliasthes lucida Ransom, 1900","Metroliasthes lucida","SPECIES","ACCEPTED",100,"EXACT","Animalia","Metroliasthes lucida",1,4412536,"Metroliasthes lucida","Animalia"
"103",2504359,"Prosthogonimus macrorchis Macy, 1934","Prosthogonimus macrorchis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Prosthogonimus macrorchis",1,2504359,"Prosthogonimus macrorchis","Animalia"
"104",2503369,"Leucochloridium variae Mclntosh, 1932","Leucochloridium variae","SPECIES","SYNONYM",100,"EXACT","Animalia","Leucochloridium perturbatum",1,4345681,"Leucochloridium variae","Animalia"
"105",2188249,"Varroa destructor Anderson & Trueman, 2000","Varroa destructor","SPECIES","ACCEPTED",100,"EXACT","Animalia","Varroa destructor",1,2188249,"Varroa destructor","Animalia"
"106",7873683,"Bacteroides salanitronis Lan et al., 2006","Bacteroides salanitronis","SPECIES","ACCEPTED",99,"EXACT","Bacteria","Bacteroides salanitronis",3,7873683,"Bacteroides salanitronis",""
"107",8223165,"Ostrinia nubilalis Hübner, 1796","Ostrinia nubilalis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Ostrinia nubilalis",1,8223165,"Ostrinia nubilalis","Animalia"
"108",7453543,"Pantherophis alleghaniensis (Holbrook, 1836)","Pantherophis alleghaniensis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Pantherophis alleghaniensis",1,7453543,"Pantherophis alleghaniensis","Animalia"
"109",6900341,"Cytodites nudus (Vizioli, 1870)","Cytodites nudus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Cytodites nudus",1,6900341,"Cytodites nudus","Animalia"
"110",3227272,"Lactobacillus agilis Weiss et al., 1982","Lactobacillus agilis","SPECIES","ACCEPTED",100,"EXACT","Bacteria","Lactobacillus agilis",3,3227272,"Lactobacillus agilis","Bacteria"
"111",3227400,"Enterococcus casseliflavus","Enterococcus casseliflavus","SPECIES","ACCEPTED",100,"EXACT","Bacteria","Enterococcus casseliflavus",3,3227400,"Enterococcus casseliflavus","Bacteria"
"112",3227124,"Streptococcus pluranimalium Devriese et al., 1999","Streptococcus pluranimalium","SPECIES","ACCEPTED",100,"EXACT","Bacteria","Streptococcus pluranimalium",3,3227124,"Streptococcus pluranimalium","Bacteria"
"113",10926827,"Enterobacter cloacae_M","Enterobacter cloacae","SPECIES","ACCEPTED",99,"EXACT","Bacteria","Enterobacter cloacae",3,10926827,"Enterobacter cloacae","Monera"
"114",2184910,"Argas miniatus Koch, 1844","Argas miniatus","SPECIES","ACCEPTED",99,"EXACT","Animalia","Argas miniatus",1,2184910,"Argas miniatus","Animalia"
"115",5798257,"Capillaria caudinflata","Capillaria caudinflata","SPECIES","SYNONYM",100,"EXACT","Animalia","Aonchotheca caudinflata",1,4553994,"Capillaria caudinflata","Animalia"
"116",9059673,"Euamphimerus palawanensis Fischthal & Kuntz, 1972","Euamphimerus palawanensis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Euamphimerus palawanensis",1,9059673,"Euamphimerus palawanensis","Animalia"
"117",7910481,"Apophallus microsoma Ferguson, Locke, Font, Steinauer, Marcogliese, Cojocaru & Kent, 2012","Apophallus microsoma","SPECIES","ACCEPTED",100,"EXACT","Animalia","Apophallus microsoma",1,7910481,"Apophallus microsoma","Animalia"
"118",6938323,"Oxylipeurus dentatus (Sugimoto, 1934)","Oxylipeurus dentatus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Oxylipeurus dentatus",1,6938323,"Oxylipeurus dentatus","Animalia"
"119",5231904,"Cuculus micropterus Gould, 1838","Cuculus micropterus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Cuculus micropterus",1,5231904,"Cuculus micropterus","Animalia"
"120",3222196,"Avibacterium paragallinarum (Biberstein & White, 1969) Blackall et al., 2005","Avibacterium paragallinarum","SPECIES","ACCEPTED",99,"EXACT","Bacteria","Avibacterium paragallinarum",3,3222196,"Avibacterium paragallinarum",""
"121",2455676,"Pantherophis obsoletus (Say, 1823)","Pantherophis obsoletus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Pantherophis obsoletus",1,2455676,"Pantherophis obsoletus","Animalia"
"122",10979426,"Listeria monocytogenes_B","Listeria monocytogenes","SPECIES","ACCEPTED",98,"EXACT","Bacteria","Listeria monocytogenes",3,10979426,"Listeria monocytogenes",""
"123",5188626,"Syngamus trachea (Montagu, 1811)","Syngamus trachea","SPECIES","ACCEPTED",100,"EXACT","Animalia","Syngamus trachea",1,5188626,"Syngamus trachea","Animalia"
"124",2505722,"Hypoderaeum conoideum (Bloch, 1782) Dietz, 1909","Hypoderaeum conoideum","SPECIES","ACCEPTED",100,"EXACT","Animalia","Hypoderaeum conoideum",1,2505722,"Hypoderaeum conoideum","Animalia"
"125",2504361,"Prosthogonimus ovatus (Rudolphi, 1803) Lühe, 1899","Prosthogonimus ovatus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Prosthogonimus ovatus",1,2504361,"Prosthogonimus ovatus","Animalia"
"126",2480542,"Buteo jamaicensis (Gmelin, 1788)","Buteo jamaicensis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Buteo jamaicensis",1,2480542,"Buteo jamaicensis","Animalia"
"127",3225964,"Mycoplasma iowae Jordan et al., 1982","Mycoplasma iowae","SPECIES","ACCEPTED",100,"EXACT","Bacteria","Mycoplasma iowae",3,3225964,"Mycoplasma iowae","Bacteria"
"128",10851438,"Brachyspira murdochii (Stanton et al., 1997) L.","Brachyspira murdochii","SPECIES","ACCEPTED",99,"EXACT","Bacteria","Brachyspira murdochii",3,10851438,"Brachyspira murdochii","Bacteria"
"129",2283556,"Trichostrongylus tenuis (Mehlis, 1846)","Trichostrongylus tenuis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Trichostrongylus tenuis",1,2283556,"Trichostrongylus tenuis","Animalia"
"130",2184918,"Argas persicus Oken, 1818","Argas persicus","SPECIES","ACCEPTED",99,"EXACT","Animalia","Argas persicus",1,2184918,"Argas persicus","Animalia"
"131",3222868,"Aeromonas hydrophila (Chester, 1901) Stanier, 1943","Aeromonas hydrophila","SPECIES","ACCEPTED",100,"EXACT","Bacteria","Aeromonas hydrophila",3,3222868,"Aeromonas hydrophila","Bacteria"
"132",2181883,"Laminosioptes cysticola (Vizioli, 1870)","Laminosioptes cysticola","SPECIES","ACCEPTED",100,"EXACT","Animalia","Laminosioptes cysticola",1,2181883,"Laminosioptes cysticola","Animalia"
"133",1045875,"Alphitobius diaperinus (Panzer, 1797)","Alphitobius diaperinus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Alphitobius diaperinus",1,1045875,"Alphitobius diaperinus","Animalia"
"134",3227657,"Staphylococcus aureus Rosenbach, 1884","Staphylococcus aureus","SPECIES","ACCEPTED",99,"EXACT","Bacteria","Staphylococcus aureus",3,3227657,"Staphylococcus aureus",""
"135",2441370,"Alligator mississippiensis (Daudin, 1801)","Alligator mississippiensis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Alligator mississippiensis",1,2441370,"Alligator mississippiensis","Animalia"
