"","X","usageKey","scientificName","canonicalName","rank","status","confidence","matchType","kingdom","species","kingdomKey","speciesKey","species_name_network","king_network"
"763",15387,2927208,"Mentha aquatica L.","Mentha aquatica","SPECIES","ACCEPTED",99,"EXACT","Plantae","Mentha aquatica",6,2927208,"Mentha aquatica","Plantae"
"764",15403,9151957,"Medicago sativa L.","Medicago sativa","SPECIES","ACCEPTED",99,"EXACT","Plantae","Medicago sativa",6,9151957,"Medicago sativa","Plantae"
"765",15407,3089561,"Centaurea cyanus L.","Centaurea cyanus","SPECIES","ACCEPTED",100,"EXACT","Plantae","Centaurea cyanus",6,3089561,"Centaurea cyanus","Plantae"
"766",15412,9151957,"Medicago sativa L.","Medicago sativa","SPECIES","ACCEPTED",99,"EXACT","Plantae","Medicago sativa",6,9151957,"Medicago sativa","Plantae"
"767",15429,3113414,"Cirsium arvense (L.) Scop.","Cirsium arvense","SPECIES","ACCEPTED",99,"EXACT","Plantae","Cirsium arvense",6,3113414,"Cirsium arvense",""
"768",15435,9182154,"Vicia villosa Roth","Vicia villosa","SPECIES","ACCEPTED",99,"EXACT","Plantae","Vicia villosa",6,9182154,"Vicia villosa","Plantae"
"769",15438,2959443,"Gleditsia triacanthos L.","Gleditsia triacanthos","SPECIES","ACCEPTED",100,"EXACT","Plantae","Gleditsia triacanthos",6,2959443,"Gleditsia triacanthos","Viridiplantae"
"770",15450,3188736,"Lythrum salicaria L.","Lythrum salicaria","SPECIES","ACCEPTED",100,"EXACT","Plantae","Lythrum salicaria",6,3188736,"Lythrum salicaria","Plantae"
"771",15453,2926612,"Origanum vulgare L.","Origanum vulgare","SPECIES","ACCEPTED",99,"EXACT","Plantae","Origanum vulgare",6,2926612,"Origanum vulgare","Plantae"
"772",15457,8185959,"Carduus nutans L.","Carduus nutans","SPECIES","ACCEPTED",97,"EXACT","Plantae","Carduus nutans",6,8185959,"Carduus nutans",""
"773",15461,8185959,"Carduus nutans L.","Carduus nutans","SPECIES","ACCEPTED",99,"EXACT","Plantae","Carduus nutans",6,8185959,"Carduus nutans","Plantae"
"774",15468,2888814,"Dipsacus laciniatus L.","Dipsacus laciniatus","SPECIES","ACCEPTED",99,"EXACT","Plantae","Dipsacus laciniatus",6,2888814,"Dipsacus laciniatus","Plantae"
"775",15497,2876213,"Alnus glutinosa (L.) Gaertn.","Alnus glutinosa","SPECIES","ACCEPTED",99,"EXACT","Plantae","Alnus glutinosa",6,2876213,"Alnus glutinosa","Plantae"
"776",15500,5403742,"Scolymus hispanicus L.","Scolymus hispanicus","SPECIES","ACCEPTED",100,"EXACT","Plantae","Scolymus hispanicus",6,5403742,"Scolymus hispanicus","Plantae"
"777",15504,5372513,"Salix alba L.","Salix alba","SPECIES","ACCEPTED",99,"EXACT","Plantae","Salix alba",6,5372513,"Salix alba","Plantae"
"778",15525,2926612,"Origanum vulgare L.","Origanum vulgare","SPECIES","ACCEPTED",99,"EXACT","Plantae","Origanum vulgare",6,2926612,"Origanum vulgare","Plantae"
"779",15529,5392252,"Cichorium intybus L.","Cichorium intybus","SPECIES","ACCEPTED",100,"EXACT","Plantae","Cichorium intybus",6,5392252,"Cichorium intybus","Plantae"
"780",15539,3023221,"Prunus spinosa L.","Prunus spinosa","SPECIES","ACCEPTED",99,"EXACT","Plantae","Prunus spinosa",6,3023221,"Prunus spinosa","Plantae"
"781",15547,2705308,"Dactylis glomerata L.","Dactylis glomerata","SPECIES","ACCEPTED",100,"EXACT","Plantae","Dactylis glomerata",6,2705308,"Dactylis glomerata","Plantae"
"782",15553,5352251,"Robinia pseudoacacia L.","Robinia pseudoacacia","SPECIES","ACCEPTED",99,"EXACT","Plantae","Robinia pseudoacacia",6,5352251,"Robinia pseudoacacia",""
"783",15556,2927007,"Salvia pratensis L.","Salvia pratensis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Salvia pratensis",6,2927007,"Salvia pratensis","Plantae"
"784",15565,2965201,"Medicago lupulina L.","Medicago lupulina","SPECIES","ACCEPTED",100,"EXACT","Plantae","Medicago lupulina",6,2965201,"Medicago lupulina","Plantae"
"785",15593,2888443,"Papaver rhoeas L.","Papaver rhoeas","SPECIES","ACCEPTED",99,"EXACT","Plantae","Papaver rhoeas",6,2888443,"Papaver rhoeas","Plantae"
"786",15612,2717002,"Eleocharis palustris (L.) Roem. & Schult.","Eleocharis palustris","SPECIES","ACCEPTED",99,"EXACT","Plantae","Eleocharis palustris",6,2717002,"Eleocharis palustris","Plantae"
"787",15618,3117424,"Bellis perennis L.","Bellis perennis","SPECIES","ACCEPTED",100,"EXACT","Plantae","Bellis perennis",6,3117424,"Bellis perennis","Plantae"
"788",15623,2985865,"Hylotelephium telephium (L.) H.Ohba","Hylotelephium telephium","SPECIES","ACCEPTED",100,"EXACT","Plantae","Hylotelephium telephium",6,2985865,"Hylotelephium telephium","Plantae"
"789",15661,3132570,"Galinsoga parviflora Cav.","Galinsoga parviflora","SPECIES","ACCEPTED",100,"EXACT","Plantae","Galinsoga parviflora",6,3132570,"Galinsoga parviflora","Plantae"
"790",15662,2888802,"Scabiosa columbaria L.","Scabiosa columbaria","SPECIES","ACCEPTED",99,"EXACT","Plantae","Scabiosa columbaria",6,2888802,"Scabiosa columbaria","Plantae"
"791",15677,2965354,"Medicago falcata L.","Medicago falcata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Medicago falcata",6,2965354,"Medicago falcata","Plantae"
"792",15680,2972595,"Onobrychis viciifolia Scop.","Onobrychis viciifolia","SPECIES","ACCEPTED",99,"EXACT","Plantae","Onobrychis viciifolia",6,2972595,"Onobrychis viciifolia","Plantae"
"793",15696,5357407,"Amorpha fruticosa L.","Amorpha fruticosa","SPECIES","ACCEPTED",99,"EXACT","Plantae","Amorpha fruticosa",6,5357407,"Amorpha fruticosa","Plantae"
"794",15715,6411747,"Teucrium chamaedrys L.","Teucrium chamaedrys","SPECIES","ACCEPTED",100,"EXACT","Plantae","Teucrium chamaedrys",6,6411747,"Teucrium chamaedrys","Plantae"
"795",15741,5386012,"Cyanus segetum Hill","Cyanus segetum","SPECIES","SYNONYM",100,"EXACT","Plantae","Centaurea cyanus",6,3089561,"Cyanus segetum","Plantae"
"796",15742,8087525,"Centaurea scabiosa L.","Centaurea scabiosa","SPECIES","ACCEPTED",99,"EXACT","Plantae","Centaurea scabiosa",6,8087525,"Centaurea scabiosa","Plantae"
"797",15745,2927324,"Lamium galeobdolon (L.) L.","Lamium galeobdolon","SPECIES","ACCEPTED",99,"EXACT","Plantae","Lamium galeobdolon",6,2927324,"Lamium galeobdolon","Plantae"
"798",15767,5402943,"Eupatorium cannabinum L.","Eupatorium cannabinum","SPECIES","ACCEPTED",100,"EXACT","Plantae","Eupatorium cannabinum",6,5402943,"Eupatorium cannabinum","Plantae"
"799",15799,3149879,"Tussilago farfara L.","Tussilago farfara","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tussilago farfara",6,3149879,"Tussilago farfara","Plantae"
"800",15848,6109637,"Cynodon dactylon (L.) Pers.","Cynodon dactylon","SPECIES","ACCEPTED",100,"EXACT","Plantae","Cynodon dactylon",6,6109637,"Cynodon dactylon","Plantae"
"801",15861,2440958,"Cervus elaphus Linnaeus, 1758","Cervus elaphus","SPECIES","ACCEPTED",99,"EXACT","Animalia","Cervus elaphus",1,2440958,"Cervus elaphus",""
"802",15881,2487385,"Remiz pendulinus (Linnaeus, 1758)","Remiz pendulinus","SPECIES","ACCEPTED",96,"FUZZY","Animalia","Remiz pendulinus",1,2487385,"Remiz pendulina",""
"803",15883,2984535,"Humulus lupulus L.","Humulus lupulus","SPECIES","ACCEPTED",99,"EXACT","Plantae","Humulus lupulus",6,2984535,"Humulus lupulus","Plantae"
"804",15884,7960979,"Urtica dioica L.","Urtica dioica","SPECIES","ACCEPTED",99,"EXACT","Plantae","Urtica dioica",6,7960979,"Urtica dioica","Viridiplantae"
"805",15886,2891304,"Geranium pratense L.","Geranium pratense","SPECIES","ACCEPTED",99,"EXACT","Plantae","Geranium pratense",6,2891304,"Geranium pratense","Plantae"
"806",15914,5352251,"Robinia pseudoacacia L.","Robinia pseudoacacia","SPECIES","ACCEPTED",100,"EXACT","Plantae","Robinia pseudoacacia",6,5352251,"Robinia pseudoacacia","Plantae"
"807",15918,2975014,"Vicia sativa L.","Vicia sativa","SPECIES","ACCEPTED",99,"EXACT","Plantae","Vicia sativa",6,2975014,"Vicia sativa","Plantae"
"808",15921,5115771,"Lithosia quadra (Linnaeus, 1758)","Lithosia quadra","SPECIES","ACCEPTED",100,"EXACT","Animalia","Lithosia quadra",1,5115771,"Lithosia quadra","Animalia"
"809",15925,6109637,"Cynodon dactylon (L.) Pers.","Cynodon dactylon","SPECIES","ACCEPTED",100,"EXACT","Plantae","Cynodon dactylon",6,6109637,"Cynodon dactylon","Plantae"
"810",15927,2882316,"Fagus sylvatica L.","Fagus sylvatica","SPECIES","ACCEPTED",100,"EXACT","Plantae","Fagus sylvatica",6,2882316,"Fagus sylvatica","Plantae"
"811",15986,5359246,"Trifolium arvense L.","Trifolium arvense","SPECIES","ACCEPTED",99,"EXACT","Plantae","Trifolium arvense",6,5359246,"Trifolium arvense","Plantae"
"812",15996,2888722,"Sambucus ebulus L.","Sambucus ebulus","SPECIES","ACCEPTED",100,"EXACT","Plantae","Sambucus ebulus",6,2888722,"Sambucus ebulus","Plantae"
"813",15997,8435025,"Dipsacus fullonum L.","Dipsacus fullonum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Dipsacus fullonum",6,8435025,"Dipsacus fullonum","Viridiplantae"
"814",15999,3098616,"Tripolium pannonicum (Jacq.) Dobrocz.","Tripolium pannonicum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tripolium pannonicum",6,3098616,"Tripolium pannonicum","Plantae"
"815",16002,3053522,"Berteroa incana (L.) DC.","Berteroa incana","SPECIES","ACCEPTED",100,"EXACT","Plantae","Berteroa incana",6,3053522,"Berteroa incana","Plantae"
"816",16008,7290926,"Primula acaulis (L.) Hill","Primula acaulis","SPECIES","SYNONYM",99,"EXACT","Plantae","Primula vulgaris",6,5414335,"Primula acaulis","Plantae"
"817",16028,9094061,"Ficaria verna Huds.","Ficaria verna","SPECIES","ACCEPTED",100,"EXACT","Plantae","Ficaria verna",6,9094061,"Ficaria verna","Plantae"
"818",16036,5410436,"Campanula rapunculoides L.","Campanula rapunculoides","SPECIES","ACCEPTED",99,"EXACT","Plantae","Campanula rapunculoides",6,5410436,"Campanula rapunculoides","Plantae"
"819",16076,2927078,"Ajuga reptans L.","Ajuga reptans","SPECIES","ACCEPTED",100,"EXACT","Plantae","Ajuga reptans",6,2927078,"Ajuga reptans","Plantae"
"820",16129,3128483,"Centaurea calcitrapa L.","Centaurea calcitrapa","SPECIES","ACCEPTED",99,"EXACT","Plantae","Centaurea calcitrapa",6,3128483,"Centaurea calcitrapa","Plantae"
"821",16134,3034915,"Astrantia major L.","Astrantia major","SPECIES","ACCEPTED",99,"EXACT","Plantae","Astrantia major",6,3034915,"Astrantia major","Plantae"
"822",16139,2927028,"Salvia nemorosa L.","Salvia nemorosa","SPECIES","ACCEPTED",99,"EXACT","Plantae","Salvia nemorosa",6,2927028,"Salvia nemorosa","Plantae"
"823",16156,3120060,"Achillea millefolium L.","Achillea millefolium","SPECIES","ACCEPTED",98,"EXACT","Plantae","Achillea millefolium",6,3120060,"Achillea millefolium",""
"824",16164,3894496,"Mentha vagans Boriss.","Mentha vagans","SPECIES","SYNONYM",100,"EXACT","Plantae","Mentha longifolia",6,7510173,"Mentha vagans","Plantae"
"825",16187,5384501,"Stellaria aquatica (L.) Scop.","Stellaria aquatica","SPECIES","ACCEPTED",95,"FUZZY","Plantae","Stellaria aquatica",6,5384501,"Stellaria aquaticum",""
"826",16191,5298231,"Iris pseudacorus L.","Iris pseudacorus","SPECIES","ACCEPTED",100,"EXACT","Plantae","Iris pseudacorus",6,5298231,"Iris pseudacorus","Plantae"
"827",16205,3189172,"Epilobium hirsutum L.","Epilobium hirsutum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Epilobium hirsutum",6,3189172,"Epilobium hirsutum","Plantae"
"828",16206,2891390,"Geranium phaeum L.","Geranium phaeum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Geranium phaeum",6,2891390,"Geranium phaeum","Plantae"
"829",16273,2891770,"Impatiens glandulifera Royle","Impatiens glandulifera","SPECIES","ACCEPTED",99,"EXACT","Plantae","Impatiens glandulifera",6,2891770,"Impatiens glandulifera","Plantae"
"830",16283,3034426,"Eryngium campestre L.","Eryngium campestre","SPECIES","ACCEPTED",100,"EXACT","Plantae","Eryngium campestre",6,3034426,"Eryngium campestre","Plantae"
"831",16289,2891779,"Impatiens noli-tangere L.","Impatiens noli-tangere","SPECIES","ACCEPTED",99,"EXACT","Plantae","Impatiens noli-tangere",6,2891779,"Impatiens noli-tangere","Plantae"
"832",16290,2891782,"Impatiens parviflora DC.","Impatiens parviflora","SPECIES","ACCEPTED",100,"EXACT","Plantae","Impatiens parviflora",6,2891782,"Impatiens parviflora","Plantae"
"833",16291,5376075,"Alliaria petiolata (M.Bieb.) Cavara & Grande","Alliaria petiolata","SPECIES","ACCEPTED",100,"EXACT","Plantae","Alliaria petiolata",6,5376075,"Alliaria petiolata","Plantae"
"834",16293,2890668,"Geranium robertianum L.","Geranium robertianum","SPECIES","ACCEPTED",100,"EXACT","Plantae","Geranium robertianum",6,2890668,"Geranium robertianum","Plantae"
"835",16295,2927323,"Lamiastrum galeobdolon (L.) Ehrend. & Polatschek","Lamiastrum galeobdolon","SPECIES","SYNONYM",100,"EXACT","Plantae","Lamium galeobdolon",6,2927324,"Lamiastrum galeobdolon","Plantae"
"836",16303,2650107,"Azolla filiculoides Lam.","Azolla filiculoides","SPECIES","ACCEPTED",100,"EXACT","Plantae","Azolla filiculoides",6,2650107,"Azolla filiculoides","Plantae"
"837",16305,7510173,"Mentha longifolia (L.) L.","Mentha longifolia","SPECIES","ACCEPTED",99,"EXACT","Plantae","Mentha longifolia",6,7510173,"Mentha longifolia","Plantae"
"838",16312,2959443,"Gleditsia triacanthos L.","Gleditsia triacanthos","SPECIES","ACCEPTED",100,"EXACT","Plantae","Gleditsia triacanthos",6,2959443,"Gleditsia triacanthos","Plantae"
"839",16329,6260393,"Cicadella viridis (Linnaeus, 1758)","Cicadella viridis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Cicadella viridis",1,6260393,"Cicadella viridis","Animalia"
"840",16343,5758794,"Eurygaster testudinaria (Geoffroy, 1785)","Eurygaster testudinaria","SPECIES","ACCEPTED",100,"EXACT","Animalia","Eurygaster testudinaria",1,5758794,"Eurygaster testudinaria","Animalia"
"841",16344,5758789,"Eurygaster maura (Linnaeus, 1758)","Eurygaster maura","SPECIES","ACCEPTED",100,"EXACT","Animalia","Eurygaster maura",1,5758789,"Eurygaster maura","Animalia"
"842",16380,4460244,"Chrysolina sturmi (Westhoff, 1882)","Chrysolina sturmi","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chrysolina sturmi",1,4460244,"Chrysolina sturmi","Animalia"
"843",16382,4452258,"Tytthaspis sedecimpunctata (Linnaeus, 1758)","Tytthaspis sedecimpunctata","SPECIES","ACCEPTED",100,"EXACT","Animalia","Tytthaspis sedecimpunctata",1,4452258,"Tytthaspis sedecimpunctata","Animalia"
"844",16401,4391858,"Rhopalus parumpunctatus Schilling, 1829","Rhopalus parumpunctatus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Rhopalus parumpunctatus",1,4391858,"Rhopalus parumpunctatus","Animalia"
"845",16402,4391852,"Stictopleurus abutilon (Rossi, 1790)","Stictopleurus abutilon","SPECIES","ACCEPTED",100,"EXACT","Animalia","Stictopleurus abutilon",1,4391852,"Stictopleurus abutilon","Animalia"
"846",16420,4452216,"Propylea quatuordecimpunctata (Linnaeus, 1758)","Propylea quatuordecimpunctata","SPECIES","SYNONYM",100,"EXACT","Animalia","Propylaea quatuordecimpunctata",1,1043572,"Propylea quatuordecimpunctata","Animalia"
"847",16436,4487069,"Himacerus mirmicoides (O.Costa, 1834)","Himacerus mirmicoides","SPECIES","ACCEPTED",100,"EXACT","Animalia","Himacerus mirmicoides",1,4487069,"Himacerus mirmicoides","Animalia"
"848",16440,9660344,"Orthops kalmii (Linnaeus, 1758)","Orthops kalmii","SPECIES","ACCEPTED",99,"EXACT","Animalia","Orthops kalmii",1,9660344,"Orthops kalmii","Animalia"
"849",16466,5154481,"Stictocephala bisonia Kopp & Yonke, 1977","Stictocephala bisonia","SPECIES","ACCEPTED",100,"EXACT","Animalia","Stictocephala bisonia",1,5154481,"Stictocephala bisonia","Animalia"
"850",16500,8435025,"Dipsacus fullonum L.","Dipsacus fullonum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Dipsacus fullonum",6,8435025,"Dipsacus fullonum","Plantae"
"851",16538,2888806,"Scabiosa ochroleuca L.","Scabiosa ochroleuca","SPECIES","ACCEPTED",99,"EXACT","Plantae","Scabiosa ochroleuca",6,2888806,"Scabiosa ochroleuca","Plantae"
"852",16541,3034807,"Conium maculatum L.","Conium maculatum","SPECIES","ACCEPTED",100,"EXACT","Plantae","Conium maculatum",6,3034807,"Conium maculatum","Plantae"
"853",16545,5402943,"Eupatorium cannabinum L.","Eupatorium cannabinum","SPECIES","ACCEPTED",100,"EXACT","Plantae","Eupatorium cannabinum",6,5402943,"Eupatorium cannabinum","Plantae"
"854",16557,2875979,"Corylus avellana L.","Corylus avellana","SPECIES","ACCEPTED",99,"EXACT","Plantae","Corylus avellana",6,2875979,"Corylus avellana","Plantae"
"855",16563,3033191,"Aquilegia vulgaris L.","Aquilegia vulgaris","SPECIES","ACCEPTED",99,"EXACT","Plantae","Aquilegia vulgaris",6,3033191,"Aquilegia vulgaris","Plantae"
"856",16565,3140685,"Leontopodium nivale (Ten.) A.Huet ex Hand.-Mazz.","Leontopodium nivale","SPECIES","ACCEPTED",99,"EXACT","Plantae","Leontopodium nivale",6,3140685,"Leontopodium nivale ex","Plantae"
"857",16566,3134857,"Lapsana communis L.","Lapsana communis","SPECIES","ACCEPTED",100,"EXACT","Plantae","Lapsana communis",6,3134857,"Lapsana communis","Plantae"
"858",16619,5380041,"Ricinus communis L.","Ricinus communis","SPECIES","ACCEPTED",100,"EXACT","Plantae","Ricinus communis",6,5380041,"Ricinus communis","Plantae"
"859",16653,3105433,"Carlina acaulis L.","Carlina acaulis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Carlina acaulis",6,3105433,"Carlina acaulis","Plantae"
"860",16670,3033621,"Pulsatilla vulgaris Mill.","Pulsatilla vulgaris","SPECIES","ACCEPTED",100,"EXACT","Plantae","Pulsatilla vulgaris",6,3033621,"Pulsatilla vulgaris","Plantae"
"861",16697,5421338,"Dictamnus albus L.","Dictamnus albus","SPECIES","ACCEPTED",100,"EXACT","Plantae","Dictamnus albus",6,5421338,"Dictamnus albus","Plantae"
"862",16699,2773448,"Ornithogalum umbellatum L.","Ornithogalum umbellatum","SPECIES","ACCEPTED",100,"EXACT","Plantae","Ornithogalum umbellatum",6,2773448,"Ornithogalum umbellatum","Plantae"
"863",16701,7972010,"Cardamine pratensis L.","Cardamine pratensis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Cardamine pratensis",6,7972010,"Cardamine pratensis","Plantae"
"864",16712,5341297,"Prunella vulgaris L.","Prunella vulgaris","SPECIES","ACCEPTED",99,"EXACT","Plantae","Prunella vulgaris",6,5341297,"Prunella vulgaris","Plantae"
"865",16731,2739622,"Colchicum autumnale L.","Colchicum autumnale","SPECIES","ACCEPTED",99,"EXACT","Plantae","Colchicum autumnale",6,2739622,"Colchicum autumnale","Plantae"
"866",16817,2925767,"Heliotropium europaeum L.","Heliotropium europaeum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Heliotropium europaeum",6,2925767,"Heliotropium europaeum","Plantae"
"867",16832,3034620,"Aegopodium podagraria L.","Aegopodium podagraria","SPECIES","ACCEPTED",100,"EXACT","Plantae","Aegopodium podagraria",6,3034620,"Aegopodium podagraria","Plantae"
"868",16851,5376075,"Alliaria petiolata (M.Bieb.) Cavara & Grande","Alliaria petiolata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Alliaria petiolata",6,5376075,"Alliaria petiolata",""
"869",16852,3120333,"Achillea ptarmica L.","Achillea ptarmica","SPECIES","ACCEPTED",99,"EXACT","Plantae","Achillea ptarmica",6,3120333,"Achillea ptarmica","Plantae"
"870",16853,6446462,"Solidago virgaurea L.","Solidago virgaurea","SPECIES","ACCEPTED",99,"EXACT","Plantae","Solidago virgaurea",6,6446462,"Solidago virgaurea","Plantae"
"871",16854,5367246,"Argentina anserina (L.) Rydb.","Argentina anserina","SPECIES","ACCEPTED",100,"EXACT","Plantae","Argentina anserina",6,5367246,"Argentina anserina","Plantae"
"872",16862,9094061,"Ficaria verna Huds.","Ficaria verna","SPECIES","ACCEPTED",99,"EXACT","Plantae","Ficaria verna",6,9094061,"Ficaria verna",""
"873",16864,3098296,"Stenactis annua (L.) Nees","Stenactis annua","SPECIES","SYNONYM",99,"EXACT","Plantae","Erigeron annuus",6,3117449,"Stenactis annua","Plantae"
"874",16871,1071240,"Anoplotrupes stercorosus (Hartmann, 1791)","Anoplotrupes stercorosus","SPECIES","ACCEPTED",99,"EXACT","Animalia","Anoplotrupes stercorosus",1,1071240,"Anoplotrupes stercorosus","Animalia"
"875",16875,4889932,"Dryas octopetala L.","Dryas octopetala","SPECIES","ACCEPTED",99,"EXACT","Plantae","Dryas octopetala",6,4889932,"Dryas octopetala","Plantae"
"876",17007,2974786,"Vicia sepium L.","Vicia sepium","SPECIES","ACCEPTED",100,"EXACT","Plantae","Vicia sepium",6,2974786,"Vicia sepium","Plantae"
"877",17008,3040252,"Reseda lutea L.","Reseda lutea","SPECIES","ACCEPTED",100,"EXACT","Plantae","Reseda lutea",6,3040252,"Reseda lutea","Plantae"
"878",17009,3172077,"Veronica persica Poir.","Veronica persica","SPECIES","ACCEPTED",100,"EXACT","Plantae","Veronica persica",6,3172077,"Veronica persica","Plantae"
"879",17015,5394163,"Taraxacum officinale Weber ex F.H.Wigg.","Taraxacum officinale","SPECIES","ACCEPTED",94,"FUZZY","Plantae","Taraxacum officinale",6,5394163,"Taraxacum offcinale",""
"880",17052,5384805,"Silene latifolia Poir.","Silene latifolia","SPECIES","ACCEPTED",99,"EXACT","Plantae","Silene latifolia",6,5384805,"Silene latifolia","Plantae"
"881",17074,2975667,"Galega officinalis L.","Galega officinalis","SPECIES","ACCEPTED",100,"EXACT","Plantae","Galega officinalis",6,2975667,"Galega officinalis","Plantae"
"882",17077,8925249,"Empetrum nigrum L.","Empetrum nigrum","SPECIES","ACCEPTED",100,"EXACT","Plantae","Empetrum nigrum",6,8925249,"Empetrum nigrum","Plantae"
"883",17089,3052311,"Cardaria draba (L.) Desv.","Cardaria draba","SPECIES","SYNONYM",100,"EXACT","Plantae","Lepidium draba",6,5376961,"Cardaria draba","Plantae"
"884",17132,5380041,"Ricinus communis L.","Ricinus communis","SPECIES","ACCEPTED",100,"EXACT","Plantae","Ricinus communis",6,5380041,"Ricinus communis","Viridiplantae"
"885",17136,2878688,"Quercus robur L.","Quercus robur","SPECIES","ACCEPTED",99,"EXACT","Plantae","Quercus robur",6,2878688,"Quercus robur","Plantae"
"886",17137,2927282,"Stachys sylvatica L.","Stachys sylvatica","SPECIES","ACCEPTED",99,"EXACT","Plantae","Stachys sylvatica",6,2927282,"Stachys sylvatica","Plantae"
"887",17153,3113650,"Cirsium oleraceum (L.) Scop.","Cirsium oleraceum","SPECIES","ACCEPTED",100,"EXACT","Plantae","Cirsium oleraceum",6,3113650,"Cirsium oleraceum","Plantae"
"888",17212,5352251,"Robinia pseudoacacia L.","Robinia pseudoacacia","SPECIES","ACCEPTED",100,"EXACT","Plantae","Robinia pseudoacacia",6,5352251,"Robinia pseudoacacia","Viridiplantae"
"889",17215,5361889,"Morus alba L.","Morus alba","SPECIES","ACCEPTED",99,"EXACT","Plantae","Morus alba",6,5361889,"Morus alba","Viridiplantae"
"890",17229,7925535,"Bistorta officinalis Raf.","Bistorta officinalis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Bistorta officinalis",6,7925535,"Bistorta officinalis","Plantae"
"891",17235,4535809,"Euphydryas aurinia (Rottemburg, 1775)","Euphydryas aurinia","SPECIES","ACCEPTED",100,"EXACT","Animalia","Euphydryas aurinia",1,4535809,"Euphydryas aurinia","Animalia"
"892",17236,9172281,"Silene vulgaris (Moench) Garcke","Silene vulgaris","SPECIES","ACCEPTED",100,"EXACT","Plantae","Silene vulgaris",6,9172281,"Silene vulgaris","Plantae"
"893",17268,5275012,"Pteridium aquilinum (L.) Kuhn","Pteridium aquilinum","SPECIES","ACCEPTED",100,"EXACT","Plantae","Pteridium aquilinum",6,5275012,"Pteridium aquilinum","Plantae"
"894",17296,2928751,"Datura stramonium L.","Datura stramonium","SPECIES","ACCEPTED",99,"EXACT","Plantae","Datura stramonium",6,2928751,"Datura stramonium","Plantae"
"895",17357,3034391,"Eryngium maritimum L.","Eryngium maritimum","SPECIES","ACCEPTED",100,"EXACT","Plantae","Eryngium maritimum",6,3034391,"Eryngium maritimum","Plantae"
"896",17362,5362008,"Sedum album L.","Sedum album","SPECIES","ACCEPTED",99,"EXACT","Plantae","Sedum album",6,5362008,"Sedum album","Plantae"
"897",17390,3065239,"Euphorbia amygdaloides L.","Euphorbia amygdaloides","SPECIES","ACCEPTED",99,"EXACT","Plantae","Euphorbia amygdaloides",6,3065239,"Euphorbia amygdaloides","Plantae"
"898",17393,3023221,"Prunus spinosa L.","Prunus spinosa","SPECIES","ACCEPTED",97,"EXACT","Plantae","Prunus spinosa",6,3023221,"Prunus spinosa",""
"899",17395,5384676,"Stellaria holostea L.","Stellaria holostea","SPECIES","SYNONYM",100,"EXACT","Plantae","Rabelera holostea",6,11071158,"Stellaria holostea","Plantae"
"900",17396,3034650,"Chaerophyllum temulum L.","Chaerophyllum temulum","SPECIES","ACCEPTED",100,"EXACT","Plantae","Chaerophyllum temulum",6,3034650,"Chaerophyllum temulum","Plantae"
"901",17397,3172062,"Veronica beccabunga L.","Veronica beccabunga","SPECIES","ACCEPTED",99,"EXACT","Plantae","Veronica beccabunga",6,3172062,"Veronica beccabunga","Plantae"
"902",17399,5414548,"Vincetoxicum hirundinaria Medik.","Vincetoxicum hirundinaria","SPECIES","ACCEPTED",100,"EXACT","Plantae","Vincetoxicum hirundinaria",6,5414548,"Vincetoxicum hirundinaria","Plantae"
"903",17401,6363434,"Stellaria nemorum L.","Stellaria nemorum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Stellaria nemorum",6,6363434,"Stellaria nemorum","Plantae"
"904",17412,3085313,"Myosoton aquaticum (L.) Moench","Myosoton aquaticum","SPECIES","SYNONYM",100,"EXACT","Plantae","Stellaria aquatica",6,5384501,"Myosoton aquaticum","Plantae"
"905",17416,2687943,"Equisetum telmateia Ehrh.","Equisetum telmateia","SPECIES","ACCEPTED",100,"EXACT","Plantae","Equisetum telmateia",6,2687943,"Equisetum telmateia","Plantae"
"906",17417,3149879,"Tussilago farfara L.","Tussilago farfara","SPECIES","ACCEPTED",100,"EXACT","Plantae","Tussilago farfara",6,3149879,"Tussilago farfara","Plantae"
"907",17418,2974793,"Vicia sylvatica L.","Vicia sylvatica","SPECIES","ACCEPTED",99,"EXACT","Plantae","Vicia sylvatica",6,2974793,"Vicia sylvatica","Plantae"
"908",17427,5409933,"Campanula glomerata L.","Campanula glomerata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Campanula glomerata",6,5409933,"Campanula glomerata","Plantae"
