"","X","usageKey","scientificName","canonicalName","rank","status","confidence","matchType","kingdom","species","kingdomKey","speciesKey","species_name_network","king_network"
"1",67,1047536,"Leptinotarsa decemlineata (Say, 1824)","Leptinotarsa decemlineata","SPECIES","ACCEPTED",100,"EXACT","Animalia","Leptinotarsa decemlineata",1,1047536,"Leptinotarsa decemlineata","Animalia"
"2",107,8223165,"Ostrinia nubilalis Hübner, 1796","Ostrinia nubilalis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Ostrinia nubilalis",1,8223165,"Ostrinia nubilalis","Animalia"
"3",204,2480420,"Pernis apivorus (Linnaeus, 1758)","Pernis apivorus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Pernis apivorus",1,2480420,"Pernis apivorus","Animalia"
"4",290,9326020,"Gallus gallus (Linnaeus, 1758)","Gallus gallus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Gallus gallus",1,9326020,"Gallus gallus","Animalia"
"5",356,5959092,"Bubo bubo (Linnaeus, 1758)","Bubo bubo","SPECIES","ACCEPTED",100,"EXACT","Animalia","Bubo bubo",1,5959092,"Bubo bubo","Animalia"
"6",357,2482492,"Corvus corax Linnaeus, 1758","Corvus corax","SPECIES","ACCEPTED",100,"EXACT","Animalia","Corvus corax",1,2482492,"Corvus corax","Animalia"
"7",359,2480506,"Aquila chrysaetos (Linnaeus, 1758)","Aquila chrysaetos","SPECIES","ACCEPTED",100,"EXACT","Animalia","Aquila chrysaetos",1,2480506,"Aquila chrysaetos","Animalia"
"8",372,5218878,"Martes martes (Linnaeus, 1758)","Martes martes","SPECIES","ACCEPTED",100,"EXACT","Animalia","Martes martes",1,5218878,"Martes martes","Animalia"
"9",463,5219243,"Vulpes vulpes (Linnaeus, 1758)","Vulpes vulpes","SPECIES","ACCEPTED",100,"EXACT","Animalia","Vulpes vulpes",1,5219243,"Vulpes vulpes","Animalia"
"10",488,2482515,"Corvus cornix Linnaeus, 1758","Corvus cornix","SPECIES","ACCEPTED",100,"EXACT","Animalia","Corvus cornix",1,2482515,"Corvus cornix","Animalia"
"11",491,9797180,"Ardea cinerea Linnaeus, 1758","Ardea cinerea","SPECIES","ACCEPTED",100,"EXACT","Animalia","Ardea cinerea",1,9797180,"Ardea cinerea","Animalia"
"12",505,2435035,"Felis catus Linnaeus, 1758","Felis catus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Felis catus",1,2435035,"Felis catus","Animalia"
"13",515,1341976,"Apis mellifera Linnaeus, 1758","Apis mellifera","SPECIES","ACCEPTED",100,"EXACT","Animalia","Apis mellifera",1,1341976,"Apis mellifera","Animalia"
"14",516,1311527,"Vespa crabro Linnaeus","Vespa crabro","SPECIES","ACCEPTED",100,"EXACT","Animalia","Vespa crabro",1,1311527,"Vespa crabro","Animalia"
"15",534,2497509,"Strix uralensis Pallas, 1771","Strix uralensis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Strix uralensis",1,2497509,"Strix uralensis","Animalia"
"16",570,2433433,"Ursus arctos Linnaeus, 1758","Ursus arctos","SPECIES","ACCEPTED",100,"EXACT","Animalia","Ursus arctos",1,2433433,"Ursus arctos","Animalia"
"17",621,1594607,"Mikiola fagi (Hartig, 1839)","Mikiola fagi","SPECIES","ACCEPTED",100,"EXACT","Animalia","Mikiola fagi",1,1594607,"Mikiola fagi","Animalia"
"18",639,5871389,"Polistes dominula (Christ, 1791)","Polistes dominula","SPECIES","ACCEPTED",100,"EXACT","Animalia","Polistes dominula",1,5871389,"Polistes dominula","Animalia"
"19",645,1748922,"Parectopa robiniella Clemens, 1863","Parectopa robiniella","SPECIES","ACCEPTED",100,"EXACT","Animalia","Parectopa robiniella",1,1748922,"Parectopa robiniella","Animalia"
"20",655,1820406,"Lymantria dispar Linnaeus, 1758","Lymantria dispar","SPECIES","ACCEPTED",100,"EXACT","Animalia","Lymantria dispar",1,1820406,"Lymantria dispar","Animalia"
"21",699,2878688,"Quercus robur L.","Quercus robur","SPECIES","ACCEPTED",99,"EXACT","Plantae","Quercus robur",6,2878688,"Quercus robur","Plantae"
"22",707,5219173,"Canis lupus Linnaeus, 1758","Canis lupus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Canis lupus",1,5219173,"Canis lupus","Animalia"
"23",720,1544431,"Syritta pipiens (Linnaeus, 1758)","Syritta pipiens","SPECIES","ACCEPTED",100,"EXACT","Animalia","Syritta pipiens",1,1544431,"Syritta pipiens","Animalia"
"24",746,1541146,"Eristalis arbustorum (Linnaeus, 1758)","Eristalis arbustorum","SPECIES","ACCEPTED",100,"EXACT","Animalia","Eristalis arbustorum",1,1541146,"Eristalis arbustorum","Animalia"
"25",754,1341976,"Apis mellifera Linnaeus, 1758","Apis mellifera","SPECIES","ACCEPTED",99,"EXACT","Animalia","Apis mellifera",1,1341976,"Apis mellifera ",""
"26",762,4496895,"Cynips quercusfolii Linnaeus, 1758","Cynips quercusfolii","SPECIES","ACCEPTED",100,"EXACT","Animalia","Cynips quercusfolii",1,4496895,"Cynips quercusfolii","Animalia"
"27",766,1737847,"Cydia pomonella (Linnaeus, 1758)","Cydia pomonella","SPECIES","ACCEPTED",100,"EXACT","Animalia","Cydia pomonella",1,1737847,"Cydia pomonella","Animalia"
"28",772,2542395,"Fomitopsis pinicola (Sw.) P.Karst.","Fomitopsis pinicola","SPECIES","ACCEPTED",100,"EXACT","Fungi","Fomitopsis pinicola",5,2542395,"Fomitopsis pinicola","Fungi"
"29",785,1536449,"Episyrphus balteatus (De Geer, 1776)","Episyrphus balteatus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Episyrphus balteatus",1,1536449,"Episyrphus balteatus","Animalia"
"30",801,2050173,"Alydus calcaratus (Linnaeus, 1758)","Alydus calcaratus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Alydus calcaratus",1,2050173,"Alydus calcaratus","Animalia"
"31",817,1541217,"Eristalis tenax (Linnaeus, 1758)","Eristalis tenax","SPECIES","ACCEPTED",100,"EXACT","Animalia","Eristalis tenax",1,1541217,"Eristalis tenax","Animalia"
"32",818,1898286,"Vanessa atalanta (Linnaeus, 1758)","Vanessa atalanta","SPECIES","ACCEPTED",99,"EXACT","Animalia","Vanessa atalanta",1,1898286,"Vanessa atalanta","Animalia"
"33",842,2542126,"Phaeolus schweinitzii (Fr.) Pat.","Phaeolus schweinitzii","SPECIES","ACCEPTED",100,"EXACT","Fungi","Phaeolus schweinitzii",5,2542126,"Phaeolus schweinitzii","Fungi"
"34",887,2433433,"Ursus arctos Linnaeus, 1758","Ursus arctos","SPECIES","ACCEPTED",99,"EXACT","Animalia","Ursus arctos",1,2433433,"Ursus arctos",""
"35",913,1311649,"Vespula germanica (Fabricius, 1793)","Vespula germanica","SPECIES","ACCEPTED",100,"EXACT","Animalia","Vespula germanica",1,1311649,"Vespula germanica","Animalia"
"36",916,4516754,"Myathropa florea (Linnaeus, 1758)","Myathropa florea","SPECIES","ACCEPTED",100,"EXACT","Animalia","Myathropa florea",1,4516754,"Myathropa florea","Animalia"
"37",936,1334821,"Anthidium manicatum (Linnaeus, 1758)","Anthidium manicatum","SPECIES","ACCEPTED",100,"EXACT","Animalia","Anthidium manicatum",1,1334821,"Anthidium manicatum","Animalia"
"38",967,8225376,"Papilio machaon Linnaeus, 1758","Papilio machaon","SPECIES","ACCEPTED",99,"EXACT","Animalia","Papilio machaon",1,8225376,"Papilio machaon","Animalia"
"39",982,1541832,"Volucella zonaria (Poda, 1761)","Volucella zonaria","SPECIES","ACCEPTED",100,"EXACT","Animalia","Volucella zonaria",1,1541832,"Volucella zonaria","Animalia"
"40",983,1541116,"Eristalis pertinax (Scopoli, 1763)","Eristalis pertinax","SPECIES","ACCEPTED",100,"EXACT","Animalia","Eristalis pertinax",1,1541116,"Eristalis pertinax","Animalia"
"41",996,4497124,"Andricus quercuscalicis (Burgsdorff, 1783)","Andricus quercuscalicis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Andricus quercuscalicis",1,4497124,"Andricus quercuscalicis","Animalia"
"42",1036,4299368,"Vanessa cardui (Linnaeus, 1758)","Vanessa cardui","SPECIES","ACCEPTED",100,"EXACT","Animalia","Vanessa cardui",1,4299368,"Vanessa cardui","Animalia"
"43",1044,1047936,"Agelastica alni (Linnaeus, 1758)","Agelastica alni","SPECIES","ACCEPTED",100,"EXACT","Animalia","Agelastica alni",1,1047936,"Agelastica alni","Animalia"
"44",1067,1535781,"Paragus haemorrhous Meigen, 1822","Paragus haemorrhous","SPECIES","ACCEPTED",100,"EXACT","Animalia","Paragus haemorrhous",1,1535781,"Paragus haemorrhous","Animalia"
"45",1081,1340301,"Bombus lapidarius (Linnaeus, 1758)","Bombus lapidarius","SPECIES","ACCEPTED",100,"EXACT","Animalia","Bombus lapidarius",1,1340301,"Bombus lapidarius","Animalia"
"46",1095,8168319,"Amanita muscaria (L.) Lam.","Amanita muscaria","SPECIES","ACCEPTED",99,"EXACT","Fungi","Amanita muscaria",5,8168319,"Amanita muscaria","Fungi"
"47",1096,5140214,"Polyommatus icarus (von Rottemburg, 1775)","Polyommatus icarus","SPECIES","ACCEPTED",99,"EXACT","Animalia","Polyommatus icarus",1,5140214,"Polyommatus icarus","Animalia"
"48",1121,5041466,"Sceliphron caementarium (Drury, 1773)","Sceliphron caementarium","SPECIES","ACCEPTED",100,"EXACT","Animalia","Sceliphron caementarium",1,5041466,"Sceliphron caementarium","Animalia"
"49",1139,9072021,"Laetiporus sulphureus (Bull.) Murrill","Laetiporus sulphureus","SPECIES","ACCEPTED",99,"EXACT","Fungi","Laetiporus sulphureus",5,9072021,"Laetiporus sulphureus","Fungi"
"50",1169,4990191,"Coccinella septempunctata Linnaeus, 1758","Coccinella septempunctata","SPECIES","ACCEPTED",100,"EXACT","Animalia","Coccinella septempunctata",1,4990191,"Coccinella septempunctata","Animalia"
"51",1219,2928390,"Convolvulus arvensis L.","Convolvulus arvensis","SPECIES","ACCEPTED",100,"EXACT","Plantae","Convolvulus arvensis",6,2928390,"Convolvulus arvensis","Plantae"
"52",1229,8138711,"Apatura ilia (Denis & Schiffermüller), 1775","Apatura ilia","SPECIES","ACCEPTED",100,"EXACT","Animalia","Apatura ilia",1,8138711,"Apatura ilia","Animalia"
"53",1241,9173916,"Piptoporus betulinus (Bull.) P.Karst.","Piptoporus betulinus","SPECIES","SYNONYM",100,"EXACT","Fungi","Fomitopsis betulina",5,9819973,"Piptoporus betulinus","Fungi"
"54",1244,1537266,"Syrphus ribesii (Linnaeus, 1758)","Syrphus ribesii","SPECIES","ACCEPTED",100,"EXACT","Animalia","Syrphus ribesii",1,1537266,"Syrphus ribesii","Animalia"
"55",1294,4989904,"Harmonia axyridis (Pallas, 1773)","Harmonia axyridis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Harmonia axyridis",1,4989904,"Harmonia axyridis","Animalia"
"56",1305,1920496,"Pieris rapae (Linnaeus, 1758)","Pieris rapae","SPECIES","ACCEPTED",100,"EXACT","Animalia","Pieris rapae",1,1920496,"Pieris rapae","Animalia"
"57",1352,1542830,"Eristalinus aeneus (Scopoli, 1763)","Eristalinus aeneus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Eristalinus aeneus",1,1542830,"Eristalinus aeneus","Animalia"
"58",1353,1537719,"Scaeva pyrastri (Linnaeus, 1758)","Scaeva pyrastri","SPECIES","ACCEPTED",100,"EXACT","Animalia","Scaeva pyrastri",1,1537719,"Scaeva pyrastri","Animalia"
"59",1388,2548311,"Trametes versicolor (L.) Lloyd","Trametes versicolor","SPECIES","ACCEPTED",99,"EXACT","Fungi","Trametes versicolor",5,2548311,"Trametes versicolor","Fungi"
"60",1389,1541217,"Eristalis tenax (Linnaeus, 1758)","Eristalis tenax","SPECIES","ACCEPTED",99,"EXACT","Animalia","Eristalis tenax",1,1541217,"Eristalis tenax?",""
"61",1398,5219219,"Canis aureus Linnaeus, 1758","Canis aureus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Canis aureus",1,5219219,"Canis aureus","Animalia"
"62",1416,9819973,"Fomitopsis betulina (Bull.) B.K.Cui, M.L.Han & Y.C.Dai","Fomitopsis betulina","SPECIES","ACCEPTED",100,"EXACT","Fungi","Fomitopsis betulina",5,9819973,"Fomitopsis betulina","Fungi"
"63",1425,5218878,"Martes martes (Linnaeus, 1758)","Martes martes","SPECIES","ACCEPTED",99,"EXACT","Animalia","Martes martes",1,5218878,"Martes martes",""
"64",1430,2490719,"Turdus merula Linnaeus, 1758","Turdus merula","SPECIES","ACCEPTED",100,"EXACT","Animalia","Turdus merula",1,2490719,"Turdus merula","Animalia"
"65",1491,7901064,"Turdus philomelos C.L.Brehm, 1831","Turdus philomelos","SPECIES","ACCEPTED",100,"EXACT","Animalia","Turdus philomelos",1,7901064,"Turdus philomelos","Animalia"
"66",1492,2492956,"Sylvia atricapilla (Linnaeus, 1758)","Sylvia atricapilla","SPECIES","ACCEPTED",100,"EXACT","Animalia","Sylvia atricapilla",1,2492956,"Sylvia atricapilla","Animalia"
"67",1493,2492462,"Erithacus rubecula (Linnaeus, 1758)","Erithacus rubecula","SPECIES","ACCEPTED",100,"EXACT","Animalia","Erithacus rubecula",1,2492462,"Erithacus rubecula","Animalia"
"68",1515,5241128,"Schizophyllum commune Fr.","Schizophyllum commune","SPECIES","ACCEPTED",100,"EXACT","Fungi","Schizophyllum commune",5,5241128,"Schizophyllum commune","Fungi"
"69",1530,7964291,"Felis silvestris Schreber, 1777","Felis silvestris","SPECIES","ACCEPTED",100,"EXACT","Animalia","Felis silvestris",1,7964291,"Felis silvestris","Animalia"
"70",1535,5766577,"Epistrophe eligans (Harris, 1780)","Epistrophe eligans","SPECIES","ACCEPTED",100,"EXACT","Animalia","Epistrophe eligans",1,5766577,"Epistrophe eligans","Animalia"
"71",1536,5766554,"Melanostoma mellina (Linnaeus, 1758)","Melanostoma mellina","SPECIES","ACCEPTED",98,"FUZZY","Animalia","Melanostoma mellina",1,5766554,"Melanostoma mellinum","Animalia"
"72",1571,1925918,"Celastrina argiolus (Linnaeus, 1758)","Celastrina argiolus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Celastrina argiolus",1,1925918,"Celastrina argiolus","Animalia"
"73",1573,1539177,"Sphaerophoria scripta (Linnaeus, 1758)","Sphaerophoria scripta","SPECIES","ACCEPTED",100,"EXACT","Animalia","Sphaerophoria scripta",1,1539177,"Sphaerophoria scripta","Animalia"
"74",1579,5218887,"Martes foina (Erxleben, 1777)","Martes foina","SPECIES","ACCEPTED",99,"EXACT","Animalia","Martes foina",1,5218887,"Martes foina",""
"75",1581,2490781,"Turdus iliacus Linnaeus, 1758","Turdus iliacus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Turdus iliacus",1,2490781,"Turdus iliacus","Animalia"
"76",1592,3120060,"Achillea millefolium L.","Achillea millefolium","SPECIES","ACCEPTED",99,"EXACT","Plantae","Achillea millefolium",6,3120060,"Achillea millefolium","Plantae"
"77",1624,5135513,"Maniola jurtina (Linnaeus, 1758)","Maniola jurtina","SPECIES","ACCEPTED",100,"EXACT","Animalia","Maniola jurtina",1,5135513,"Maniola jurtina","Animalia"
"78",1626,4505864,"Scolia hirta (Schrank, 1781)","Scolia hirta","SPECIES","ACCEPTED",100,"EXACT","Animalia","Scolia hirta",1,4505864,"Scolia hirta","Animalia"
"79",1647,1911461,"Coenonympha pamphilus (Linnaeus, 1758)","Coenonympha pamphilus","SPECIES","ACCEPTED",99,"EXACT","Animalia","Coenonympha pamphilus",1,1911461,"Coenonympha pamphilus","Animalia"
"80",1648,1909398,"Argynnis paphia (Linnaeus, 1758)","Argynnis paphia","SPECIES","ACCEPTED",100,"EXACT","Animalia","Argynnis paphia",1,1909398,"Argynnis paphia","Animalia"
"81",1656,1340383,"Bombus ruderatus (Fabricius, 1775)","Bombus ruderatus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Bombus ruderatus",1,1340383,"Bombus ruderatus","Animalia"
"82",1659,1286739,"Amblyteles armatorius (Forster, 1771)","Amblyteles armatorius","SPECIES","ACCEPTED",100,"EXACT","Animalia","Amblyteles armatorius",1,1286739,"Amblyteles armatorius","Animalia"
"83",1665,8049830,"Pararge aegeria (Linnaeus, 1758)","Pararge aegeria","SPECIES","ACCEPTED",100,"EXACT","Animalia","Pararge aegeria",1,8049830,"Pararge aegeria","Animalia"
"84",1666,2490774,"Turdus viscivorus Linnaeus, 1758","Turdus viscivorus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Turdus viscivorus",1,2490774,"Turdus viscivorus","Animalia"
"85",1721,6258028,"Mantis religiosa (Linne, 1758)","Mantis religiosa","SPECIES","ACCEPTED",100,"EXACT","Animalia","Mantis religiosa",1,6258028,"Mantis religiosa","Animalia"
"86",1724,5760758,"Philanthus triangulum (Fabricius, 1775)","Philanthus triangulum","SPECIES","ACCEPTED",100,"EXACT","Animalia","Philanthus triangulum",1,5760758,"Philanthus triangulum","Animalia"
"87",1748,4535180,"Favonius quercus (Linnaeus, 1758)","Favonius quercus","SPECIES","SYNONYM",100,"EXACT","Animalia","Quercusia quercus",1,1926324,"Favonius quercus","Animalia"
"88",1750,4485776,"Palomena prasina (Linnaeus, 1761)","Palomena prasina","SPECIES","ACCEPTED",100,"EXACT","Animalia","Palomena prasina",1,4485776,"Palomena prasina","Animalia"
"89",1752,4390084,"Gonocerus acuteangulatus (Goeze, 1778)","Gonocerus acuteangulatus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Gonocerus acuteangulatus",1,4390084,"Gonocerus acuteangulatus","Animalia"
"90",1763,2876213,"Alnus glutinosa (L.) Gaertn.","Alnus glutinosa","SPECIES","ACCEPTED",99,"EXACT","Plantae","Alnus glutinosa",6,2876213,"Alnus glutinosa","Plantae"
"91",1786,1540742,"Eupeodes corollae (Fabricius, 1794)","Eupeodes corollae","SPECIES","ACCEPTED",100,"EXACT","Animalia","Eupeodes corollae",1,1540742,"Eupeodes corollae","Animalia"
"92",1787,1535529,"Meliscaeva auricollis (Meigen, 1822)","Meliscaeva auricollis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Meliscaeva auricollis",1,1535529,"Meliscaeva auricollis","Animalia"
"93",1793,1340503,"Bombus terrestris (Linnaeus, 1758)","Bombus terrestris","SPECIES","ACCEPTED",100,"EXACT","Animalia","Bombus terrestris",1,1340503,"Bombus terrestris","Animalia"
"94",1799,1043572,"Propylaea quatuordecimpunctata (Linnaeus, 1758)","Propylaea quatuordecimpunctata","SPECIES","ACCEPTED",100,"EXACT","Animalia","Propylaea quatuordecimpunctata",1,1043572,"Propylaea quatuordecimpunctata","Animalia"
"95",1802,5229493,"Garrulus glandarius (Linnaeus, 1758)","Garrulus glandarius","SPECIES","ACCEPTED",100,"EXACT","Animalia","Garrulus glandarius",1,5229493,"Garrulus glandarius","Animalia"
"96",1805,2493091,"Phylloscopus collybita (Vieillot, 1817)","Phylloscopus collybita","SPECIES","ACCEPTED",100,"EXACT","Animalia","Phylloscopus collybita",1,2493091,"Phylloscopus collybita","Animalia"
"97",1806,2487879,"Cyanistes caeruleus (Linnaeus, 1758)","Cyanistes caeruleus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Cyanistes caeruleus",1,2487879,"Cyanistes caeruleus","Animalia"
"98",1807,9705453,"Parus major Linnaeus, 1758","Parus major","SPECIES","ACCEPTED",100,"EXACT","Animalia","Parus major",1,9705453,"Parus major","Animalia"
"99",1809,2480830,"Bubulcus ibis (Linnaeus, 1758)","Bubulcus ibis","SPECIES","ACCEPTED",100,"EXACT","Animalia","Bubulcus ibis",1,2480830,"Bubulcus ibis","Animalia"
"100",1818,1536449,"Episyrphus balteatus (De Geer, 1776)","Episyrphus balteatus","SPECIES","ACCEPTED",99,"EXACT","Animalia","Episyrphus balteatus",1,1536449,"Episyrphus balteatus",""
"101",1819,5352251,"Robinia pseudoacacia L.","Robinia pseudoacacia","SPECIES","ACCEPTED",100,"EXACT","Plantae","Robinia pseudoacacia",6,5352251,"Robinia pseudoacacia","Plantae"
"102",1837,2550247,"Sparassis crispa (Wulfen) Fr.","Sparassis crispa","SPECIES","ACCEPTED",99,"EXACT","Fungi","Sparassis crispa",5,2550247,"Sparassis crispa","Fungi"
"103",1841,1340405,"Bombus pascuorum (Scopoli, 1763)","Bombus pascuorum","SPECIES","ACCEPTED",100,"EXACT","Animalia","Bombus pascuorum",1,1340405,"Bombus pascuorum","Animalia"
"104",1889,5030775,"Ichneumon sarcitorius Linnaeus, 1758","Ichneumon sarcitorius","SPECIES","ACCEPTED",100,"EXACT","Animalia","Ichneumon sarcitorius",1,5030775,"Ichneumon sarcitorius","Animalia"
"105",1890,4485843,"Halyomorpha halys (Stål, 1855)","Halyomorpha halys","SPECIES","ACCEPTED",100,"EXACT","Animalia","Halyomorpha halys",1,4485843,"Halyomorpha halys","Animalia"
"106",1906,8351737,"Hedera helix L.","Hedera helix","SPECIES","ACCEPTED",99,"EXACT","Plantae","Hedera helix",6,8351737,"Hedera helix","Plantae"
"107",1930,9809229,"Sturnus vulgaris Linnaeus, 1758","Sturnus vulgaris","SPECIES","ACCEPTED",100,"EXACT","Animalia","Sturnus vulgaris",1,9809229,"Sturnus vulgaris","Animalia"
"108",1931,2494543,"Pyrrhula pyrrhula (Linnaeus, 1758)","Pyrrhula pyrrhula","SPECIES","ACCEPTED",100,"EXACT","Animalia","Pyrrhula pyrrhula",1,2494543,"Pyrrhula pyrrhula","Animalia"
"109",1932,2494422,"Fringilla coelebs Linnaeus, 1758","Fringilla coelebs","SPECIES","ACCEPTED",100,"EXACT","Animalia","Fringilla coelebs",1,2494422,"Fringilla coelebs","Animalia"
"110",1937,2490737,"Turdus pilaris Linnaeus, 1758","Turdus pilaris","SPECIES","ACCEPTED",100,"EXACT","Animalia","Turdus pilaris",1,2490737,"Turdus pilaris","Animalia"
"111",1938,2492942,"Sylvia borin (Boddaert, 1783)","Sylvia borin","SPECIES","ACCEPTED",100,"EXACT","Animalia","Sylvia borin",1,2492942,"Sylvia borin","Animalia"
"112",1953,1792418,"Autographa gamma (Linnaeus, 1758)","Autographa gamma","SPECIES","ACCEPTED",99,"EXACT","Animalia","Autographa gamma",1,1792418,"Autographa gamma","Animalia"
"113",1957,1882210,"Loxostege sticticalis Linnaeus, 1761","Loxostege sticticalis","SPECIES","ACCEPTED",99,"EXACT","Animalia","Loxostege sticticalis",1,1882210,"Loxostege sticticalis","Animalia"
"114",1963,1930110,"Thecla betulae (Linnaeus, 1758)","Thecla betulae","SPECIES","ACCEPTED",100,"EXACT","Animalia","Thecla betulae",1,1930110,"Thecla betulae","Animalia"
"115",2000,1541763,"Volucella bombylans (Linnaeus, 1758)","Volucella bombylans","SPECIES","ACCEPTED",100,"EXACT","Animalia","Volucella bombylans",1,1541763,"Volucella bombylans","Animalia"
"116",2018,5372513,"Salix alba L.","Salix alba","SPECIES","ACCEPTED",99,"EXACT","Plantae","Salix alba",6,5372513,"Salix alba","Plantae"
"117",2019,5358748,"Trifolium repens L.","Trifolium repens","SPECIES","ACCEPTED",99,"EXACT","Plantae","Trifolium repens",6,5358748,"Trifolium repens","Plantae"
"118",2025,5218887,"Martes foina (Erxleben, 1777)","Martes foina","SPECIES","ACCEPTED",100,"EXACT","Animalia","Martes foina",1,5218887,"Martes foina","Animalia"
"119",2028,5130682,"Nymphalis antiopa (Linnaeus, 1758)","Nymphalis antiopa","SPECIES","ACCEPTED",100,"EXACT","Animalia","Nymphalis antiopa",1,5130682,"Nymphalis antiopa","Animalia"
"120",2031,5071382,"Helophilus trivittatus (Fabricius, 1805)","Helophilus trivittatus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Helophilus trivittatus",1,5071382,"Helophilus trivittatus","Animalia"
"121",2039,4535827,"Aglais io (Linnaeus, 1758)","Aglais io","SPECIES","ACCEPTED",100,"EXACT","Animalia","Aglais io",1,4535827,"Aglais io","Animalia"
"122",2041,4485987,"Elasmucha grisea (Linnaeus, 1758)","Elasmucha grisea","SPECIES","ACCEPTED",100,"EXACT","Animalia","Elasmucha grisea",1,4485987,"Elasmucha grisea","Animalia"
"123",2063,10990852,"Lecidella elaeochroma (Ach.) M.Choisy","Lecidella elaeochroma","SPECIES","ACCEPTED",100,"EXACT","Fungi","Lecidella elaeochroma",5,10990852,"Lecidella elaeochroma","Fungi"
"124",2088,1932976,"Leptotes pirithous (Linnaeus, 1767)","Leptotes pirithous","SPECIES","ACCEPTED",100,"EXACT","Animalia","Leptotes pirithous",1,1932976,"Leptotes pirithous","Animalia"
"125",2090,1920506,"Pieris brassicae (Linnaeus, 1758)","Pieris brassicae","SPECIES","ACCEPTED",100,"EXACT","Animalia","Pieris brassicae",1,1920506,"Pieris brassicae","Animalia"
"126",2103,1524265,"Graphomya maculata (Scopoli, 1763)","Graphomya maculata","SPECIES","ACCEPTED",99,"EXACT","Animalia","Graphomya maculata",1,1524265,"Graphomya maculata","Animalia"
"127",2121,5218911,"Mustela putorius Linnaeus, 1758","Mustela putorius","SPECIES","ACCEPTED",99,"EXACT","Animalia","Mustela putorius",1,5218911,"Mustela putorius",""
"128",2128,2487843,"Poecile palustris (Linnaeus, 1758)","Poecile palustris","SPECIES","ACCEPTED",100,"EXACT","Animalia","Poecile palustris",1,2487843,"Poecile palustris","Animalia"
"129",2129,2495455,"Columba palumbus Linnaeus, 1758","Columba palumbus","SPECIES","ACCEPTED",100,"EXACT","Animalia","Columba palumbus",1,2495455,"Columba palumbus","Animalia"
"130",2143,1670212,"Bombylius major Linnaeus, 1758","Bombylius major","SPECIES","ACCEPTED",100,"EXACT","Animalia","Bombylius major",1,1670212,"Bombylius major","Animalia"
"131",2182,8068867,"Fomes fomentarius (L.) Fr.","Fomes fomentarius","SPECIES","ACCEPTED",99,"EXACT","Fungi","Fomes fomentarius",5,8068867,"Fomes fomentarius","Fungi"
"132",2213,7437802,"Graphosoma italicum (O.F.Müller, 1766)","Graphosoma italicum","SPECIES","ACCEPTED",100,"EXACT","Animalia","Graphosoma italicum",1,7437802,"Graphosoma italicum","Animalia"
"133",2249,5039293,"Osmia cornuta (Latreille, 1805)","Osmia cornuta","SPECIES","ACCEPTED",100,"EXACT","Animalia","Osmia cornuta",1,5039293,"Osmia cornuta","Animalia"
"134",2258,4535529,"Brintesia circe (Fabricius, 1775)","Brintesia circe","SPECIES","SYNONYM",100,"EXACT","Animalia","Loweia tityrus",1,1924494,"Brintesia circe","Animalia"
"135",2259,4528774,"Dasycera oliviella (Fabricius, 1794)","Dasycera oliviella","SPECIES","SYNONYM",100,"EXACT","Animalia","Dafa oliviella",1,1835031,"Dasycera oliviella","Animalia"
"136",2260,4525266,"Eriogaster lanestris Linnaeus, 1758","Eriogaster lanestris","SPECIES","ACCEPTED",100,"EXACT","Animalia","Eriogaster lanestris",1,4525266,"Eriogaster lanestris","Animalia"
"137",2285,2889828,"Viscum album L.","Viscum album","SPECIES","ACCEPTED",99,"EXACT","Plantae","Viscum album",6,2889828,"Viscum album","Plantae"
"138",2321,1932411,"Callophrys rubi (Linnaeus, 1758)","Callophrys rubi","SPECIES","ACCEPTED",100,"EXACT","Animalia","Callophrys rubi",1,1932411,"Callophrys rubi","Animalia"
"139",2322,1920494,"Pieris napi (Linnaeus, 1758)","Pieris napi","SPECIES","ACCEPTED",100,"EXACT","Animalia","Pieris napi",1,1920494,"Pieris napi","Animalia"
"140",2337,1537717,"Scaeva selenitica (Meigen, 1822)","Scaeva selenitica","SPECIES","ACCEPTED",100,"EXACT","Animalia","Scaeva selenitica",1,1537717,"Scaeva selenitica","Animalia"
"141",2338,1535990,"Chrysotoxum cautum (Harris, 1778)","Chrysotoxum cautum","SPECIES","ACCEPTED",100,"EXACT","Animalia","Chrysotoxum cautum",1,1535990,"Chrysotoxum cautum","Animalia"
